,Date,Rainfall_Monteporzio,Rainfall_Velletri,Depth_to_Groundwater_Pozzo_1,Depth_to_Groundwater_Pozzo_2,Depth_to_Groundwater_Pozzo_3,Depth_to_Groundwater_Pozzo_4,Depth_to_Groundwater_Pozzo_5,Depth_to_Groundwater_Pozzo_6,Depth_to_Groundwater_Pozzo_7,Depth_to_Groundwater_Pozzo_8,Depth_to_Groundwater_Pozzo_9,Volume_Pozzo_1,Volume_Pozzo_2,Volume_Pozzo_3,Volume_Pozzo_4,Volume_Pozzo_5+6,Volume_Pozzo_7,Volume_Pozzo_8,Volume_Pozzo_9,Temperature_Monteporzio,Temperature_Velletri
3969,2014-11-13,15.6,13.4,-29.87,-90.94,-107.2,-95.76,,-89.97,,-93.15,-94.27,,,,,,,,,10.83,12.49
3970,2014-11-14,0.4,0.0,-30.17,-90.94,-107.2,-95.74,,-89.96,,,-94.32,,,,,,,,,11.74,13.65
3971,2014-11-15,,,-30.32,-90.94,-107.2,-95.74,,-89.97,,,-94.32,,,,,,,,,12.55,13.57
3972,2014-11-16,13.8,8.2,-30.32,-90.94,-107.21,-95.74,,-89.97,,,-94.35,,,,,,,,,10.94,12.39
3973,2014-11-17,9.0,14.8,-30.51,-90.94,-107.24,-95.74,,-89.97,,,-94.38,,,,,,,,,10.98,12.19
3974,2014-11-18,0.2,2.4,-30.51,-90.96,-107.3,-95.77,-97.21,-89.99,,,-94.39,,,,,,,,,10.62,11.93
3975,2014-11-19,0.0,0.0,-30.67,-90.96,-107.35,-95.79,-97.21,-90.01,,-93.02,-94.42,,,,,,,,,10.87,12.92
3976,2014-11-20,0.2,0.0,-30.67,-90.96,-107.38,-95.8,-97.21,-90.02,,-93.04,-94.44,,,,,,,,,8.71,10.92
3977,2014-11-21,,0.0,-31.48,-90.7,-107.39,-95.8,-97.21,-90.03,,-93.05,-94.48,,,,,,,,,,11.19
3978,2014-11-22,0.0,0.0,-31.48,-90.7,-107.39,-95.8,-97.21,-90.03,,-93.11,-94.53,,,,,,,,,10.73,12.33
3979,2014-11-23,0.2,0.2,-32.26,-90.7,-107.48,-95.8,-97.22,-90.03,,-93.12,-94.56,,,,,,,,,10.82,12.15
3980,2014-11-24,0.0,0.0,-33.52,-90.99,-107.48,-95.8,-97.22,-90.03,-97.36,-93.15,-94.56,,,,,,,,,11.08,12.99
3981,2014-11-25,0.2,0.2,-34.21,-91.0,-107.5,-95.79,-97.22,-90.03,-97.36,-93.16,-94.58,,,,,,,,,11.63,13.03
3982,2014-11-26,18.8,29.4,-39.78,-91.02,-107.57,-95.77,-97.22,-90.02,-97.36,-93.17,-94.58,,,,,,,,,12.21,13.17
3983,2014-11-27,0.2,0.4,-42.38,-91.02,-107.57,-95.77,-97.22,-90.02,-97.36,-93.24,-94.59,,,,,,,,,12.43,13.32
3984,2014-11-28,0.2,0.0,-44.04,-91.02,-107.57,-95.76,-97.3,-90.02,-97.36,-93.27,-94.59,,,,,,,,,13.65,16.17
3985,2014-11-29,0.4,1.2,-45.22,-91.02,-107.59,-95.76,-97.32,-90.02,-97.36,-93.27,-94.6,,,,,,,,,13.99,16.0
3986,2014-11-30,1.4,2.4,-46.12,-91.02,-107.59,-95.76,-97.32,-90.02,-97.36,-93.27,-94.6,,,,,,,,,16.03,18.36
3987,2014-12-01,5.4,0.6,-46.9,-91.03,-107.63,-95.75,-97.32,-90.02,-97.36,-93.18,-94.61,,,,,,,,,13.18,15.54
3988,2014-12-02,17.2,,-47.56,-91.04,-107.64,-95.75,-97.3,-90.02,-97.36,-93.18,-94.61,,,,,,,,,9.51,11.57
3989,2014-12-03,14.4,,-47.56,-91.04,-107.64,-95.75,-97.3,,-97.36,-93.18,-94.61,,,,,,,,,10.91,12.86
3990,2014-12-04,8.0,13.8,-47.56,-91.1,-107.81,-95.76,-97.25,,-97.36,-93.18,-94.61,,,,,,,,,10.1,11.84
3991,2014-12-05,4.4,15.8,-43.93,-91.12,-107.86,-95.76,-97.3,,-97.36,-93.34,-94.61,,,,,,,,,8.68,10.13
3992,2014-12-06,3.6,14.0,-36.18,-91.12,-107.92,-95.76,-97.3,,-97.36,-93.34,-94.6,,,,,,,,,8.78,10.29
3993,2014-12-07,0.6,2.0,-36.18,-91.1,-107.92,-95.76,-97.25,,-97.36,-92.81,-94.6,,,,,,,,,6.67,8.93
3994,2014-12-08,0.0,0.0,-43.93,-91.1,-107.93,-95.76,-97.25,,-97.36,-92.81,-94.61,,,,,,,,,5.92,8.92
3995,2014-12-09,0.0,0.0,-44.9,-91.09,-107.93,-95.76,-97.31,,-97.36,-92.82,-94.62,,,,,,,,,6.15,9.0
3996,2014-12-10,0.0,0.0,-47.08,-91.09,-107.91,-95.76,-97.31,,-97.36,-92.82,-94.63,,,,,,,,,5.17,8.65
3997,2014-12-11,0.0,0.0,-47.08,-91.1,-107.91,-95.79,-97.31,,-97.36,-92.87,-94.64,,,,,,,,,5.37,8.44
3998,2014-12-12,0.0,0.0,-47.08,-91.12,-107.93,-95.79,-97.31,,-97.36,-93.2,-94.64,,,,,,,,,6.13,8.39
3999,2014-12-13,0.0,0.0,-46.44,-91.11,-107.96,-95.79,-97.31,-90.13,-97.36,-93.23,-94.64,,,,,,,,,9.7,11.71
4000,2014-12-14,0.0,0.0,-46.44,-91.11,-107.96,-95.79,-97.29,-90.13,-97.36,-93.23,-94.64,,,,,,,,,9.92,11.73
4001,2014-12-15,0.6,2.2,-46.03,-91.12,-107.97,-95.79,-97.27,-90.11,-97.36,-93.31,-94.63,,,,,,,,,9.33,11.8
4002,2014-12-16,11.4,,-43.7,-91.15,-108.12,-95.79,-97.27,-90.11,-97.36,-93.31,-94.63,,,,,,,,,7.43,9.32
4003,2014-12-17,0.2,0.6,-43.7,-91.13,-108.03,-95.79,-97.34,-90.1,-97.36,-92.84,-94.63,,,,,,,,,7.37,9.83
4004,2014-12-18,0.0,0.0,-45.41,-91.13,-108.05,-95.79,-97.34,-90.09,-97.36,-92.84,-94.65,,,,,,,,,7.69,9.94
4005,2014-12-19,0.2,0.0,-45.41,-91.14,-108.09,-95.79,-97.35,-90.09,-97.36,-92.88,-94.65,,,,,,,,,7.71,9.53
4006,2014-12-20,0.6,0.2,-46.68,-91.14,-108.09,-95.8,-97.4,-90.09,-97.36,-92.88,-94.65,,,,,,,,,8.72,9.69
4007,2014-12-21,0.0,,-46.68,-91.14,-108.09,-95.8,-97.4,-90.09,-97.36,-93.01,-94.66,,,,,,,,,7.84,
4008,2014-12-22,0.2,,-46.68,-91.17,-108.23,-95.81,-97.4,-90.11,-97.36,-93.07,-94.66,,,,,,,,,6.77,
4009,2014-12-23,0.0,,-33.14,-91.17,-108.28,-95.81,-97.42,-90.11,-97.36,-93.38,-94.66,,,,,,,,,8.47,
4010,2014-12-24,0.0,,-33.14,-91.17,-108.28,-95.81,-97.42,-90.11,-97.36,-93.38,-94.66,,,,,,,,,8.44,
4011,2014-12-25,0.0,,-33.14,-91.16,-108.28,-95.81,-97.42,-90.09,-97.36,-93.38,-94.66,,,,,,,,,8.63,
4012,2014-12-26,0.2,,-38.07,-91.13,-108.2,-95.79,-97.36,-90.08,-97.36,-93.38,-94.65,,,,,,,,,6.36,
4013,2014-12-27,6.6,,-40.74,-91.13,-108.11,-95.79,-97.34,-90.07,-97.36,-92.82,-94.64,,,,,,,,,4.43,
4014,2014-12-28,0.8,11.2,,-91.13,-108.08,-95.8,-97.34,-90.06,-97.36,-92.82,-94.64,,,,,,,,,2.43,
4015,2014-12-29,0.0,0.0,,-91.13,-108.08,-95.79,-97.42,-90.06,-97.36,-92.82,-94.64,,,,,,,,,,
4016,2014-12-30,0.0,0.0,,-91.13,-108.07,-95.79,-97.35,-90.06,,-93.05,-94.64,,,,,,,,,,
4017,2014-12-31,0.0,0.0,,-91.13,-108.08,-95.8,-97.42,-90.06,,-93.28,-94.64,,,,,,,,,,
4018,2015-01-01,0.0,0.0,,-91.22,-108.45,-95.81,-97.47,-90.09,,-93.44,-94.7,,,,,,,,,,
4019,2015-01-02,0.0,0.0,,-91.22,-108.46,-95.81,-97.5,-90.09,,-93.49,-94.71,,,,,,,,,,
4020,2015-01-03,,,,-91.22,-108.47,-95.81,-97.54,-90.09,,-93.46,-94.71,,,,,,,,,,
4021,2015-01-04,0.0,,,-91.23,-108.53,-95.8,-97.55,-90.08,,-93.53,-94.71,,,,,,,,,,
4022,2015-01-05,0.0,0.0,,-91.24,-108.53,-95.8,-97.78,-90.08,,-93.55,-94.72,,,,,,,,,,
4023,2015-01-06,0.0,0.0,,-91.25,-108.54,-95.81,-97.8,-90.09,,-93.55,-94.73,,,,,,,,,,
4024,2015-01-07,,0.0,,-91.25,-108.54,-95.81,-97.8,-90.09,-97.36,-93.53,-94.73,,,,,,,,,,
4025,2015-01-08,,0.0,-34.74,-91.23,-108.53,-95.79,-97.8,-90.07,-97.36,-93.53,-94.72,,,,,,,,,,
4026,2015-01-09,0.0,0.0,-31.54,-91.21,-108.5,-95.77,-97.62,-90.05,-97.36,-93.52,-94.68,,,,,,,,,,
4027,2015-01-10,,0.0,-31.4,-91.21,-108.47,-95.77,-97.6,-90.05,-97.36,-93.49,-94.68,,,,,,,,,,11.0
4028,2015-01-11,,,-31.34,-91.21,-108.44,-95.77,-97.48,-90.04,-97.36,-93.49,-94.68,,,,,,,,,,
4029,2015-01-12,0.0,0.0,-31.34,-91.21,-108.44,-95.77,-97.48,-90.03,-97.36,-93.52,-94.68,,,,,,,,,,
4030,2015-01-13,0.0,0.0,-31.32,-91.2,-108.42,-95.79,-97.48,-90.03,-97.36,-93.49,-94.67,,,,,,,,,,
4031,2015-01-14,0.0,0.0,-31.31,-91.21,-108.42,-95.79,-97.48,-90.02,-97.36,-93.46,-94.68,,,,,,,,,,
4032,2015-01-15,,,-31.3,-91.19,-108.37,-95.78,-97.48,-90.01,-97.36,-93.46,-94.67,,,,,,,,,,
4033,2015-01-16,0.0,,-31.3,-91.19,-108.37,-95.77,-97.53,-90.01,-97.36,-93.45,-94.67,,,,,,,,,,
4034,2015-01-17,0.0,,-31.29,-91.19,-108.35,-95.76,-97.48,-89.99,-97.36,-93.37,-94.67,,,,,,,,,,
4035,2015-01-18,2.0,,-31.3,-91.16,-108.35,-95.76,-97.47,-89.98,-97.36,-92.98,-94.66,,,,,,,,,,
4036,2015-01-19,0.0,,-31.3,-91.14,-108.34,-95.76,-97.47,-89.97,-97.36,-92.98,-94.66,,,,,,,,,,
4037,2015-01-20,,,-31.3,-91.14,-108.32,-95.76,-97.47,-89.97,-97.36,-92.98,-94.65,,,,,,,,,,
4038,2015-01-21,,,-31.29,-91.14,-108.32,-95.76,-97.47,-89.96,-97.36,-92.98,-94.65,,,,,,,,,,
4039,2015-01-22,,,-30.82,-91.14,-108.32,-95.77,-97.47,-89.96,-97.36,-93.35,-94.64,,,,,,,,,,
4040,2015-01-23,0.0,0.0,-30.82,-91.14,-108.32,-95.77,-97.49,-89.96,-97.36,-93.35,-94.64,,,,,,,,,,
4041,2015-01-24,0.0,0.0,-30.82,-91.16,-108.39,-95.77,-97.49,-89.96,-97.36,-93.36,-94.64,,,,,,,,,,
4042,2015-01-25,0.0,0.0,-30.96,-91.16,-108.39,-95.79,-97.52,-89.96,-97.36,-93.36,-94.64,,,,,,,,,,
4043,2015-01-26,0.0,0.0,-30.98,-91.16,-108.41,-95.79,-97.53,-89.96,-97.36,-93.39,-94.66,,,,,,,,,,
4044,2015-01-27,0.0,0.0,-31.07,-91.16,-108.39,-95.79,-97.53,-89.95,-97.36,-93.36,-94.66,,,,,,,,,,
4045,2015-01-28,0.0,0.0,-31.1,-91.15,-108.35,-95.79,-97.53,-89.94,-97.36,-93.25,-94.64,,,,,,,,,,
4046,2015-01-29,,12.0,-31.19,-91.12,-108.3,-95.76,-97.44,-89.89,-97.36,-93.25,-94.63,,,,,,,,,,
4047,2015-01-30,,13.0,-31.19,-91.1,-108.26,-95.76,-97.38,-89.89,-97.36,-93.28,-94.63,,,,,,,,,,
4048,2015-01-31,,,-31.19,-91.1,-108.26,-95.76,-97.38,-89.89,-97.36,-93.28,-94.63,,,,,,,,,,
4049,2015-02-01,,,-31.17,-91.12,-108.3,-95.77,-97.38,-89.89,-97.36,-93.31,-94.63,,,,,,,,,,
4050,2015-02-02,,,-31.16,-91.15,-108.35,-95.79,-97.38,-89.9,-97.36,-93.31,-94.68,,,,,,,,,,
4051,2015-02-03,,,-31.14,-91.16,-108.42,-95.79,-97.38,-89.91,-97.36,-93.32,-94.68,,,,,,,,,,
4052,2015-02-04,,,-31.06,-91.17,-108.46,-95.8,-97.37,-89.91,-97.36,-93.33,-94.68,,,,,,,,,,
4053,2015-02-05,,,-30.94,-91.17,-108.46,-95.8,-97.36,-89.91,-97.36,-93.33,-94.68,,,,,,,,,,
4054,2015-02-06,,,-30.6,-91.17,-108.46,-95.8,-97.36,-89.91,-97.36,-93.33,-94.67,,,,,,,,,,
4055,2015-02-07,,,-30.13,-91.21,-108.61,-95.81,-97.36,-89.93,-97.36,-93.35,-94.67,,,,,,,,,,
4056,2015-02-08,0.0,0.0,-29.7,-91.21,-108.61,-95.84,-97.45,-89.95,-97.36,-93.35,-94.65,,,,,,,,,,
4057,2015-02-09,0.0,0.0,-29.66,-91.21,-108.61,-95.84,-97.5,-89.95,-97.36,-93.35,-94.65,,,,,,,,,,
4058,2015-02-10,0.0,0.0,-29.47,-91.21,-108.57,-95.84,-97.51,-89.93,-97.36,-93.35,-94.63,,,,,,,,,,
4059,2015-02-11,0.0,0.0,-29.47,-91.2,-108.57,-95.84,-97.55,-89.93,-97.36,-93.36,-94.6,,,,,,,,,,
4060,2015-02-12,0.0,0.0,-29.22,-91.19,-108.51,-95.83,-97.56,-89.93,-97.36,-93.35,-94.58,,,,,,,,,,
4061,2015-02-13,0.0,0.0,-28.96,-91.18,-108.47,-95.83,-97.55,-89.92,-97.36,-93.35,-94.54,,,,,,,,,,
4062,2015-02-14,0.0,0.0,-28.76,-91.16,-108.43,-95.81,-97.55,-89.9,-97.36,-93.33,-94.49,,,,,,,,,,
4063,2015-02-15,0.0,0.0,-28.56,-91.13,-108.32,-95.81,-97.51,-89.89,-97.36,-93.31,-94.44,,,,,,,,,,
4064,2015-02-16,4.0,,-28.38,-91.13,-108.28,-95.81,-97.51,-89.89,-97.36,-93.31,-94.41,,,,,,,,,,
4065,2015-02-17,0.0,0.0,-28.19,-91.13,-108.26,-95.84,-97.42,-89.87,-97.36,-93.31,-94.39,,,,,,,,,,
4066,2015-02-18,0.0,0.0,-28.1,-91.12,-108.26,-95.84,-97.42,-89.87,-97.36,-93.31,-94.38,,,,,,,,,,
4067,2015-02-19,0.0,0.0,-27.99,-91.11,-108.17,-95.84,-97.42,-89.87,-97.36,-93.28,-94.31,,,,,,,,,,
4068,2015-02-20,0.0,0.0,-27.68,-91.08,-108.11,-95.81,-97.42,-89.85,-97.36,-93.28,-94.26,,,,,,,,,,
4069,2015-02-21,,,-27.43,-91.03,-108.0,-95.79,-97.42,-89.8,-97.36,-93.24,-94.19,,,,,,,,,5.0,
4070,2015-02-22,2.0,,-27.35,-91.02,-107.98,-95.77,-97.39,-89.78,-97.36,-93.23,-94.16,,,,,,,,,,
4071,2015-02-23,,,-27.35,-91.01,-107.95,-95.77,-97.33,-89.77,-97.36,-93.23,-94.15,,,,,,,,,,
4072,2015-02-24,,,-27.31,-91.0,-107.81,-95.79,-97.32,-89.77,-97.36,-93.21,-94.1,,,,,,,,,,
4073,2015-02-25,,0.0,-27.31,-90.99,-107.79,-95.79,-97.3,-89.77,-97.36,-93.2,-94.1,,,,,,,,,,
4074,2015-02-26,,,-27.26,-90.99,-107.79,-95.79,-97.3,-89.77,-97.36,-93.2,-94.09,,,,,,,,,,
4075,2015-02-27,0.0,0.0,-27.19,-90.99,-107.79,-95.8,-97.31,-89.77,-97.36,-93.2,-94.06,,,,,,,,,,
4076,2015-02-28,0.0,,-27.14,-90.98,-107.77,-95.8,-97.31,-89.76,-97.36,-93.2,-94.06,,,,,,,,,,
4077,2015-03-01,,0.0,-27.06,-90.98,-107.79,-95.8,-97.31,-89.76,-97.36,-93.22,-94.03,,,,,,,,,,
4078,2015-03-02,1.0,,-26.99,-90.98,-107.83,-95.8,-97.31,-89.76,-97.36,-93.22,-94.0,,,,,,,,,,
4079,2015-03-03,0.0,,-26.85,-90.98,-107.79,-95.79,-97.26,-89.75,-97.36,-93.21,-94.0,,,,,,,,,,
4080,2015-03-04,21.0,19.0,-26.82,-90.98,-107.83,-95.79,-97.26,-89.75,-97.36,-93.21,-94.0,,,,,,,,,,
4081,2015-03-05,,,-26.69,-90.99,-107.84,-95.8,-97.26,-89.75,-97.36,-93.22,-93.99,,,,,,,,,,
4082,2015-03-06,0.0,0.0,-26.69,-90.98,-107.86,-95.8,-97.38,-89.75,-97.36,-93.22,-93.98,,,,,,,,,,
4083,2015-03-07,0.0,0.0,-26.69,-90.99,-107.88,-95.81,-97.38,-89.74,-97.36,-93.25,-93.99,,,,,,,,,,
4084,2015-03-08,0.0,0.0,-26.59,-90.99,-107.89,-95.81,-97.38,-89.74,-97.36,-93.25,-93.99,,,,,,,,,,
4085,2015-03-09,0.0,0.0,-26.59,-90.98,-107.89,-95.8,-97.38,-89.74,-97.36,-93.25,-93.99,,,,,,,,,,
4086,2015-03-10,0.0,0.0,-26.57,-90.98,-107.89,-95.79,-97.38,-89.73,-97.36,-93.25,-93.98,,,,,,,,,,
4087,2015-03-11,0.0,0.0,-26.56,-90.98,-107.89,-95.78,-97.38,-89.71,-97.36,-93.25,-93.98,,,,,,,,,,
4088,2015-03-12,0.0,0.0,-26.48,-90.96,-107.88,-95.78,-97.38,-89.7,-97.36,-93.25,-93.97,,,,,,,,,,
4089,2015-03-13,0.0,0.0,-26.46,-90.96,-107.87,-95.78,-97.38,-89.7,-97.36,-93.25,-93.97,,,,,,,,,,
4090,2015-03-14,,0.0,-26.42,-90.96,-107.87,-95.79,-97.38,-89.7,-97.36,-93.27,-93.97,,,,,,,,,,
4091,2015-03-15,,,-26.41,-90.96,-107.85,-95.79,-97.38,-89.69,-97.36,-93.25,-93.97,,,,,,,,,,
4092,2015-03-16,,,-26.39,-90.96,-107.83,-95.79,-97.38,-89.68,-97.36,-93.25,-93.95,,,,,,,,,,
4093,2015-03-17,,,-26.37,-90.95,-107.78,-95.78,-97.38,-89.67,-97.36,-93.24,-93.95,,,,,,,,,,
4094,2015-03-18,0.0,0.0,-26.34,-90.95,-107.78,-95.78,-97.36,-89.67,-97.36,-93.18,-93.95,,,,,,,,,,
4095,2015-03-19,0.0,0.0,-26.31,-90.94,-107.77,-95.78,-97.36,-89.66,-97.36,-93.18,-93.95,,,,,,,,,,
4096,2015-03-20,0.0,0.0,-26.28,-90.94,-107.77,-95.76,-97.36,-89.65,-97.36,-93.16,-93.95,,,,,,,,,,
4097,2015-03-21,0.0,0.0,-26.25,-90.91,-107.68,-95.75,-97.36,-89.61,-97.36,-93.16,-93.92,,,,,,,,,,
4098,2015-03-22,,1.0,-26.21,-90.89,-107.66,-95.73,-97.34,-89.61,-97.36,-93.14,-93.91,,,,,,,,,,
4099,2015-03-23,0.0,,-26.2,-90.89,-107.65,-95.73,-97.32,-89.61,-97.36,-93.12,-93.9,,,,,,,,,,
4100,2015-03-24,0.0,,-26.17,-90.88,-107.62,-95.72,-97.32,-89.58,-97.36,-93.12,-93.9,,,,,,,,,,
4101,2015-03-25,,,-26.13,-90.87,-107.57,-95.67,-97.34,-89.58,-97.36,-93.11,-93.87,,,,,,,,,,
4102,2015-03-26,0.0,0.0,-26.07,-90.87,-107.44,-95.62,-97.47,-89.58,-97.36,-93.09,-93.87,,,,,,,,,,
4103,2015-03-27,,,-26.02,-90.87,-107.44,-95.62,-97.47,-89.58,-97.36,-93.09,-93.87,,,,,,,,,,
4104,2015-03-28,0.0,0.0,-25.95,-90.88,-107.43,-95.59,-97.47,-89.58,-97.36,-93.08,-93.87,,,,,,,,,,
4105,2015-03-29,0.0,0.0,-25.86,-90.88,-107.43,-95.59,-97.44,-89.57,-97.36,-93.08,-93.88,,,,,,,,,,
4106,2015-03-30,,2.0,-25.73,-90.9,-107.44,-95.59,-97.35,-89.57,-97.36,-93.08,-93.88,,,,,,,,,,
4107,2015-03-31,0.0,0.0,-25.68,-90.89,-107.45,-95.59,-97.35,-89.57,-97.36,-93.08,-93.88,,,,,,,,,,
4108,2015-04-01,0.0,0.0,-25.68,-90.88,-107.43,-95.58,-97.34,-89.57,-97.36,-93.08,-93.88,,,,,,,,,,
4109,2015-04-02,0.0,0.0,-25.62,-90.88,-107.43,-95.58,-97.34,-89.56,-97.36,-93.08,-93.88,,,,,,,,,,
4110,2015-04-03,0.0,0.0,-25.52,-90.87,-107.43,-95.58,-97.4,-89.56,-97.36,-93.08,-93.86,,,,,,,,,,
4111,2015-04-04,,,-25.4,-90.83,-107.37,-95.58,-97.4,-89.54,-97.36,-93.06,-93.84,,,,,,,,,,
4112,2015-04-05,,,-25.29,-90.83,-107.37,-95.58,-97.32,-89.54,-97.36,-93.06,-93.84,,,,,,,,,,
4113,2015-04-06,0.0,0.0,-25.22,-90.83,-107.37,-95.59,-97.2,-89.54,-97.36,-93.06,-93.84,,,,,,,,,,
4114,2015-04-07,0.0,0.0,-25.12,-90.85,-107.36,-95.61,-97.14,-89.54,-97.36,-93.1,-93.85,,,,,,,,,,
4115,2015-04-08,0.0,0.0,-25.05,-90.86,-107.43,-95.61,-97.14,-89.54,-97.36,-93.1,-93.85,,,,,,,,,,
4116,2015-04-09,0.0,0.0,-24.98,-90.86,-107.43,-95.61,-97.14,-89.54,-97.36,-93.16,-93.85,,,,,,,,,,
4117,2015-04-10,0.0,0.0,-24.9,-90.87,-107.44,-95.61,-97.14,-89.54,-97.36,-93.17,-93.84,,,,,,,,,,
4118,2015-04-11,0.0,0.0,-24.82,-90.86,-107.44,-95.61,,-89.54,-97.36,-93.17,-93.84,,,,,,,,,,
4119,2015-04-12,0.0,0.0,-24.76,-90.86,-107.44,-95.61,,-89.54,-97.36,-93.16,-93.84,,,,,,,,,,
4120,2015-04-13,0.0,0.0,-24.69,-90.85,-107.44,-95.59,,-89.52,-97.36,-93.16,-93.83,,,,,,,,,,
4121,2015-04-14,0.0,0.0,-24.63,-90.85,-107.4,-95.57,,-89.5,-97.36,-93.12,-93.82,,,,,,,,,,
4122,2015-04-15,0.0,0.0,-24.56,-90.84,-107.39,-95.57,,-89.5,-97.36,-93.08,-93.81,,,,,,,,,,
4123,2015-04-16,0.0,0.0,-24.5,-90.84,-107.39,-95.56,,-89.49,-97.36,-93.08,-93.81,,,,,,,,,,
4124,2015-04-17,,0.0,-24.41,-90.81,-107.38,-95.55,,-89.46,-97.36,-93.12,-93.8,,,,,,,,,,
4125,2015-04-18,0.0,0.0,-24.37,-90.81,-107.38,-95.55,,-89.46,-97.36,-93.09,-93.8,,,,,,,,,,
4126,2015-04-19,0.0,0.0,-24.32,-90.81,-107.38,-95.55,,-89.46,-97.36,-93.09,-93.8,,,,,,,,,,
4127,2015-04-20,0.0,0.0,-24.28,-90.82,-107.39,-95.56,,-89.46,-97.36,-93.09,-93.8,,,,,,,,,,
4128,2015-04-21,0.0,0.0,-24.23,-90.82,-107.39,-95.56,,-89.46,-97.36,-93.09,-93.8,,,,,,,,,,
4129,2015-04-22,0.0,0.0,-24.18,-90.82,-107.39,-95.56,,-89.46,-97.36,-93.09,-93.8,,,,,,,,,,
4130,2015-04-23,0.0,0.0,-24.1,-90.81,-107.38,-95.54,,-89.44,-97.36,-93.08,-93.79,,,,,,,,,,
4131,2015-04-24,0.0,0.0,-24.08,-90.8,-107.37,-95.54,,-89.43,-97.36,-93.08,-93.79,,,,,,,,,,
4132,2015-04-25,,0.0,-24.05,-90.8,-107.37,-95.52,,-89.43,-97.36,-93.07,-93.79,,,,,,,,,,
4133,2015-04-26,0.0,0.0,-24.01,-90.79,-107.34,-95.52,,-89.42,-97.36,-93.07,-93.78,,,,,,,,,,
4134,2015-04-27,,,-23.96,-90.79,-107.32,-95.5,-97.14,-89.42,-97.36,-93.07,-93.76,,,,,,,,,,
4135,2015-04-28,,,-23.92,-90.78,-107.28,-95.5,-97.23,-89.42,-97.36,-93.07,-93.76,,,,,,,,,,
4136,2015-04-29,0.0,0.0,-23.91,-90.77,-107.26,-95.5,-97.28,-89.41,-97.36,-93.07,-93.75,,,,,,,,,,
4137,2015-04-30,,,-23.86,-90.77,-107.24,-95.49,-97.37,-89.41,-97.36,-93.05,-93.75,,,,,,,,,,
4138,2015-05-01,,0.0,-23.83,-90.77,-107.24,-95.49,-97.45,-89.41,-97.36,-93.05,-93.75,,,,,,,,,,
4139,2015-05-02,0.0,,-23.81,-90.77,-107.24,-95.47,-97.53,-89.39,-97.36,-93.05,-93.74,,,,,,,,,,
4140,2015-05-03,0.0,0.0,-23.76,-90.77,-107.23,-95.46,-97.7,-89.39,-97.36,-93.04,-93.74,,,,,,,,,,
4141,2015-05-04,0.0,0.0,-23.74,-90.77,-107.22,-95.44,-98.12,-89.38,-97.36,-93.0,-93.74,,,,,,,,,,
4142,2015-05-05,0.0,0.0,-23.72,-90.76,-107.21,-95.43,-98.12,-89.37,-97.36,-92.99,-93.73,,,,,,,,,,
4143,2015-05-06,0.0,0.0,-23.68,-90.76,-107.21,-95.43,-98.12,-89.36,-97.35,-92.96,-93.73,,,,,,,,,,
4144,2015-05-07,0.0,0.0,-23.66,-90.76,-107.21,-95.43,-97.82,-89.36,-97.35,-92.96,-93.73,,,,,,,,,,
4145,2015-05-08,0.0,0.0,-23.63,-90.76,-107.21,-95.43,-97.82,-89.36,-97.35,-92.95,-93.73,,,,,,,,,,
4146,2015-05-09,0.0,0.0,-23.63,-90.76,-107.21,-95.43,,-89.35,-97.35,-92.99,-93.73,,,,,,,,,,
4147,2015-05-10,0.0,0.0,-23.63,-90.75,-107.21,-95.43,,-89.35,-97.35,-92.97,-93.73,,,,,,,,,,
4148,2015-05-11,0.0,0.0,-24.14,-90.75,-107.21,-95.43,-97.3,-89.35,-97.35,-92.99,-93.73,,,,,,,,,,
4149,2015-05-12,0.0,0.0,-24.14,-90.75,-107.17,-95.43,,-89.35,-97.35,-92.99,-93.73,,,,,,,,,,
4150,2015-05-13,0.0,0.0,-24.14,-90.74,-107.14,-95.41,,-89.33,-97.35,-92.99,-93.71,,,,,,,,,,
4151,2015-05-14,0.0,0.0,-24.12,-90.71,-107.11,-95.41,,-89.31,-97.35,-93.0,-93.69,,,,,,,,,,
4152,2015-05-15,0.0,0.0,-24.12,-90.71,-107.09,-95.38,,-89.3,-97.35,-93.02,-93.68,,,,,,,,,,
4153,2015-05-16,0.0,0.0,-24.11,-90.71,-107.09,-95.38,,-89.29,-97.35,-93.0,-93.68,,,,,,,,,,
4154,2015-05-17,0.0,0.0,-24.1,-90.71,-107.07,-95.36,,-89.28,-97.35,-92.96,-93.67,,,,,,,,,,
4155,2015-05-18,0.0,0.0,-24.1,-90.71,-107.07,-95.37,-97.3,-89.28,-97.35,-92.96,-93.67,,,,,,,,,,
4156,2015-05-19,0.0,0.0,-24.08,-90.71,-107.07,-95.37,,-89.28,-97.35,-92.96,-93.67,,,,,,,,,,
4157,2015-05-20,,0.0,-24.07,-90.7,-107.06,-95.36,-97.2,-89.28,-97.35,-92.95,-93.66,,,,,,,,,,
4158,2015-05-21,0.0,,-24.07,-90.7,-107.05,-95.36,-97.2,-89.27,-97.35,-92.91,-93.66,,,,,,,,,,
4159,2015-05-22,,,-24.04,-90.66,-107.0,-95.37,-97.3,-89.25,-97.35,-92.91,-93.63,,,,,,,,,,
4160,2015-05-23,,,-24.04,-90.65,-107.0,-95.36,-97.72,-89.25,-97.36,-92.87,-93.61,,,,,,,,,,
