,Date,Rainfall_S_Piero,Rainfall_Mangona,Rainfall_S_Agata,Rainfall_Cavallina,Rainfall_Le_Croci,Temperature_Le_Croci,Lake_Level,Flow_Rate
3001,2010-08-21,0.0,0.0,0.0,0.0,0.0,26.2,250.45,2.5
3002,2010-08-22,0.0,0.0,0.0,0.0,0.0,26.35,250.4,2.5
3003,2010-08-23,0.0,0.0,0.0,0.0,0.0,24.1,250.35,2.5
3004,2010-08-24,0.0,0.0,0.0,0.0,0.0,23.1,250.32,2.5
3005,2010-08-25,0.0,0.0,0.0,0.0,0.0,24.2,250.27,2.5
3006,2010-08-26,0.0,0.0,0.0,0.0,0.0,24.35,250.22,2.5
3007,2010-08-27,0.0,0.0,0.0,0.0,0.0,23.3,250.17,2.5
3008,2010-08-28,0.0,0.0,0.0,0.0,0.0,23.55,250.13,2.5
3009,2010-08-29,0.0,0.0,0.0,0.0,0.0,22.1,250.08,2.5
3010,2010-08-30,0.0,0.0,0.0,0.0,0.0,18.75,250.03,2.67
3011,2010-08-31,2.2,5.4,3.0,0.4,8.4,17.35,249.98,3.0
3012,2010-09-01,0.0,0.0,0.2,0.0,0.0,18.6,249.91,3.0
3013,2010-09-02,0.0,0.0,0.0,0.0,0.0,19.05,249.86,3.0
3014,2010-09-03,0.0,0.0,0.0,0.0,0.0,21.15,249.81,3.0
3015,2010-09-04,0.0,0.0,0.0,0.0,0.0,22.35,249.76,3.0
3016,2010-09-05,0.0,0.0,0.0,0.0,0.0,20.85,249.7,3.0
3017,2010-09-06,0.0,0.8,0.0,0.0,0.0,21.15,249.65,3.0
3018,2010-09-07,0.0,0.0,0.0,0.0,0.0,21.5,249.58,3.0
3019,2010-09-08,3.8,11.8,1.0,3.0,4.0,19.15,249.53,3.0
3020,2010-09-09,19.4,22.0,15.4,22.8,18.2,19.8,249.5,3.0
3021,2010-09-10,0.0,0.0,0.8,0.0,0.0,19.3,249.45,3.0
3022,2010-09-11,0.0,0.0,0.0,0.0,0.0,20.85,249.39,3.0
3023,2010-09-12,0.0,0.0,0.0,0.0,0.0,22.0,249.34,3.0
3024,2010-09-13,0.0,0.0,0.0,0.0,0.0,18.15,249.29,3.0
3025,2010-09-14,9.6,7.0,15.0,6.6,11.8,20.45,249.24,3.0
3026,2010-09-15,0.0,0.0,0.0,0.0,0.0,19.35,249.18,3.0
3027,2010-09-16,0.0,0.0,0.0,0.0,0.0,19.75,249.14,3.0
3028,2010-09-17,0.0,0.8,0.0,0.0,0.2,20.85,249.07,3.0
3029,2010-09-18,0.2,4.2,0.8,0.0,0.4,21.3,249.02,3.0
3030,2010-09-19,18.8,25.2,,,,18.35,249.06,3.0
3031,2010-09-20,0.0,0.0,0.0,0.2,0.0,17.9,249.01,3.0
3032,2010-09-21,0.0,0.0,0.0,0.0,0.0,18.8,248.96,3.0
3033,2010-09-22,0.0,0.0,0.0,0.0,0.0,20.7,248.91,3.0
3034,2010-09-23,0.0,0.0,0.0,0.0,0.0,21.05,248.84,3.0
3035,2010-09-24,0.0,0.0,0.0,0.0,0.0,18.4,248.79,3.0
3036,2010-09-25,9.4,7.0,9.0,3.8,10.0,16.75,248.75,3.0
3037,2010-09-26,2.2,4.0,5.6,1.4,2.8,15.7,248.68,3.0
3038,2010-09-27,0.0,0.6,0.0,0.0,0.0,15.1,248.65,3.0
3039,2010-09-28,0.0,0.8,1.0,0.0,3.2,15.2,248.6,3.0
3040,2010-09-29,0.0,0.2,0.0,0.0,0.4,14.7,248.54,3.0
3041,2010-09-30,0.0,0.0,0.0,0.0,0.0,14.9,248.48,3.0
3042,2010-10-01,0.0,0.0,0.0,0.0,0.0,15.05,248.43,3.0
3043,2010-10-02,1.2,1.0,0.6,0.2,0.8,17.9,248.37,3.0
3044,2010-10-03,0.0,0.0,0.0,0.0,0.0,17.3,248.33,3.0
3045,2010-10-04,0.2,0.0,0.0,0.0,0.0,16.6,248.27,3.0
3046,2010-10-05,,,,,,18.25,248.5,3.0
3047,2010-10-06,0.0,0.2,0.0,0.2,0.4,19.1,248.5,3.0
3048,2010-10-07,0.2,0.0,0.0,0.0,0.0,20.0,248.45,3.0
3049,2010-10-08,0.0,0.0,0.0,0.0,0.0,17.45,248.39,3.0
3050,2010-10-09,0.0,0.0,0.0,0.0,0.0,15.65,248.34,3.0
3051,2010-10-10,0.0,0.0,0.0,0.0,0.0,15.2,248.29,3.0
3052,2010-10-11,0.0,0.0,0.0,0.0,0.0,15.1,248.24,2.81
3053,2010-10-12,0.4,0.4,0.0,0.0,1.0,15.45,248.18,2.7
3054,2010-10-13,1.4,1.4,1.2,0.0,0.8,14.4,248.14,2.7
3055,2010-10-14,0.0,0.0,0.0,0.0,0.0,14.9,248.1,2.7
3056,2010-10-15,0.0,0.0,0.0,0.0,0.0,14.75,248.05,2.7
3057,2010-10-16,0.0,0.2,1.0,0.0,1.0,14.55,247.99,2.7
3058,2010-10-17,,26.6,,,,11.1,248.0,2.7
3059,2010-10-18,0.2,0.0,0.0,0.0,0.2,11.05,247.98,2.7
3060,2010-10-19,0.0,0.0,0.0,0.0,0.0,13.7,247.93,2.7
3061,2010-10-20,0.2,0.0,0.0,0.0,0.0,11.75,247.88,2.7
3062,2010-10-21,0.2,0.0,0.0,0.0,0.2,11.75,247.83,2.7
3063,2010-10-22,0.2,0.0,0.2,0.0,0.0,12.65,247.79,2.7
3064,2010-10-23,0.0,0.0,0.0,0.0,0.0,12.75,247.74,2.7
3065,2010-10-24,0.0,0.2,0.0,0.6,0.2,13.55,247.7,2.7
3066,2010-10-25,19.2,30.0,16.6,22.0,,12.45,247.66,2.7
3067,2010-10-26,4.2,12.4,4.8,5.6,9.2,9.95,247.75,2.7
3068,2010-10-27,0.0,0.0,0.2,0.2,0.0,9.85,247.73,2.7
3069,2010-10-28,0.0,0.0,0.0,0.0,0.0,11.95,247.68,2.7
3070,2010-10-29,0.0,0.0,0.0,0.0,0.0,15.0,247.64,2.7
3071,2010-10-30,0.0,0.0,0.0,0.0,0.0,10.35,247.6,2.7
3072,2010-10-31,11.8,19.4,10.6,7.2,10.0,14.75,247.57,2.7
3073,2010-11-01,,,,,,14.75,247.97,2.7
3074,2010-11-02,12.8,16.8,11.2,12.6,15.4,15.25,248.35,2.7
3075,2010-11-03,4.6,4.2,5.6,5.0,8.0,15.25,248.41,2.7
3076,2010-11-04,0.2,0.2,0.6,0.4,0.2,15.95,248.43,2.7
3077,2010-11-05,0.2,0.0,0.2,0.0,0.0,13.2,248.42,2.7
3078,2010-11-06,0.2,0.0,0.2,0.0,0.2,11.65,248.4,2.7
3079,2010-11-07,0.2,2.0,0.2,0.4,0.2,14.8,248.38,2.7
3080,2010-11-08,,23.2,,,,10.8,248.53,2.7
3081,2010-11-09,18.4,24.4,14.0,15.6,19.4,10.35,248.87,2.7
3082,2010-11-10,,19.6,,17.0,24.4,10.3,249.27,2.7
3083,2010-11-11,,20.6,24.0,21.6,23.0,12.6,249.65,2.7
3084,2010-11-12,1.2,1.0,0.8,0.4,2.4,11.15,249.72,2.7
3085,2010-11-13,4.0,4.4,4.4,2.0,4.6,13.75,249.75,2.7
3086,2010-11-14,0.0,0.2,0.0,0.2,0.0,13.15,249.75,2.7
3087,2010-11-15,0.2,1.4,0.2,0.8,1.6,14.35,249.71,6.2
3088,2010-11-16,13.0,17.0,15.4,8.0,14.2,12.3,249.67,6.2
3089,2010-11-17,1.6,1.0,1.6,1.0,0.4,11.35,249.75,4.33
3090,2010-11-18,0.0,0.0,0.0,0.0,0.0,7.75,249.72,6.6
3091,2010-11-19,21.8,8.0,19.2,12.4,18.6,10.45,249.73,6.6
3092,2010-11-20,5.8,4.6,5.0,3.6,6.2,10.25,249.73,6.6
3093,2010-11-21,2.8,7.4,2.4,4.8,4.6,10.55,249.7,6.6
3094,2010-11-22,22.2,,21.2,22.4,21.2,10.35,250.03,6.6
3095,2010-11-23,11.0,4.0,10.0,12.4,9.6,9.15,250.24,7.1
3096,2010-11-24,1.6,0.0,1.6,0.2,0.0,8.5,250.26,7.1
3097,2010-11-25,0.0,0.0,0.0,0.0,0.0,7.45,250.24,7.1
3098,2010-11-26,15.6,6.0,17.0,18.0,17.8,5.25,250.24,7.1
3099,2010-11-27,0.0,20.0,0.2,1.2,2.8,4.4,250.33,7.1
3100,2010-11-28,1.2,3.8,1.4,1.0,2.4,4.95,250.3,7.1
3101,2010-11-29,,26.8,,27.0,,7.75,250.62,7.4
3102,2010-11-30,0.0,0.2,0.0,0.0,0.0,7.65,250.68,7.4
3103,2010-12-01,,,,,,6.4,250.82,7.5
3104,2010-12-02,13.4,24.4,16.2,19.4,18.6,6.95,251.52,7.5
3105,2010-12-03,14.0,7.0,13.8,11.2,13.8,5.15,251.84,7.5
3106,2010-12-04,3.4,6.2,2.4,2.6,2.4,4.6,252.01,7.5
3107,2010-12-05,0.0,0.2,0.0,0.2,0.0,3.1,252.02,7.5
3108,2010-12-06,2.8,13.8,4.0,5.6,4.0,9.4,252.03,
3109,2010-12-07,15.2,,,27.2,21.8,14.45,,
3110,2010-12-08,0.6,6.0,2.8,1.8,2.0,15.15,,
3111,2010-12-09,4.2,12.2,3.0,2.6,12.4,11.2,,10.4
3112,2010-12-10,0.0,0.0,0.0,0.0,0.0,7.3,252.08,8.11
3113,2010-12-11,0.0,0.0,0.0,0.0,0.0,4.1,252.03,7.5
3114,2010-12-12,0.2,0.0,0.0,0.0,0.0,7.95,251.99,7.5
3115,2010-12-13,0.0,0.0,0.0,0.0,0.0,6.45,251.95,7.5
3116,2010-12-14,0.2,0.0,0.0,0.0,0.0,2.55,251.91,7.5
3117,2010-12-15,0.0,0.0,0.0,0.0,0.0,,251.82,7.5
3118,2010-12-16,0.0,0.0,0.0,0.0,0.0,,251.74,7.5
3119,2010-12-17,0.0,0.0,0.0,0.0,0.0,,251.71,7.5
3120,2010-12-18,0.0,0.0,0.0,0.0,0.0,,251.63,7.5
3121,2010-12-19,0.4,10.0,10.4,1.2,11.0,,251.52,7.5
3122,2010-12-20,0.6,4.0,5.0,8.4,13.2,4.35,251.45,7.5
3123,2010-12-21,13.2,0.4,0.0,8.6,0.4,7.65,251.39,7.5
3124,2010-12-22,22.4,,22.2,,,11.65,251.68,7.5
3125,2010-12-23,13.4,,23.8,22.6,19.6,13.95,,
3126,2010-12-24,20.2,29.4,18.8,17.6,28.2,10.55,,
3127,2010-12-25,17.8,7.0,14.6,8.4,11.2,8.8,,
3128,2010-12-26,0.4,1.8,0.4,0.2,0.4,5.2,,
3129,2010-12-27,0.0,0.4,0.8,0.2,0.2,3.15,,9.3
3130,2010-12-28,0.0,0.2,0.0,0.0,0.0,2.2,252.06,7.5
3131,2010-12-29,0.0,0.0,0.0,0.0,0.0,2.8,252.0,7.5
3132,2010-12-30,0.2,0.0,0.0,0.0,0.0,4.95,251.95,7.5
3133,2010-12-31,0.2,0.2,0.4,0.2,0.6,7.7,251.88,7.5
3134,2011-01-01,0.2,0.0,0.2,0.0,0.0,6.1,251.83,7.5
3135,2011-01-02,0.0,0.0,0.0,0.0,0.0,7.65,251.74,7.5
3136,2011-01-03,0.0,0.0,0.0,0.0,0.0,5.25,251.66,7.5
3137,2011-01-04,0.0,0.0,0.0,0.0,0.0,3.75,251.58,7.5
3138,2011-01-05,0.0,0.0,0.0,0.0,0.0,4.2,251.5,7.5
3139,2011-01-06,9.6,26.0,15.2,14.0,12.2,6.7,251.4,7.5
3140,2011-01-07,1.2,13.6,4.0,3.6,2.2,11.75,251.4,7.5
3141,2011-01-08,0.0,0.0,0.2,0.0,0.0,12.55,251.4,7.5
3142,2011-01-09,0.0,0.0,0.0,0.0,0.0,12.4,251.37,7.5
3143,2011-01-10,3.0,7.8,4.0,3.8,7.8,11.55,251.31,7.5
3144,2011-01-11,8.2,7.0,7.6,5.6,9.6,9.35,251.28,7.5
3145,2011-01-12,1.0,0.8,1.0,1.0,0.8,9.85,251.26,7.5
3146,2011-01-13,0.2,0.0,0.0,0.0,0.0,6.5,251.2,6.37
3147,2011-01-14,0.0,0.0,0.0,0.0,0.0,8.35,251.17,5.7
3148,2011-01-15,0.0,0.0,0.0,0.0,0.0,11.55,251.12,5.7
3149,2011-01-16,0.2,0.0,0.0,0.0,0.4,10.65,251.07,5.7
3150,2011-01-17,0.2,0.0,0.0,0.2,0.0,8.6,251.02,5.7
3151,2011-01-18,0.0,0.0,0.0,0.0,0.0,10.0,250.97,2.8
3152,2011-01-19,0.4,0.0,0.0,0.2,0.8,7.65,250.96,2.8
3153,2011-01-20,0.6,0.0,0.4,0.0,0.2,4.45,250.94,2.8
3154,2011-01-21,0.6,0.4,3.8,0.2,0.2,2.75,250.91,2.8
3155,2011-01-22,0.0,0.0,0.2,0.0,0.0,2.5,250.91,2.8
3156,2011-01-23,0.0,0.0,0.2,0.0,0.0,3.1,250.89,2.8
3157,2011-01-24,0.0,0.0,0.0,0.0,0.0,4.4,250.87,0.6
3158,2011-01-25,0.0,0.0,0.0,0.0,0.0,,250.88,0.6
3159,2011-01-26,0.0,0.0,0.0,0.0,0.0,5.1,250.91,0.6
3160,2011-01-27,0.4,0.0,0.2,0.8,0.0,5.5,250.92,0.6
3161,2011-01-28,0.0,0.0,1.2,0.0,0.0,5.6,250.94,0.6
3162,2011-01-29,0.0,0.0,0.2,0.0,0.0,4.0,250.97,0.6
3163,2011-01-30,17.2,5.6,8.2,19.4,3.4,3.75,251.0,0.6
3164,2011-01-31,0.2,11.4,0.0,0.0,25.0,6.95,251.05,0.6
3165,2011-02-01,0.0,0.0,0.0,0.0,0.2,7.85,251.09,0.6
3166,2011-02-02,0.0,0.0,0.0,0.0,0.0,8.7,251.11,0.6
3167,2011-02-03,0.0,0.0,0.0,0.0,0.0,7.4,251.15,0.6
3168,2011-02-04,0.0,0.0,0.0,0.0,0.0,11.55,251.17,0.6
3169,2011-02-05,0.0,0.0,0.0,0.0,0.0,10.0,251.19,0.6
3170,2011-02-06,0.0,0.0,0.0,0.0,0.0,9.15,251.22,0.6
3171,2011-02-07,0.0,0.0,0.0,0.0,0.0,10.35,251.22,0.6
3172,2011-02-08,0.0,0.0,0.0,0.0,0.0,6.1,251.24,0.6
3173,2011-02-09,0.0,0.0,0.0,0.0,0.0,6.4,251.27,0.6
3174,2011-02-10,0.0,0.0,0.0,0.0,0.0,6.3,251.29,0.6
3175,2011-02-11,0.0,0.0,0.0,0.0,0.0,9.75,251.29,0.6
3176,2011-02-12,0.0,0.0,0.0,0.0,1.2,9.6,251.3,0.6
3177,2011-02-13,3.8,6.2,6.6,2.8,8.6,8.45,251.32,0.6
3178,2011-02-14,0.0,0.2,0.2,0.0,0.2,9.45,251.34,0.6
3179,2011-02-15,1.8,3.0,1.4,2.4,3.2,8.25,251.37,0.6
3180,2011-02-16,22.4,,,,,8.1,251.4,7.6
3181,2011-02-17,20.0,23.2,19.4,20.6,21.0,9.65,251.78,8.35
3182,2011-02-18,0.2,0.0,0.0,0.2,0.2,10.45,,11.76
3183,2011-02-19,0.0,0.0,0.0,0.0,0.0,12.2,252.08,9.18
3184,2011-02-20,6.4,8.6,5.6,6.2,8.4,7.55,252.03,7.74
3185,2011-02-21,1.6,0.8,1.2,1.6,2.2,7.55,252.0,7.6
3186,2011-02-22,0.2,0.0,0.0,0.0,0.0,6.55,251.97,7.6
3187,2011-02-23,0.0,0.2,1.0,0.0,0.0,4.3,251.91,7.6
3188,2011-02-24,0.0,0.0,0.0,0.0,0.0,4.5,251.83,7.6
3189,2011-02-25,0.0,0.0,0.0,0.0,0.0,6.6,251.82,4.5
3190,2011-02-26,0.0,0.0,0.0,0.0,0.0,6.65,251.83,0.6
3191,2011-02-27,7.2,3.0,4.4,7.2,7.8,3.15,251.88,1.7
3192,2011-02-28,0.0,1.0,0.0,0.2,3.0,7.3,251.86,5.55
3193,2011-03-01,0.4,0.0,3.2,0.0,0.2,5.05,251.85,0.6
3194,2011-03-02,0.6,0.4,2.4,0.2,0.0,3.3,251.86,0.6
3195,2011-03-03,1.6,1.6,4.4,0.8,2.0,3.65,251.89,0.6
3196,2011-03-04,0.0,0.0,0.0,0.0,0.0,7.25,251.92,0.6
3197,2011-03-05,0.0,0.0,0.2,0.4,0.0,7.65,251.96,0.6
3198,2011-03-06,0.0,0.0,0.0,0.0,0.2,11.05,251.99,0.6
3199,2011-03-07,0.0,0.0,0.0,0.0,0.0,5.65,252.01,1.18
3200,2011-03-08,0.0,0.0,0.0,0.0,0.0,5.2,252.02,2.27
3201,2011-03-09,0.0,0.0,0.0,0.0,0.0,4.5,251.99,2.7
3202,2011-03-10,0.0,0.0,0.0,0.0,0.0,6.55,251.94,5.86
3203,2011-03-11,0.0,0.0,0.0,0.0,0.0,8.0,251.84,7.6
3204,2011-03-12,0.0,0.2,0.0,0.2,0.2,8.8,251.74,7.6
3205,2011-03-13,,,,,,9.6,251.63,7.6
3206,2011-03-14,14.2,22.4,18.4,9.8,13.0,14.3,251.95,7.6
3207,2011-03-15,13.4,13.6,14.6,13.0,14.0,13.8,,
3208,2011-03-16,21.2,27.8,22.4,,,11.85,,
3209,2011-03-17,5.8,9.0,5.6,10.6,10.8,11.65,,
3210,2011-03-18,0.0,0.0,0.0,0.0,0.0,13.6,,
3211,2011-03-19,0.8,0.0,0.8,0.2,0.2,11.95,,
3212,2011-03-20,0.0,0.0,0.0,0.0,0.0,9.5,252.01,9.74
3213,2011-03-21,0.0,0.0,0.0,0.0,0.0,8.0,251.99,7.6
3214,2011-03-22,0.0,0.0,0.0,0.0,0.0,11.0,251.93,7.6
3215,2011-03-23,0.0,0.0,0.0,0.0,0.0,13.7,251.88,7.6
3216,2011-03-24,0.0,0.0,0.0,0.0,0.0,15.4,251.82,7.6
3217,2011-03-25,0.0,0.0,0.0,0.0,0.0,13.1,251.73,7.6
3218,2011-03-26,0.0,0.0,0.0,0.0,0.0,12.8,251.65,7.6
3219,2011-03-27,3.4,2.6,3.4,3.2,6.2,11.65,251.54,7.6
3220,2011-03-28,,29.2,24.2,,,12.2,251.47,7.6
3221,2011-03-29,0.2,0.0,0.0,0.6,0.8,14.45,251.8,7.6
3222,2011-03-30,0.0,0.0,0.0,0.0,0.0,12.85,251.78,7.6
3223,2011-03-31,0.0,0.0,0.0,0.0,0.0,14.6,251.73,7.6
3224,2011-04-01,0.0,0.0,0.0,0.0,0.0,16.6,251.65,7.6
3225,2011-04-02,0.0,0.0,0.0,0.0,0.0,17.6,251.6,5.7
3226,2011-04-03,0.0,0.0,0.0,0.0,0.0,15.8,251.54,5.7
3227,2011-04-04,0.0,0.0,0.0,0.0,0.0,15.15,251.48,5.7
3228,2011-04-05,0.0,0.0,0.0,0.0,0.0,15.7,251.43,5.7
3229,2011-04-06,0.0,0.0,0.0,0.0,0.0,18.35,251.37,5.7
3230,2011-04-07,0.0,0.0,0.0,0.0,0.0,19.15,251.3,2.0
3231,2011-04-08,0.0,0.0,0.0,0.0,0.0,16.7,251.3,2.0
3232,2011-04-09,0.0,0.0,0.0,0.0,0.0,18.65,251.29,2.0
3233,2011-04-10,0.0,0.0,0.0,0.0,0.2,19.0,251.29,2.0
3234,2011-04-11,0.0,0.0,0.0,0.0,0.0,19.25,251.28,2.0
3235,2011-04-12,0.4,0.0,0.2,0.0,2.0,16.25,251.27,2.0
3236,2011-04-13,1.8,0.0,1.6,1.4,1.4,12.9,251.25,2.0
3237,2011-04-14,0.2,1.4,0.2,0.0,0.8,11.5,251.24,2.0
3238,2011-04-15,4.4,4.0,3.8,3.6,4.8,10.7,251.22,0.6
3239,2011-04-16,0.0,0.0,0.0,0.0,0.0,12.25,251.23,0.6
3240,2011-04-17,0.0,0.0,0.0,0.0,0.0,13.45,251.24,0.6
3241,2011-04-18,0.0,0.0,0.0,0.0,0.0,14.75,251.25,0.6
3242,2011-04-19,0.0,0.0,0.0,0.0,0.0,16.1,251.25,0.6
3243,2011-04-20,0.0,0.0,0.0,0.0,0.0,17.3,251.25,0.6
3244,2011-04-21,0.0,0.0,0.0,0.0,0.0,15.85,251.25,0.6
3245,2011-04-22,0.0,0.2,0.0,0.0,0.0,16.35,251.26,0.6
3246,2011-04-23,1.2,0.4,1.0,1.2,1.4,15.65,251.27,0.6
3247,2011-04-24,0.6,0.2,0.4,0.4,0.8,15.95,251.28,0.6
3248,2011-04-25,0.0,0.0,0.0,0.0,0.0,16.85,251.29,0.6
3249,2011-04-26,0.0,0.0,0.0,0.0,0.0,17.2,251.29,0.6
3250,2011-04-27,0.4,0.0,0.0,0.0,0.0,16.6,251.29,0.6
3251,2011-04-28,0.0,0.0,0.0,0.0,0.0,14.6,251.28,0.6
3252,2011-04-29,1.6,1.0,13.2,3.4,4.4,15.5,251.28,0.6
3253,2011-04-30,2.0,0.8,1.2,1.4,1.8,14.4,251.29,0.6
3254,2011-05-01,0.4,0.4,0.2,0.4,1.0,17.5,251.29,0.6
3255,2011-05-02,2.6,2.2,2.4,0.6,1.6,16.45,251.3,0.6
3256,2011-05-03,0.0,0.0,0.0,0.2,0.2,18.15,251.3,0.6
3257,2011-05-04,0.4,1.0,0.4,0.0,0.0,15.55,251.3,0.6
3258,2011-05-05,0.0,0.0,0.0,0.0,0.0,16.65,251.3,0.6
3259,2011-05-06,0.0,0.0,0.0,0.0,0.0,17.25,251.3,0.6
3260,2011-05-07,0.0,0.0,0.0,0.0,0.0,17.3,251.3,0.6
3261,2011-05-08,0.0,0.0,0.0,0.0,0.0,17.3,251.29,0.6
3262,2011-05-09,0.0,0.0,0.0,0.0,0.0,15.2,251.28,0.6
3263,2011-05-10,0.0,0.0,0.0,0.0,0.0,18.5,251.27,0.6
3264,2011-05-11,0.0,0.0,0.0,0.0,0.0,18.45,251.26,0.6
3265,2011-05-12,0.0,0.0,0.0,0.0,0.0,18.75,251.25,0.6
3266,2011-05-13,0.0,0.0,0.0,0.0,0.0,18.55,251.24,0.6
3267,2011-05-14,0.0,0.0,0.0,0.0,0.0,18.9,251.24,0.6
3268,2011-05-15,11.0,5.0,13.6,7.8,3.6,13.35,251.24,0.6
3269,2011-05-16,0.0,0.0,0.6,0.2,0.0,15.35,251.23,0.6
3270,2011-05-17,0.0,0.0,0.0,0.0,0.0,17.05,251.22,0.6
3271,2011-05-18,0.0,0.0,0.0,0.0,0.0,18.85,251.21,0.6
3272,2011-05-19,0.0,0.0,0.0,0.0,0.0,19.55,251.2,0.6
3273,2011-05-20,0.0,0.6,0.0,0.0,0.0,20.0,251.2,0.6
3274,2011-05-21,0.0,0.0,0.0,0.0,0.0,20.5,251.19,0.6
3275,2011-05-22,0.0,0.0,0.0,0.0,0.0,21.4,251.18,0.6
3276,2011-05-23,0.0,0.0,0.0,0.0,0.0,21.7,251.17,0.6
3277,2011-05-24,0.0,0.0,0.0,0.0,0.0,24.65,251.17,0.6
3278,2011-05-25,0.0,0.0,0.0,0.0,0.0,23.55,251.16,0.6
3279,2011-05-26,0.0,0.0,0.0,0.0,0.0,23.55,251.15,0.6
3280,2011-05-27,0.0,0.4,0.0,0.0,0.0,21.15,251.14,0.6
3281,2011-05-28,0.0,0.0,1.0,0.0,0.0,19.65,251.13,0.6
3282,2011-05-29,0.0,0.0,0.0,0.0,0.0,20.65,251.12,0.6
3283,2011-05-30,0.0,0.0,0.0,0.0,0.0,21.45,251.1,0.6
3284,2011-05-31,0.0,0.0,0.0,0.0,0.0,20.65,251.09,0.6
3285,2011-06-01,2.8,2.0,2.4,2.8,3.2,20.5,251.08,0.6
3286,2011-06-02,0.0,0.0,0.0,0.0,0.0,21.5,251.07,0.6
3287,2011-06-03,0.0,0.0,0.0,0.0,0.0,22.95,251.06,0.6
3288,2011-06-04,0.0,0.0,3.2,0.0,0.0,22.6,251.05,0.6
3289,2011-06-05,,,,,,21.0,251.04,0.6
3290,2011-06-06,0.2,14.8,0.0,0.2,0.0,20.0,251.15,0.6
3291,2011-06-07,,,,23.2,23.4,19.95,251.16,0.6
3292,2011-06-08,5.0,4.6,2.2,6.0,14.0,18.65,251.21,0.6
3293,2011-06-09,1.0,14.8,3.8,1.8,6.2,18.4,251.22,0.6
3294,2011-06-10,0.0,0.0,0.0,0.0,0.0,19.25,251.24,0.6
3295,2011-06-11,0.0,0.0,0.0,0.0,0.0,19.6,251.23,0.6
3296,2011-06-12,2.0,0.0,2.0,0.0,1.0,20.45,251.22,0.6
3297,2011-06-13,0.2,0.4,5.4,0.0,0.0,19.65,251.22,0.6
3298,2011-06-14,0.0,0.0,0.0,0.0,0.0,20.75,251.22,0.6
3299,2011-06-15,0.0,0.0,0.0,0.0,0.0,22.4,251.2,0.6
3300,2011-06-16,0.0,0.0,0.0,0.0,0.0,22.2,251.19,0.6
3301,2011-06-17,0.0,0.0,0.0,0.0,0.0,21.55,251.19,0.6
3302,2011-06-18,0.0,0.0,0.2,0.0,0.0,23.2,251.18,0.6
3303,2011-06-19,0.0,1.2,0.4,0.0,0.0,20.6,251.17,0.6
3304,2011-06-20,0.0,0.0,0.0,0.0,0.0,21.4,251.15,0.6
3305,2011-06-21,0.0,0.0,0.0,0.0,0.0,22.35,251.14,0.6
3306,2011-06-22,0.0,0.0,0.0,0.0,0.0,23.05,251.14,0.6
3307,2011-06-23,0.0,0.0,0.0,0.0,0.0,23.0,251.12,0.6
3308,2011-06-24,0.0,0.0,0.0,0.0,0.0,22.75,251.11,0.6
3309,2011-06-25,0.0,0.0,0.0,0.0,0.0,22.1,251.1,0.6
3310,2011-06-26,0.0,0.0,0.0,0.0,0.0,23.75,251.09,0.6
3311,2011-06-27,0.0,0.0,0.0,0.0,0.0,24.75,251.08,0.6
3312,2011-06-28,0.0,0.0,0.0,0.0,0.0,24.6,251.06,0.6
3313,2011-06-29,0.0,0.0,0.0,0.0,0.0,25.4,251.04,0.6
3314,2011-06-30,0.0,0.0,0.0,0.0,0.0,24.15,251.04,0.6
3315,2011-07-01,0.4,5.8,6.2,2.8,7.0,22.75,251.02,0.6
3316,2011-07-02,0.6,0.8,0.4,1.0,1.2,20.05,251.01,0.6
3317,2011-07-03,0.0,0.0,0.0,0.0,0.0,19.8,250.99,0.6
3318,2011-07-04,0.0,0.8,1.0,0.0,0.6,22.1,250.98,0.6
3319,2011-07-05,0.2,0.0,0.0,2.6,5.2,22.6,250.97,0.6
3320,2011-07-06,0.0,0.0,0.0,0.0,0.0,22.95,250.96,0.6
3321,2011-07-07,0.0,0.0,0.0,0.0,0.0,24.45,250.95,0.6
3322,2011-07-08,0.0,0.0,0.0,0.0,0.0,25.2,250.94,0.6
3323,2011-07-09,0.0,0.0,0.0,0.0,0.0,25.7,250.92,0.6
3324,2011-07-10,0.0,0.0,0.0,0.0,0.0,26.25,250.91,0.6
3325,2011-07-11,0.0,0.0,0.0,0.0,0.0,,250.89,0.94
3326,2011-07-12,0.0,0.0,0.0,0.0,0.0,,250.87,1.5
3327,2011-07-13,0.0,0.0,0.0,0.0,0.0,,250.84,1.5
3328,2011-07-14,0.0,0.0,0.0,0.0,0.0,25.15,250.81,1.5
3329,2011-07-15,0.0,0.0,0.0,0.0,0.0,22.75,250.78,1.5
3330,2011-07-16,0.0,0.0,0.0,0.0,0.0,21.6,250.75,1.5
3331,2011-07-17,0.0,0.0,0.0,0.0,0.0,22.8,250.72,1.5
3332,2011-07-18,4.0,0.4,12.2,10.2,19.4,20.7,250.7,1.5
3333,2011-07-19,3.2,13.6,3.8,6.6,7.6,20.1,250.67,1.5
3334,2011-07-20,0.2,1.4,3.2,1.4,4.6,19.35,250.66,1.5
3335,2011-07-21,0.0,0.0,0.2,0.0,0.0,19.55,250.62,1.5
3336,2011-07-22,0.0,0.0,0.0,0.0,0.0,21.75,250.6,1.5
3337,2011-07-23,0.0,0.0,0.0,0.0,0.0,20.75,250.56,1.5
3338,2011-07-24,19.2,0.0,5.6,3.2,0.0,18.4,250.53,1.5
