,Date,Rainfall_Gallicano,Rainfall_Pontetetto,Rainfall_Monte_Serra,Rainfall_Orentano,Rainfall_Borgo_a_Mozzano,Rainfall_Piaggione,Rainfall_Calavorno,Rainfall_Croce_Arcana,Rainfall_Tereglio_Coreglia_Antelminelli,Rainfall_Fabbriche_di_Vallico,Depth_to_Groundwater_LT2,Depth_to_Groundwater_SAL,Depth_to_Groundwater_PAG,Depth_to_Groundwater_CoS,Depth_to_Groundwater_DIEC,Temperature_Orentano,Temperature_Monte_Serra,Temperature_Ponte_a_Moriano,Temperature_Lucca_Orto_Botanico,Volume_POL,Volume_CC1,Volume_CC2,Volume_CSA,Volume_CSAL,Hydrometry_Monte_S_Quirico,Hydrometry_Piaggione
4430,2010-04-21,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,-13.86,-5.78,-1.78,-5.27,,14.1,9.0,13.6,15.35,-10516.66667,-15569.28,-12392.352,,,0.27,
4431,2010-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.84,-5.79,-1.83,-5.3,,14.95,10.95,15.4,16.2,-10516.66667,-15569.28,-12392.352,,,0.27,
4432,2010-04-23,4.2,8.0,,10.8,6.2,7.4,5.0,3.0,3.6,5.8,-13.83,-5.78,-1.75,-5.35,,12.95,7.85,12.55,12.95,-10516.66667,-15569.28,-12392.352,,,0.32,
4433,2010-04-24,11.6,13.8,0.4,18.6,11.0,10.6,13.0,17.4,12.8,16.8,-13.83,-5.78,-1.7,-5.38,,16.7,11.55,16.85,17.9,-10516.66667,-15569.28,-12392.352,,,0.31,
4434,2010-04-25,0.2,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,-13.86,-5.77,-1.77,-5.5,,18.3,13.35,17.4,19.25,-9990.833333,-14790.816,-11772.7344,,,0.27,
4435,2010-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.86,-5.78,-1.79,-5.53,,17.85,14.35,18.3,18.9,-10516.66667,-15569.28,-12392.352,,,0.28,
4436,2010-04-27,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-13.86,-5.79,-1.8,-5.51,,18.8,14.25,18.65,20.4,-10516.66667,-15569.28,-12392.352,,,0.29,
4437,2010-04-28,5.8,11.2,0.0,,10.6,0.2,9.0,0.4,20.0,4.6,-13.88,-5.79,-1.82,-5.53,,18.4,14.35,18.9,19.5,-10516.66667,-15569.28,-12392.352,,,0.28,
4438,2010-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.86,-5.81,-1.89,-5.48,,18.05,15.0,17.95,19.05,-10516.66667,-15569.28,-12392.352,,,0.26,
4439,2010-04-30,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-13.84,-5.83,-1.9,-5.61,,16.85,13.65,16.65,18.1,-10516.66667,-15569.28,-12392.352,,,0.25,
4440,2010-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.81,-5.81,-1.91,-5.64,,16.25,13.5,16.9,18.1,-10274.19355,-15672.96,-13443.84,,,0.25,
4441,2010-05-02,1.8,11.8,,5.4,4.2,7.0,2.4,0.2,2.8,3.4,-13.77,-5.78,-1.81,-5.41,,14.6,11.15,14.0,15.0,-9760.483871,-14889.312,-12771.648,,,0.28,
4442,2010-05-03,22.8,27.2,0.6,,23.0,26.2,18.6,5.6,18.0,29.4,-13.73,-5.77,-1.41,-5.21,,16.6,11.6,17.45,17.5,-10274.19355,-15672.96,-13443.84,,,0.38,
4443,2010-05-04,15.8,10.4,32.0,15.2,11.8,9.4,11.0,7.4,12.0,13.2,-13.71,-5.73,-1.29,-5.07,,15.55,10.75,15.9,15.9,-10274.19355,-15672.96,-13443.84,,,0.43,
4444,2010-05-05,41.0,15.6,13.6,20.0,21.4,18.6,23.2,10.0,22.2,40.0,-13.67,-5.67,-0.95,-4.95,,13.4,8.1,12.7,13.75,-10274.19355,-15672.96,-13443.84,,,0.65,
4445,2010-05-06,15.6,11.4,,15.4,18.2,26.2,19.6,3.8,15.8,18.6,-13.68,-5.6,-0.79,-4.86,,12.55,5.45,11.9,12.35,-10274.19355,-15672.96,-13443.84,,,0.66,
4446,2010-05-07,23.2,,4.6,18.0,22.6,32.4,23.4,0.0,19.0,34.8,-13.68,-5.5,,-4.72,,13.05,6.85,13.0,13.75,-10274.19355,-15672.96,-13443.84,,,0.74,
4447,2010-05-08,2.2,1.4,0.8,2.6,0.0,0.0,0.8,0.0,1.4,2.6,-13.67,-5.41,-0.85,-4.69,,14.05,7.35,13.15,14.35,-10274.19355,-15672.96,-13443.84,,,0.66,
4448,2010-05-09,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,-13.67,-5.33,-1.01,-4.71,,14.25,9.35,14.2,15.15,-9760.483871,-14889.312,-12771.648,,,0.58,
4449,2010-05-10,3.6,1.4,0.4,0.6,5.4,4.4,8.2,1.2,5.8,6.8,-13.65,-5.3,-1.11,-4.75,,17.7,11.05,17.35,18.0,-10274.19355,-15672.96,-13443.84,,,0.51,
4450,2010-05-11,18.6,5.6,8.6,3.6,6.0,9.0,13.0,12.6,13.4,24.8,-13.64,-5.29,-1.2,-4.65,,16.95,11.1,15.8,17.1,-10274.19355,-15672.96,-13443.84,,,0.57,
4451,2010-05-12,23.6,4.2,0.2,2.0,19.4,11.6,11.8,9.4,10.2,13.4,-13.63,-5.29,-1.32,-4.64,,16.9,12.0,17.25,18.85,-10274.19355,-15672.96,-13443.84,,,0.66,
4452,2010-05-13,2.8,9.0,10.6,8.0,9.2,16.8,5.0,0.6,3.2,6.8,-13.62,-5.28,-1.23,-4.63,,15.95,9.5,15.55,16.5,-10274.19355,-15672.96,-13443.84,,,0.6,
4453,2010-05-14,10.4,19.8,20.8,7.0,9.8,21.4,7.6,0.6,7.4,10.6,-13.61,-5.26,-0.86,-4.6,,15.6,9.75,15.35,16.2,-10274.19355,-15672.96,-13443.84,,,0.59,
4454,2010-05-15,4.8,16.4,20.0,14.2,3.0,6.0,2.0,14.6,1.2,2.0,-13.54,-5.21,,-4.55,,13.8,7.5,13.5,14.05,-10274.19355,-15672.96,-13443.84,,,0.57,
4455,2010-05-16,0.6,2.2,16.2,3.8,0.0,2.0,0.6,7.6,3.4,1.2,-13.59,-5.13,,-4.52,,15.0,8.25,14.6,15.7,-9760.483871,-14889.312,-12771.648,,,0.6,
4456,2010-05-17,7.8,,4.4,0.4,1.4,6.0,4.8,0.0,3.0,1.0,-13.62,-5.1,-0.78,-4.52,,15.8,9.95,15.55,16.05,-10274.19355,-15672.96,-13443.84,,,0.53,
4457,2010-05-18,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.64,-5.1,-0.97,-4.58,,15.15,11.3,16.35,16.95,-10274.19355,-15672.96,-13443.84,,,0.47,
4458,2010-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,-13.62,-5.11,-1.05,-4.64,,14.8,9.85,14.95,14.5,-10274.19355,-15672.96,-13443.84,,,0.46,
4459,2010-05-20,0.0,0.0,0.0,0.0,0.6,4.4,0.4,3.0,0.0,1.2,-13.64,-5.15,-1.19,-4.62,,16.55,11.5,15.75,16.4,-10274.19355,-15672.96,-13443.84,,,0.39,
4460,2010-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.64,-5.2,-1.3,-4.68,,17.5,14.15,18.05,18.3,-10274.19355,-15672.96,-13443.84,,,0.38,
4461,2010-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.0,-13.63,-5.24,-1.38,-4.76,,19.25,15.75,19.65,20.0,-10274.19355,-15672.96,-13443.84,,,0.31,
4462,2010-05-23,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.62,-5.26,-1.45,-4.83,,19.5,16.3,20.05,20.85,-9760.483871,-14889.312,-12771.648,,,0.31,
4463,2010-05-24,0.4,0.0,0.0,0.0,0.0,0.0,1.6,0.0,1.0,0.0,-13.6,-5.3,-1.51,-4.83,,19.65,16.4,19.65,20.3,-10274.19355,-15672.96,-13443.84,,,0.3,
4464,2010-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.61,-5.35,-1.56,-4.99,,18.5,14.15,18.2,19.25,-10274.19355,-15672.96,-13443.84,,,0.31,
4465,2010-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.59,-5.39,-1.61,-4.97,,18.45,15.35,18.15,19.25,-10274.19355,-15672.96,-13443.84,,,0.29,
4466,2010-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.58,-5.42,-1.65,-4.97,,18.1,13.1,18.25,18.3,-10274.19355,-15672.96,-13443.84,,,0.29,
4467,2010-05-28,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.6,-5.48,-1.69,-5.02,,19.55,13.95,19.0,20.05,-10274.19355,-15672.96,-13443.84,,,0.26,
4468,2010-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.61,-5.53,-1.72,-5.0,,19.4,14.7,19.15,20.2,-10274.19355,-15672.96,-13443.84,,,0.22,
4469,2010-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.58,-5.54,-1.75,-5.04,,19.95,14.2,19.05,20.5,-9760.483871,-14889.312,-12771.648,,,0.22,
4470,2010-05-31,0.0,0.4,2.6,0.2,1.0,0.2,1.2,0.2,0.2,0.8,-13.53,-5.56,-1.77,-5.03,,20.15,15.7,19.0,21.5,-10274.19355,-15672.96,-13443.84,,,0.25,
4471,2010-06-01,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,-13.56,-5.61,-1.79,-5.12,,20.2,14.95,18.5,20.25,-10856.66667,-16511.04,,,,0.23,
4472,2010-06-02,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.57,-5.61,-1.81,-5.12,,18.15,12.3,18.65,20.05,-10856.66667,-16511.04,,,,0.23,
4473,2010-06-03,0.0,12.6,0.2,21.6,6.0,0.4,0.0,0.2,0.6,0.0,-13.6,-5.57,-1.79,-5.04,,19.15,13.8,19.7,20.0,-10856.66667,-16511.04,,,,0.23,
4474,2010-06-04,0.0,0.0,0.0,0.2,0.0,0.0,0.0,3.4,0.0,0.0,-13.62,-5.67,-1.82,-5.14,,19.95,15.15,20.35,20.8,-10856.66667,-16511.04,,,,0.23,
4475,2010-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.65,-5.71,-1.87,-5.35,,21.4,18.15,21.4,22.25,-10856.66667,-16511.04,,,,0.2,
4476,2010-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.0,-13.63,-5.7,-1.9,-5.5,,21.25,17.8,20.8,22.25,-10313.83333,-15685.488,-13498.056,,,0.2,
4477,2010-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.61,-5.72,-1.92,-5.47,,20.25,16.45,20.35,22.0,-10856.66667,-16511.04,,,,0.19,
4478,2010-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.61,-5.76,-1.92,-5.72,,21.4,17.3,21.5,22.85,-10856.66667,-16511.04,,,,0.19,
4479,2010-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.62,-5.79,-1.96,-5.82,,22.9,18.8,23.3,24.05,-10856.66667,-16511.04,,,,0.18,
4480,2010-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.65,-5.83,-1.98,-5.92,,23.95,20.05,24.8,24.75,-10856.66667,-16511.04,,,,0.23,
4481,2010-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.67,-5.86,-2.02,-6.1,,23.85,19.75,24.35,24.8,-10856.66667,-16511.04,,,,0.24,
4482,2010-06-12,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.67,-5.86,-2.05,-6.17,,23.85,17.25,23.0,24.5,-10856.66667,-16511.04,,,,0.19,
4483,2010-06-13,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0,-13.66,-5.82,-2.07,-6.16,,22.15,15.55,20.6,22.95,-10313.83333,-15685.488,-13498.056,,,0.18,
4484,2010-06-14,2.0,1.2,0.2,0.2,0.0,1.0,1.6,0.6,2.0,2.2,-13.68,-5.81,-2.02,-6.19,,21.05,16.4,21.85,21.8,-10856.66667,-16511.04,,,,0.18,
4485,2010-06-15,5.4,4.2,22.8,3.4,2.0,3.0,4.6,1.6,4.6,5.4,-13.69,-5.84,-1.99,-6.26,,22.9,16.2,21.7,22.9,-10856.66667,-16511.04,,,,0.19,
4486,2010-06-16,,27.8,16.0,,37.6,,,25.0,25.0,41.2,-13.7,-5.81,-1.89,-6.19,,19.9,13.25,19.0,20.15,-10856.66667,-16511.04,,,,0.29,
4487,2010-06-17,1.4,0.2,24.0,1.6,5.2,4.6,2.4,0.8,2.6,3.0,-13.71,-5.78,-1.87,-6.16,,18.25,12.9,18.45,18.7,-10856.66667,-16511.04,,,,0.25,
4488,2010-06-18,7.6,5.6,0.2,25.0,6.8,8.4,19.6,6.6,14.0,4.8,-13.67,-5.77,-1.88,-6.14,,18.75,13.05,18.1,19.45,-10856.66667,-16511.04,,,,0.27,
4489,2010-06-19,7.6,,,11.2,27.2,,12.8,1.2,4.8,,-13.6,-5.73,-1.66,-6.1,,17.75,11.85,16.45,18.3,-10856.66667,-16511.04,,,,0.56,
4490,2010-06-20,,16.4,10.6,24.8,,,,,,,-13.55,-5.63,-1.54,-5.95,,18.75,12.15,18.3,19.75,-10313.83333,-15685.488,-13498.056,,,,
4491,2010-06-21,39.6,2.6,0.6,8.0,28.2,5.2,22.4,23.0,25.0,3.6,-13.61,-5.52,-1.55,-5.89,,18.05,11.9,17.9,19.25,-10856.66667,-16511.04,,,,0.72,
4492,2010-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,-13.66,-5.48,-1.63,-5.94,,19.65,13.3,18.9,19.2,-10856.66667,-16511.04,,,,0.53,
4493,2010-06-23,1.4,0.0,0.0,0.0,2.6,0.6,7.0,0.0,3.4,3.0,-13.68,-5.48,-1.69,-5.95,,20.75,15.6,20.2,21.15,-10856.66667,-16511.04,,,,0.46,
4494,2010-06-24,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,-13.67,-5.5,-1.72,-6.07,,21.2,15.5,20.4,21.65,-10856.66667,-16511.04,,,,0.39,
4495,2010-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.66,-5.53,-1.78,-6.11,,20.85,17.5,20.7,21.95,-10856.66667,-16511.04,,,,0.37,
4496,2010-06-26,19.2,0.0,0.0,0.0,4.0,0.0,0.6,0.0,0.4,10.8,-13.66,-5.56,-1.82,-6.07,,21.6,18.1,21.8,22.7,-10856.66667,-16511.04,,,,0.31,
4497,2010-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.4,3.2,2.6,0.0,-13.67,-5.57,-1.87,-6.01,,22.55,19.45,22.85,23.35,-10313.83333,-15685.488,-13498.056,,,0.3,
4498,2010-06-28,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,-13.68,-5.62,-1.88,-6.08,,23.65,19.85,23.6,24.65,-10856.66667,-16511.04,,,,0.3,
4499,2010-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.69,-5.69,-1.91,-6.08,,24.6,20.55,24.4,25.45,-10856.66667,-16511.04,,,,0.26,
4500,2010-06-30,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,-13.69,-5.74,-1.94,-6.14,,25.45,21.85,26.2,26.7,-10856.66667,-16511.04,,,,0.26,
4501,2010-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.68,-5.92,-1.98,-6.15,,26.65,22.45,26.4,27.2,-12087.11329,-17245.44,,,,0.27,
4502,2010-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.69,-5.84,-2.03,-6.24,,26.3,22.75,26.1,27.25,-12087.11329,-17245.44,,,,0.27,
4503,2010-07-03,2.8,0.0,0.0,0.0,0.6,1.2,0.4,0.0,1.2,18.8,-13.7,-5.83,-2.06,-6.37,,26.4,23.05,26.35,27.3,-12087.11329,-17245.44,,,,0.25,
4504,2010-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.71,-5.82,-2.09,-6.44,,25.25,20.8,24.55,26.15,-11482.75763,-16383.168,-13716.3888,,,0.24,
4505,2010-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.71,-5.84,-2.11,-6.46,,25.85,20.4,24.65,26.2,-12087.11329,-17245.44,,,,0.24,
4506,2010-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,1.6,-13.72,-5.89,-2.14,-6.54,,25.5,21.25,25.7,26.55,-12087.11329,-17245.44,,,,0.24,
4507,2010-07-07,0.0,0.0,0.0,0.0,5.0,0.0,16.6,0.0,0.0,0.0,-13.75,-5.92,-2.16,-6.54,,,21.6,26.35,,-12087.11329,-17245.44,,,,0.23,
4508,2010-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.8,-5.99,-2.22,-6.57,,26.15,21.05,26.15,,-12087.11329,-17245.44,,,,0.22,
4509,2010-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,-13.8,-6.06,-2.22,-6.63,,26.55,23.0,,,-12087.11329,-17245.44,,,,0.21,
4510,2010-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.78,-6.06,-2.24,-6.7,,,,,,-12087.11329,-17245.44,,,,0.21,
4511,2010-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.77,-6.04,-2.24,-6.73,,,23.0,,,-11482.75763,-16383.168,-13716.3888,,,0.21,
4512,2010-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.76,-6.07,-2.26,-6.72,,,22.35,,,-12087.11329,-17245.44,,,,0.22,
4513,2010-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.8,-6.1,-2.28,-6.78,,25.95,20.95,25.5,26.85,-12087.11329,-17245.44,,,,0.2,
4514,2010-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.84,-6.12,-2.31,-6.87,,,22.9,,,-12087.11329,-17245.44,,,,0.19,
4515,2010-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.85,-6.14,-2.33,-6.97,,26.8,22.95,,27.25,-12087.11329,-17245.44,,,,0.19,
4516,2010-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.87,-6.16,-2.35,-7.03,,26.7,,,,-12087.11329,-17245.44,,,,0.18,
4517,2010-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.86,-6.17,-2.38,-7.1,,25.05,21.2,25.05,26.8,-12087.11329,-17245.44,,,,0.16,
4518,2010-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.85,-6.12,-2.38,-7.12,,,21.8,25.6,,-11482.75763,-16383.168,-13716.3888,,,0.17,
4519,2010-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.85,-6.14,-2.42,-7.12,,25.6,21.4,25.6,26.9,-12087.11329,-17245.44,,,,0.17,
4520,2010-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,-13.85,-6.19,-2.45,-7.22,,25.95,21.55,26.1,27.1,-12087.11329,-17245.44,,,,0.16,
4521,2010-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.88,-6.21,-2.47,-7.31,,26.35,22.45,,27.2,-12087.11329,-17245.44,,,,0.16,
4522,2010-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.88,-6.23,-2.5,-7.42,,26.6,22.25,,,-12087.11329,-17245.44,,,,0.15,
4523,2010-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.88,-6.24,-2.51,-7.45,,26.3,20.85,25.8,27.25,-12087.11329,-17245.44,,,,0.16,
4524,2010-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.86,-6.24,-2.53,-7.52,,24.9,20.05,25.5,27.15,-12087.11329,-17245.44,,,,0.16,
4525,2010-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.86,-6.18,-2.54,-7.45,,22.65,18.65,22.85,24.1,-11482.75763,-16383.168,-13716.3888,,,0.15,
4526,2010-07-26,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.6,-13.87,-6.17,-2.55,-7.44,,21.7,16.9,21.95,23.95,-12087.11329,-17245.44,,,,0.15,
4527,2010-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.91,-6.21,-2.55,-7.5,,20.6,17.75,20.9,21.75,-12087.11329,-17245.44,,,,0.15,
4528,2010-07-28,3.0,0.0,0.0,0.0,0.0,0.4,0.8,9.6,4.8,3.8,-13.94,-6.22,-2.56,-7.6,,22.05,18.9,21.75,22.8,-12087.11329,-17245.44,,,,0.15,
4529,2010-07-29,26.6,0.2,,0.0,37.4,31.2,26.8,5.0,19.2,16.6,-13.9,,-2.27,-7.6,,20.3,14.55,19.3,19.75,-12087.11329,-17245.44,,,,0.25,
4530,2010-07-30,,,0.0,,,,,,,,-13.88,,-1.69,-7.47,,21.35,16.4,20.95,21.65,-12087.11329,-17245.44,,,,0.36,
4531,2010-07-31,0.0,0.0,0.0,0.0,0.0,0.4,1.8,0.8,0.0,0.0,-13.92,-5.72,-1.86,-7.29,,21.8,16.9,21.65,22.2,-12087.11329,-17245.44,,,,0.21,
4532,2010-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.93,-5.89,-1.94,-7.19,,22.45,18.95,22.7,23.15,-10336.6129,-15045.264,-12125.6784,,,0.18,
4533,2010-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.91,-5.93,-2.05,-7.12,,22.95,20.45,23.3,23.8,-10880.64516,-15837.12,-12763.872,,,0.17,
4534,2010-08-03,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.88,-5.98,-2.04,-7.04,,22.65,18.85,22.45,23.7,-10880.64516,-15837.12,-12763.872,,,0.16,
4535,2010-08-04,0.0,0.0,0.0,0.4,0.0,0.4,0.0,5.0,0.0,0.0,-13.86,-6.01,-2.07,-7.11,,23.35,19.2,23.5,24.55,-10880.64516,-15837.12,-12763.872,,,0.16,
4536,2010-08-05,38.6,1.2,19.0,0.0,2.4,4.0,21.6,14.6,20.6,41.2,-13.84,-5.93,-1.85,-7.03,,19.7,15.85,18.75,19.3,-10880.64516,-15837.12,-12763.872,,,0.21,
4537,2010-08-06,29.0,,0.0,19.8,20.8,14.6,25.6,8.6,35.8,23.0,-13.89,-5.93,-1.67,-7.01,,20.9,15.1,20.2,21.65,-10880.64516,-15837.12,-12763.872,,,0.25,
4538,2010-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.92,-5.92,-1.8,-7.04,,21.9,16.95,21.45,22.5,-10880.64516,-15837.12,-12763.872,,,0.19,
4539,2010-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.93,-5.89,-1.88,-7.04,,21.95,17.9,21.45,22.5,-10336.6129,-15045.264,-12125.6784,,,0.16,
4540,2010-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.92,-5.89,-1.92,-6.97,,22.3,17.1,21.85,22.7,-10880.64516,-15837.12,-12763.872,,,0.16,
4541,2010-08-10,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.9,-5.92,-1.96,-7.02,,23.65,18.5,23.4,24.9,-10880.64516,-15837.12,-12763.872,,,0.17,
4542,2010-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.9,-5.94,-1.99,-7.08,,23.95,19.05,23.6,25.3,-10880.64516,-15837.12,-12763.872,,,0.17,
4543,2010-08-12,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.89,-5.95,-2.0,-7.07,,23.3,18.75,23.25,24.6,-10880.64516,-15837.12,-12763.872,,,0.18,
4544,2010-08-13,27.6,31.2,17.8,7.0,19.6,32.0,23.2,7.2,11.6,15.0,-13.87,-5.63,-1.91,-6.93,,21.25,16.95,21.25,21.75,-10880.64516,-15837.12,-12763.872,,,0.21,
4545,2010-08-14,0.6,1.2,,14.0,1.6,1.2,1.4,4.2,1.8,1.0,-13.86,-5.79,-1.73,-6.83,,19.05,15.45,19.2,18.9,-10880.64516,-15837.12,-12763.872,,,0.27,
4546,2010-08-15,44.8,23.8,0.2,,27.6,26.4,41.0,26.0,,,-13.86,-5.81,-1.49,-6.68,,22.1,16.3,21.5,23.1,-10336.6129,-15045.264,-12125.6784,,,0.42,
4547,2010-08-16,1.4,0.0,5.4,0.0,0.2,0.2,0.6,0.2,0.4,0.0,-13.85,-5.78,-1.63,-6.59,,20.75,14.2,20.55,22.0,-10880.64516,-15837.12,-12763.872,,,0.31,
4548,2010-08-17,0.0,0.0,0.6,2.4,0.0,0.0,0.2,0.0,0.2,0.4,-13.84,-5.76,-1.74,-6.57,,19.85,15.0,20.6,21.2,-10880.64516,-15837.12,-12763.872,,,0.2,
4549,2010-08-18,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.4,-13.82,-5.77,-1.77,-6.52,,20.9,16.2,21.05,22.35,-10880.64516,-15837.12,-12763.872,,,0.21,
4550,2010-08-19,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,-13.83,-5.79,-1.81,-6.57,,23.0,18.5,22.85,24.2,-10880.64516,-15837.12,-12763.872,,,0.21,
4551,2010-08-20,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,-13.84,-5.82,-1.85,-6.63,,24.45,20.9,24.7,24.85,-10880.64516,-15837.12,-12763.872,,,0.2,
4552,2010-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-13.83,-5.84,-1.88,-6.72,,26.55,22.4,,27.1,-10880.64516,-15837.12,-12763.872,,,0.2,
4553,2010-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,-13.79,-5.84,-1.91,-6.77,,26.85,22.25,,26.95,-10336.6129,-15045.264,-12125.6784,,,0.18,
