,Date,Rainfall_Le_Croci,Rainfall_Cavallina,Rainfall_S_Agata,Rainfall_Mangona,Rainfall_S_Piero,Rainfall_Vernio,Rainfall_Stia,Rainfall_Consuma,Rainfall_Incisa,Rainfall_Montevarchi,Rainfall_S_Savino,Rainfall_Laterina,Rainfall_Bibbiena,Rainfall_Camaldoli,Temperature_Firenze,Hydrometry_Nave_di_Rosano
4388,2010-01-06,21.8,22.0,,18.4,,10.2,,,,,,,,,6.55,
4389,2010-01-07,27.2,6.2,9.2,16.4,10.6,5.2,,,16.4,,,,15.8,,8.45,
4390,2010-01-08,6.6,6.0,7.0,12.6,9.6,19.6,,,1.6,,,,6.6,,9.65,
4391,2010-01-09,11.6,16.2,13.8,16.4,15.6,26.4,,,15.6,,,,,,7.55,
4392,2010-01-10,17.4,12.6,8.2,21.0,14.0,0.0,,,8.4,,,,11.4,,6.3,
4393,2010-01-11,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,,,,0.2,,5.75,2.94
4394,2010-01-12,0.2,0.0,0.0,0.6,0.0,0.0,,,0.8,,,,0.0,,5.6,2.59
4395,2010-01-13,0.0,0.0,0.2,0.0,0.0,0.0,,,0.0,,,,0.0,,7.25,2.39
4396,2010-01-14,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,6.45,2.13
4397,2010-01-15,0.0,0.0,0.0,0.0,0.2,0.0,,,0.0,,,,0.0,,7.4,2.05
4398,2010-01-16,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,5.8,1.9
4399,2010-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,,,0.0,,4.5,1.83
4400,2010-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,,1.2,,,,2.0,,7.3,1.79
4401,2010-01-19,0.0,0.0,0.0,0.0,0.0,0.2,,,0.0,,,,0.0,,6.6,1.75
4402,2010-01-20,0.2,0.0,0.2,0.0,0.2,0.0,,,0.0,,,,0.0,,,1.79
4403,2010-01-21,0.0,0.0,0.0,0.0,0.2,0.0,,,0.2,,,,0.0,,7.0,1.82
4404,2010-01-22,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,4.55,1.6
4405,2010-01-23,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,4.8,1.65
4406,2010-01-24,0.0,0.0,0.0,0.0,0.0,0.2,,,0.0,,,,0.0,,3.85,1.54
4407,2010-01-25,0.0,0.0,0.0,0.0,0.2,0.0,,,0.2,,,,0.0,,7.2,1.59
4408,2010-01-26,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,4.75,1.6
4409,2010-01-27,0.0,0.0,0.6,0.0,0.0,0.0,,,1.4,,,,0.6,,5.0,1.49
4410,2010-01-28,0.0,0.0,0.0,0.8,0.0,0.0,,,0.0,,,,0.0,,,1.39
4411,2010-01-29,0.0,0.0,0.0,0.0,0.0,2.4,,,0.0,,,,0.0,,,1.47
4412,2010-01-30,13.8,12.2,7.6,10.2,10.6,11.0,,,14.8,,,,7.8,,7.05,1.78
4413,2010-01-31,1.6,0.8,1.6,1.4,3.4,0.0,,,3.4,,,,8.4,,3.9,1.71
4414,2010-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,,1.62
4415,2010-02-02,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,,1.79
4416,2010-02-03,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,3.95,1.61
4417,2010-02-04,2.0,0.2,1.0,0.6,2.2,1.2,,,0.8,,,,0.6,,8.95,1.53
4418,2010-02-05,3.4,2.4,1.4,2.8,1.2,,,,1.8,,,,1.8,,9.35,1.55
4419,2010-02-06,25.8,,20.8,,17.8,5.4,,,,,,,,,6.65,2.9
4420,2010-02-07,0.2,0.2,6.0,7.0,2.0,0.2,,,0.4,,,,2.6,,7.9,2.6
4421,2010-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,4.95,2.46
4422,2010-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,5.4,2.18
4423,2010-02-10,0.0,0.0,0.6,0.0,0.0,0.0,,,1.2,,,,0.6,,5.9,1.92
4424,2010-02-11,0.0,0.0,1.0,0.0,0.2,0.0,,,0.2,,,,0.6,,4.05,1.95
4425,2010-02-12,0.2,3.6,0.8,0.0,4.4,0.0,,,3.0,,,,1.2,,,2.01
4426,2010-02-13,5.6,0.0,3.2,2.6,0.0,0.2,,,0.0,,,,7.6,,4.5,1.92
4427,2010-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,5.45,2.19
4428,2010-02-15,0.2,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,7.15,2.31
4429,2010-02-16,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,,,,0.6,,8.0,1.86
4430,2010-02-17,1.2,0.0,0.2,0.2,0.6,11.8,,,2.0,,,,1.2,,11.05,1.76
4431,2010-02-18,24.8,,20.4,25.6,21.8,19.2,,,12.2,,,,15.8,,12.8,2.45
4432,2010-02-19,6.8,5.4,5.2,9.6,6.0,,,,3.2,,,,5.4,,12.25,
4433,2010-02-20,26.6,19.2,16.0,27.4,22.2,2.4,,,20.8,,,,,,8.65,
4434,2010-02-21,0.4,0.0,0.6,0.8,0.2,2.6,,,0.8,,,,1.8,,7.55,3.01
4435,2010-02-22,6.4,4.6,5.4,6.8,6.4,6.0,,,4.0,,,,4.8,,10.7,2.55
4436,2010-02-23,,22.2,21.0,21.4,,21.0,,,13.6,,,,19.0,,12.2,
4437,2010-02-24,7.6,6.0,5.8,2.4,9.8,0.4,,,1.8,,,,4.2,,12.55,
4438,2010-02-25,1.6,0.6,0.8,1.8,2.4,0.0,,,1.6,,,,1.0,,12.05,2.87
4439,2010-02-26,4.6,3.2,5.6,11.8,3.6,15.2,,,0.6,,,,1.8,,12.95,2.82
4440,2010-02-27,12.0,5.2,5.8,4.2,11.2,0.2,,,4.8,,,,5.0,,10.6,2.6
4441,2010-02-28,0.0,0.0,0.0,0.0,0.0,2.2,,,0.0,,,,0.0,,11.85,2.43
4442,2010-03-01,1.0,0.0,1.0,3.6,0.2,0.0,,,0.0,,,,0.0,,13.0,2.38
4443,2010-03-02,1.0,0.0,0.8,0.0,0.4,0.0,,,,,,,8.2,,12.5,2.32
4444,2010-03-03,0.0,0.0,0.0,0.0,0.0,18.2,,,0.0,,,,0.0,,8.55,2.11
4445,2010-03-04,,27.2,,,,17.6,,,12.2,,,,13.8,,8.25,2.66
4446,2010-03-05,0.0,0.0,0.4,0.0,0.0,0.8,,,0.0,,,,0.0,,6.7,2.51
4447,2010-03-06,0.6,0.0,0.0,1.4,0.0,0.4,,,0.0,,,,0.0,,6.25,2.37
4448,2010-03-07,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,3.4,,5.5,2.09
4449,2010-03-08,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,4.45,1.97
4450,2010-03-09,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,,1.93
4451,2010-03-10,0.0,2.4,0.0,0.0,6.6,1.6,,,2.2,,,,3.0,,5.25,1.97
4452,2010-03-11,5.2,0.4,4.2,1.4,0.2,0.2,,,0.2,,,,3.8,,4.4,2.2
4453,2010-03-12,1.2,0.0,0.6,0.0,0.8,0.6,,,1.6,,,,1.2,,5.0,2.27
4454,2010-03-13,0.4,0.0,0.2,0.6,0.0,0.0,,,2.4,,,,3.6,,7.55,2.24
4455,2010-03-14,0.0,0.0,0.0,0.0,0.2,0.2,,,0.0,,,,0.0,,7.9,2.13
4456,2010-03-15,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,10.8,2.05
4457,2010-03-16,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,8.45,2.02
4458,2010-03-17,0.0,0.0,0.0,0.0,0.0,0.0,,,0.2,,,,0.0,,9.15,1.99
4459,2010-03-18,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,10.9,1.97
4460,2010-03-19,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,11.2,1.93
4461,2010-03-20,0.0,0.0,0.2,0.0,0.2,0.8,,,0.0,,,,0.0,,10.95,1.93
4462,2010-03-21,0.0,0.0,0.0,2.6,0.0,3.2,,,0.0,,,,0.0,,15.2,1.97
4463,2010-03-22,5.0,2.6,5.8,7.2,2.8,5.6,,,0.8,,,,0.2,,15.0,1.99
4464,2010-03-23,0.4,0.2,0.0,0.0,0.4,0.2,,,0.4,,,,0.2,,14.65,1.54
4465,2010-03-24,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,14.9,1.7
4466,2010-03-25,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,14.7,1.81
4467,2010-03-26,0.2,0.0,0.2,0.4,0.0,1.0,,,0.0,,,,0.0,,15.9,1.81
4468,2010-03-27,0.2,0.0,0.2,0.8,0.0,1.0,,,0.0,,,,0.0,,14.75,1.81
4469,2010-03-28,5.2,0.0,0.0,0.2,2.6,0.0,,,0.0,,,,0.0,,13.85,1.68
4470,2010-03-29,0.2,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,15.65,1.62
4471,2010-03-30,0.8,0.0,0.2,0.6,0.2,10.0,,,0.0,,,,0.0,,14.15,1.64
4472,2010-03-31,4.0,3.6,6.6,14.4,9.8,2.8,,,12.0,,,,9.8,,13.7,1.65
4473,2010-04-01,1.2,2.6,0.8,2.0,1.6,1.2,,,0.0,,,,0.0,,12.85,1.65
4474,2010-04-02,4.6,3.4,8.4,1.2,3.0,3.0,,,1.2,,,,2.6,,11.7,1.74
4475,2010-04-03,4.8,2.6,4.2,1.2,3.4,0.0,,,0.0,,,,0.0,,12.75,1.58
4476,2010-04-04,0.0,0.0,0.0,0.0,0.0,27.2,,,0.0,,,,0.0,,10.2,1.84
4477,2010-04-05,,,,,,8.0,,,,,,,,,11.25,
4478,2010-04-06,0.2,0.0,0.2,0.4,0.2,0.2,,,0.4,,,,0.2,,11.75,2.87
4479,2010-04-07,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,14.85,2.43
4480,2010-04-08,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,15.45,2.17
4481,2010-04-09,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,15.0,1.72
4482,2010-04-10,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,15.8,1.97
4483,2010-04-11,8.4,3.2,4.2,2.8,0.8,3.2,,,3.8,,,,1.4,,9.45,1.77
4484,2010-04-12,0.6,0.4,0.4,0.2,0.2,0.0,,,8.0,,,,2.0,,12.55,2.2
4485,2010-04-13,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.4,,12.5,1.9
4486,2010-04-14,0.0,0.0,0.0,0.0,0.0,0.0,,,0.2,,,,1.4,,11.95,1.68
4487,2010-04-15,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,13.45,1.49
4488,2010-04-16,0.0,0.0,0.0,0.0,0.0,3.2,,,0.0,,,,0.0,,14.65,1.57
4489,2010-04-17,5.2,0.8,1.4,0.6,0.8,4.4,,,0.0,,,,0.0,,13.0,1.49
4490,2010-04-18,0.8,0.0,0.8,0.2,0.6,0.2,,,0.4,,,,1.8,,13.95,1.62
4491,2010-04-19,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,14.1,1.52
4492,2010-04-20,0.0,0.0,0.0,0.0,1.2,0.0,,,0.0,,,,1.8,,16.5,1.69
4493,2010-04-21,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,16.0,1.92
4494,2010-04-22,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,17.05,1.73
4495,2010-04-23,3.0,0.6,1.2,1.4,1.6,23.4,,,5.4,,,,5.4,,14.2,1.6
4496,2010-04-24,19.2,14.0,14.0,18.8,16.2,0.4,,,11.0,,,,14.0,,17.35,1.97
4497,2010-04-25,0.0,0.0,0.0,0.0,0.0,0.0,,,0.2,,,,0.2,,19.9,1.73
4498,2010-04-26,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,20.15,1.83
4499,2010-04-27,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,19.1,1.55
4500,2010-04-28,0.0,0.0,0.0,0.0,0.0,0.0,,,8.4,,,,0.0,,20.3,1.59
4501,2010-04-29,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,19.4,1.52
4502,2010-04-30,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,18.55,1.58
4503,2010-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,18.5,1.47
4504,2010-05-02,3.4,0.6,1.0,3.2,1.2,,,,0.4,,,,0.0,,16.1,1.52
4505,2010-05-03,,25.6,24.4,,,1.0,,,,,,,24.6,,18.15,2.32
4506,2010-05-04,12.6,9.4,13.6,11.8,12.0,,,,7.2,,,,6.8,,17.2,2.45
4507,2010-05-05,24.4,16.2,14.8,20.2,11.4,5.4,,,5.2,,,,11.0,,14.55,2.45
4508,2010-05-06,17.4,5.0,7.6,9.2,5.6,4.0,,,17.6,,,,7.0,,13.6,2.39
4509,2010-05-07,6.4,1.6,4.8,3.0,3.8,2.0,,,7.6,,,,11.8,,13.6,2.76
4510,2010-05-08,0.0,0.2,0.8,0.2,1.2,0.0,,,2.0,,,,1.8,,15.3,2.58
4511,2010-05-09,0.0,0.2,0.0,0.0,0.2,0.0,,,1.2,,,,0.0,,16.2,2.15
4512,2010-05-10,2.2,0.4,1.4,3.6,1.4,7.6,,,0.2,,,,0.0,,18.65,2.25
4513,2010-05-11,13.0,15.8,15.0,9.8,10.2,17.2,,,0.2,,,,1.0,,17.0,2.01
4514,2010-05-12,8.0,3.0,10.8,6.8,7.4,11.0,,,0.2,,,,6.0,,17.5,2.07
4515,2010-05-13,3.6,1.0,2.6,7.2,1.6,2.4,,,16.6,,,,16.4,,16.8,2.01
4516,2010-05-14,4.2,0.4,1.2,2.8,2.8,3.2,,,0.8,,,,0.2,,17.4,2.39
4517,2010-05-15,10.6,1.6,11.8,7.0,8.0,10.8,,,11.2,,,,15.2,,13.4,2.44
4518,2010-05-16,5.8,2.4,13.0,15.0,4.6,1.6,,,4.2,,,,3.6,,15.55,3.0
4519,2010-05-17,0.0,0.0,0.2,0.0,0.0,0.0,,,12.8,,,,0.6,,17.05,2.7
4520,2010-05-18,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,3.2,,17.3,2.52
4521,2010-05-19,0.0,0.0,0.0,0.0,0.0,0.6,,,0.0,,,,4.6,,15.45,2.39
4522,2010-05-20,13.6,0.0,0.0,0.0,0.0,0.0,,,9.8,,,,2.2,,15.65,2.26
4523,2010-05-21,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,17.4,2.0
4524,2010-05-22,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,19.9,1.77
4525,2010-05-23,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,20.45,1.61
4526,2010-05-24,0.2,3.0,0.0,0.0,0.0,0.0,,,2.0,,,,0.0,,21.15,1.61
4527,2010-05-25,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,20.4,1.54
4528,2010-05-26,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,20.4,1.58
4529,2010-05-27,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,18.95,1.57
4530,2010-05-28,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,21.1,1.61
4531,2010-05-29,0.0,0.0,0.0,0.0,0.0,0.4,,,0.0,,,,0.0,,20.9,1.56
4532,2010-05-30,0.0,0.0,0.0,0.4,0.0,0.2,,,0.0,,,,0.0,,21.2,1.37
4533,2010-05-31,1.0,0.2,0.6,0.0,0.4,0.2,,,0.0,,,,0.0,,21.1,1.4
4534,2010-06-01,0.0,0.0,0.2,0.0,0.2,0.0,,,0.2,,,,0.0,,20.0,1.39
4535,2010-06-02,0.0,0.0,0.4,1.2,0.0,0.2,,,0.0,,,,0.0,,19.4,1.39
4536,2010-06-03,11.4,11.8,,0.4,18.0,0.4,,,0.2,,,,1.6,,19.45,1.56
4537,2010-06-04,4.0,1.8,3.8,2.4,1.2,0.0,,,3.4,,,,6.0,,22.2,1.41
4538,2010-06-05,0.0,0.0,0.0,0.0,0.0,0.2,,,0.0,,,,0.0,,23.4,1.38
4539,2010-06-06,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,23.65,1.39
4540,2010-06-07,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,22.0,1.33
4541,2010-06-08,0.0,0.0,0.0,0.0,0.0,0.2,,,0.0,,,,0.0,,23.9,1.3
4542,2010-06-09,0.0,0.0,0.0,0.0,0.0,0.0,,,0.6,,,,0.0,,25.7,1.25
4543,2010-06-10,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,26.45,1.33
4544,2010-06-11,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,26.6,1.33
4545,2010-06-12,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,25.65,1.19
4546,2010-06-13,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,23.45,1.29
4547,2010-06-14,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,23.25,1.24
4548,2010-06-15,0.4,0.0,0.2,0.2,0.0,,,,0.0,,,,0.0,,24.1,1.22
4549,2010-06-16,,25.0,9.2,24.2,10.2,9.6,,,8.6,,,,6.2,,21.55,1.41
4550,2010-06-17,0.4,0.4,1.6,1.6,5.0,17.0,,,0.0,,,,0.0,,20.6,1.38
4551,2010-06-18,18.0,15.2,15.2,21.4,10.8,0.0,,,14.8,,,,13.2,,21.15,1.33
4552,2010-06-19,6.8,0.0,0.4,0.8,1.0,21.6,,,6.0,,,,6.4,,19.45,1.47
4553,2010-06-20,12.4,6.2,4.4,15.0,6.2,20.8,,,17.0,,,,13.0,,16.95,1.76
4554,2010-06-21,0.4,10.2,4.4,15.0,1.8,0.4,,,,,,,16.4,,16.8,1.88
4555,2010-06-22,0.0,0.0,0.4,0.2,0.0,0.0,,,0.0,,,,2.8,,19.65,1.44
4556,2010-06-23,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,21.1,1.42
4557,2010-06-24,0.0,0.0,0.0,0.0,0.0,0.2,,,0.0,,,,0.0,,22.35,1.32
4558,2010-06-25,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,22.95,1.2
4559,2010-06-26,0.0,0.0,0.0,0.0,0.0,0.2,,,0.0,,,,0.0,,23.65,1.31
4560,2010-06-27,3.8,10.0,2.0,0.0,12.0,0.2,,,1.8,,,,10.6,,24.1,1.18
4561,2010-06-28,0.0,0.0,0.0,0.0,0.0,0.2,,,0.0,,,,0.0,,25.15,1.26
4562,2010-06-29,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,26.1,1.3
4563,2010-06-30,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,26.75,1.16
4564,2010-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,27.15,1.26
4565,2010-07-02,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,28.0,1.12
4566,2010-07-03,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,28.35,1.21
4567,2010-07-04,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,27.35,1.1
4568,2010-07-05,0.0,0.0,0.2,0.0,0.0,0.0,,,0.0,,,,0.2,,27.3,1.1
4569,2010-07-06,0.0,0.0,0.0,0.0,0.0,0.4,,,0.0,,,,,,26.45,1.11
4570,2010-07-07,0.8,0.4,0.0,4.2,0.2,0.2,,,0.0,,,,,,27.25,1.23
4571,2010-07-08,0.0,0.0,0.0,0.0,0.0,0.2,,,0.0,,,,,,27.15,1.19
4572,2010-07-09,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,28.5,1.19
4573,2010-07-10,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,1.14
4574,2010-07-11,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,1.1
4575,2010-07-12,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,1.08
4576,2010-07-13,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,28.4,1.08
4577,2010-07-14,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,29.1,1.08
4578,2010-07-15,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,28.4,1.07
4579,2010-07-16,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,29.45,1.06
4580,2010-07-17,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,28.35,1.07
4581,2010-07-18,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,28.0,1.09
4582,2010-07-19,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,28.3,1.08
4583,2010-07-20,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,29.15,1.08
4584,2010-07-21,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,29.65,1.09
4585,2010-07-22,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,29.3,1.09
4586,2010-07-23,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,28.95,1.09
4587,2010-07-24,0.0,0.0,0.0,0.0,0.0,0.2,,,1.6,,,,,,27.05,1.06
4588,2010-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,23.95,1.06
4589,2010-07-26,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,24.1,1.06
4590,2010-07-27,0.0,0.0,0.0,0.0,0.0,3.0,,,0.0,,,,,,21.4,1.06
4591,2010-07-28,2.4,1.0,1.4,2.6,2.6,0.2,,,0.2,,,,,,22.95,1.08
4592,2010-07-29,0.0,0.0,0.0,0.0,0.0,16.0,,,0.0,,,,,,20.85,1.18
4593,2010-07-30,,,13.6,18.0,23.8,0.6,,,20.8,,,,,,21.45,1.31
4594,2010-07-31,0.0,0.0,0.0,0.0,0.0,0.0,,,0.4,,,,,,23.6,1.14
4595,2010-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,24.25,1.09
4596,2010-08-02,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,24.75,1.08
4597,2010-08-03,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,24.7,1.08
4598,2010-08-04,0.0,0.0,0.0,0.0,0.0,0.2,,,0.0,,,,,,24.85,1.1
4599,2010-08-05,0.0,0.0,0.0,0.0,1.4,27.6,,,0.0,,,,,,21.3,1.23
4600,2010-08-06,,,,,,0.2,,,14.6,,,,,,21.6,1.29
4601,2010-08-07,0.0,0.2,0.0,0.0,0.0,0.2,,,0.4,,,,,,22.85,1.15
4602,2010-08-08,0.0,0.0,0.0,0.0,0.0,0.2,,,0.0,,,,,,23.65,1.11
4603,2010-08-09,0.0,0.0,0.0,0.0,0.0,0.2,,,0.0,,,,,,23.2,1.11
4604,2010-08-10,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,25.8,1.1
4605,2010-08-11,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,26.75,1.12
4606,2010-08-12,0.0,0.0,0.0,0.0,0.0,0.2,,,0.0,,,,,,24.7,1.12
4607,2010-08-13,0.0,0.0,0.2,0.0,0.4,17.4,,,0.0,,,,,,22.25,1.17
4608,2010-08-14,14.4,13.0,,18.4,,29.6,,,14.0,,,,,,20.35,1.23
4609,2010-08-15,,,22.6,,20.6,0.6,,,14.2,,,,,,23.65,1.34
4610,2010-08-16,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,22.65,1.17
4611,2010-08-17,1.8,0.0,0.4,0.0,0.0,0.0,,,0.0,,,,,,21.05,1.13
4612,2010-08-18,0.0,0.0,0.0,0.0,0.0,0.2,,,0.0,,,,,,22.5,1.13
4613,2010-08-19,0.0,0.0,0.0,0.2,0.0,0.0,,,0.0,,,,,,24.95,1.14
4614,2010-08-20,0.0,0.0,0.0,0.0,0.0,0.2,,,0.0,,,,,,26.2,1.13
4615,2010-08-21,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,27.3,1.14
4616,2010-08-22,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,28.05,1.12
4617,2010-08-23,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,26.1,1.1
4618,2010-08-24,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,25.2,1.09
4619,2010-08-25,0.0,0.0,0.0,0.0,0.0,0.2,,,0.0,,,,,,26.05,1.09
4620,2010-08-26,0.0,0.0,0.0,0.0,0.0,0.2,,,0.0,,,,,,25.95,1.09
4621,2010-08-27,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,26.55,1.09
4622,2010-08-28,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,26.15,1.09
4623,2010-08-29,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,24.1,1.07
4624,2010-08-30,0.0,0.0,0.0,0.0,0.0,1.2,,,0.0,,,,,,21.35,1.07
4625,2010-08-31,8.4,0.4,3.0,5.4,2.2,0.2,,,0.0,,,,,,19.95,1.09
4626,2010-09-01,0.0,0.0,0.2,0.0,0.0,0.0,,,0.0,,,,,,19.6,1.1
4627,2010-09-02,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,19.8,1.1
4628,2010-09-03,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,22.15,1.1
4629,2010-09-04,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,22.85,1.08
4630,2010-09-05,0.0,0.0,0.0,0.0,0.0,0.2,,,0.0,,,,,,23.35,1.08
4631,2010-09-06,0.0,0.0,0.0,0.8,0.0,0.0,,,0.0,,,,,,22.7,1.08
4632,2010-09-07,0.0,0.0,0.0,0.0,0.0,1.4,,,0.0,,,,,,24.75,1.13
4633,2010-09-08,4.0,3.0,1.0,11.8,3.8,25.8,,,0.0,,,,,,22.5,1.27
4634,2010-09-09,18.2,22.8,15.4,22.0,19.4,0.2,,,6.8,,,,,,21.55,1.17
4635,2010-09-10,0.0,0.0,0.8,0.0,0.0,0.0,,,0.0,,,,,,19.95,1.09
4636,2010-09-11,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,21.3,1.09
4637,2010-09-12,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,20.8,1.08
4638,2010-09-13,0.0,0.0,0.0,0.0,0.0,8.6,,,0.0,,,,,,19.15,1.11
4639,2010-09-14,11.8,6.6,15.0,7.0,9.6,0.0,,,13.8,,,,,,22.0,1.18
4640,2010-09-15,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,20.6,1.11
4641,2010-09-16,0.0,0.0,0.0,0.0,0.0,0.6,,,0.0,,,,,,21.75,1.12
