,Date,Rainfall_Settefrati,Temperature_Settefrati,Flow_Rate_Madonna_di_Canneto
1512,2016-02-21,0.0,7.15,
1513,2016-02-22,0.0,9.25,
1514,2016-02-23,0.0,10.35,
1515,2016-02-24,0.0,9.45,
1516,2016-02-25,6.4,8.45,
1517,2016-02-26,13.8,7.5,
1518,2016-02-27,16.2,6.9,
1519,2016-02-28,25.7,11.85,
1520,2016-02-29,,6.05,
1521,2016-03-01,0.0,6.95,
1522,2016-03-02,0.0,7.15,
1523,2016-03-03,17.2,3.4,
1524,2016-03-04,0.2,4.6,
1525,2016-03-05,13.9,4.6,
1526,2016-03-06,0.4,7.05,
1527,2016-03-07,5.6,3.25,
1528,2016-03-08,1.6,4.25,
1529,2016-03-09,8.2,2.5,
1530,2016-03-10,4.8,3.55,
1531,2016-03-11,0.0,6.95,
1532,2016-03-12,0.2,8.55,
1533,2016-03-13,0.0,7.85,
1534,2016-03-14,0.0,8.1,
1535,2016-03-15,2.0,4.65,
1536,2016-03-16,0.0,5.8,
1537,2016-03-17,3.8,8.5,
1538,2016-03-18,0.4,8.55,
1539,2016-03-19,1.4,8.85,
1540,2016-03-20,0.0,9.2,
1541,2016-03-21,0.2,12.0,
1542,2016-03-22,1.4,14.6,
1543,2016-03-23,4.2,10.2,
1544,2016-03-24,0.2,5.3,
1545,2016-03-25,0.0,6.55,
1546,2016-03-26,0.0,8.05,
1547,2016-03-27,0.0,9.3,
1548,2016-03-28,1.6,8.2,
1549,2016-03-29,0.0,10.8,
1550,2016-03-30,0.0,12.6,
1551,2016-03-31,0.0,14.9,
1552,2016-04-01,18.0,17.2,
1553,2016-04-02,0.0,17.2,
1554,2016-04-03,0.0,15.05,
1555,2016-04-04,0.0,16.6,
1556,2016-04-05,0.0,17.3,
1557,2016-04-06,0.0,18.75,
1558,2016-04-07,0.8,17.3,
1559,2016-04-08,1.2,12.9,
1560,2016-04-09,12.8,9.3,
1561,2016-04-10,0.6,10.6,
1562,2016-04-11,0.0,11.75,
1563,2016-04-12,0.0,14.05,
1564,2016-04-13,0.0,17.1,221.1757507
1565,2016-04-14,0.0,14.5,221.1757507
1566,2016-04-15,0.0,13.0,221.1757507
1567,2016-04-16,0.0,14.6,
1568,2016-04-17,0.0,18.0,
1569,2016-04-18,0.0,18.25,
1570,2016-04-19,0.0,14.55,221.1757507
1571,2016-04-20,0.0,14.5,221.1757507
1572,2016-04-21,0.0,14.05,221.1757507
1573,2016-04-22,0.0,12.6,221.1757507
1574,2016-04-23,25.8,11.05,240.5792804
1575,2016-04-24,32.5,9.3,275.6702681
1576,2016-04-25,15.0,4.0,275.9887048
1577,2016-04-26,2.2,5.6,276.6314134
1578,2016-04-27,2.8,10.7,276.1204195
1579,2016-04-28,0.0,11.0,276.0351943
1580,2016-04-29,0.2,13.7,275.9849944
1581,2016-04-30,1.4,14.05,276.2298441
1582,2016-05-01,6.0,11.15,276.9418741
1583,2016-05-02,7.8,7.6,277.0451587
1584,2016-05-03,0.2,12.95,275.6731375
1585,2016-05-04,0.0,12.35,275.6340509
1586,2016-05-05,0.6,12.45,275.8300855
1587,2016-05-06,4.0,12.1,275.6085185
1588,2016-05-07,5.4,14.3,275.6911855
1589,2016-05-08,0.0,15.15,275.879104
1590,2016-05-09,0.0,15.7,276.1018298
1591,2016-05-10,0.0,18.05,275.9746119
1592,2016-05-11,2.6,18.05,276.0763945
1593,2016-05-12,13.3,14.75,276.1332902
1594,2016-05-13,8.4,13.3,275.9379399
1595,2016-05-14,14.5,10.6,275.994158
1596,2016-05-15,31.9,13.45,276.2410629
1597,2016-05-16,6.4,13.25,276.6321392
1598,2016-05-17,15.1,9.8,276.5574008
1599,2016-05-18,0.2,12.2,276.3624376
1600,2016-05-19,6.6,11.75,276.5078096
1601,2016-05-20,2.6,10.65,276.4787982
1602,2016-05-21,0.0,17.0,276.5038126
1603,2016-05-22,0.0,16.9,276.6522585
1604,2016-05-23,0.0,15.0,276.63242
1605,2016-05-24,0.6,12.8,278.547754
1606,2016-05-25,0.0,14.8,276.8979097
1607,2016-05-26,0.0,16.9,276.9522639
1608,2016-05-27,0.0,20.05,275.7262533
1609,2016-05-28,0.0,21.35,277.126833
1610,2016-05-29,0.0,19.8,277.2510121
1611,2016-05-30,0.0,15.95,277.3687139
1612,2016-05-31,0.0,15.75,277.1448223
1613,2016-06-01,0.0,13.85,277.1255654
1614,2016-06-02,7.2,14.05,277.045497
1615,2016-06-03,3.6,15.95,276.8969536
1616,2016-06-04,13.3,16.4,277.0327085
1617,2016-06-05,1.8,17.0,276.9569736
1618,2016-06-06,4.6,17.85,276.9506957
1619,2016-06-07,2.2,16.8,277.0819815
1620,2016-06-08,3.2,18.5,276.9707063
1621,2016-06-09,9.1,16.75,277.1542318
1622,2016-06-10,1.0,17.3,274.7996841
1623,2016-06-11,0.0,17.75,277.145346
1624,2016-06-12,9.2,16.9,277.4690453
1625,2016-06-13,16.2,15.3,276.8425041
1626,2016-06-14,0.0,17.75,276.8709918
1627,2016-06-15,0.0,17.55,
1628,2016-06-16,0.0,20.1,277.1059204
1629,2016-06-17,0.0,20.05,276.9935108
1630,2016-06-18,0.0,19.25,277.0724309
1631,2016-06-19,12.0,16.6,276.9428153
1632,2016-06-20,0.2,15.6,277.1127232
1633,2016-06-21,0.0,18.45,276.9925734
1634,2016-06-22,0.0,21.25,276.9951204
1635,2016-06-23,2.8,22.95,277.0363684
1636,2016-06-24,0.0,25.25,276.9091559
1637,2016-06-25,0.0,25.1,276.8998325
1638,2016-06-26,0.0,23.95,276.8635076
1639,2016-06-27,0.0,20.75,277.1755239
1640,2016-06-28,0.0,20.4,277.018555
1641,2016-06-29,0.0,21.15,276.998983
1642,2016-06-30,6.8,22.35,276.9656608
1643,2016-07-01,4.6,22.95,277.0872416
1644,2016-07-02,0.0,23.75,277.2163325
1645,2016-07-03,0.0,23.7,277.2061131
1646,2016-07-04,0.0,24.05,277.033899
1647,2016-07-05,1.4,23.7,277.2789493
1648,2016-07-06,15.0,22.1,277.3454921
1649,2016-07-07,0.0,23.0,277.3437279
1650,2016-07-08,0.0,24.45,277.550972
1651,2016-07-09,0.0,23.95,277.9865694
1652,2016-07-10,15.1,24.25,278.5814214
1653,2016-07-11,0.0,24.5,279.9468057
1654,2016-07-12,0.0,26.0,281.6963671
1655,2016-07-13,0.0,24.85,282.0539736
1656,2016-07-14,0.0,20.55,282.3564243
1657,2016-07-15,0.6,16.4,282.8225756
1658,2016-07-16,0.0,15.9,283.0484409
1659,2016-07-17,0.0,17.6,283.6464433
1660,2016-07-18,0.0,21.3,283.7988291
1661,2016-07-19,0.0,23.6,284.4340034
1662,2016-07-20,0.0,24.9,284.8536861
1663,2016-07-21,0.0,25.0,285.256622
1664,2016-07-22,0.0,23.95,286.0645311
1665,2016-07-23,0.0,25.8,286.4610258
1666,2016-07-24,8.4,19.45,286.9831089
1667,2016-07-25,8.4,21.5,286.8368228
1668,2016-07-26,0.2,21.25,286.7390719
1669,2016-07-27,16.3,22.8,287.2794151
1670,2016-07-28,0.6,23.4,287.6775332
1671,2016-07-29,0.0,22.6,288.6508026
1672,2016-07-30,0.0,23.7,289.1457136
1673,2016-07-31,0.0,24.6,289.4631069
1674,2016-08-01,0.0,22.9,289.0679475
1675,2016-08-02,12.7,23.0,291.4645194
1676,2016-08-03,0.0,23.0,291.8707007
1677,2016-08-04,0.0,24.0,291.8392389
1678,2016-08-05,0.0,23.65,292.9908446
1679,2016-08-06,11.7,18.25,293.8918701
1680,2016-08-07,0.0,20.25,294.4546586
1681,2016-08-08,0.2,21.2,294.5351649
1682,2016-08-09,0.0,22.2,294.6945291
1683,2016-08-10,0.0,21.8,295.1120512
1684,2016-08-11,0.2,20.9,294.946034
1685,2016-08-12,0.0,18.25,295.0102957
1686,2016-08-13,0.0,18.8,294.8348528
1687,2016-08-14,0.0,20.95,295.064108
1688,2016-08-15,0.0,22.45,295.2427033
1689,2016-08-16,0.0,23.1,295.2630961
1690,2016-08-17,2.6,21.05,295.326775
1691,2016-08-18,1.8,20.85,295.2713698
1692,2016-08-19,0.0,21.1,294.7677332
1693,2016-08-20,0.0,22.95,295.0479089
1694,2016-08-21,0.0,23.8,295.1718293
1695,2016-08-22,0.0,21.25,295.3256178
1696,2016-08-23,0.0,19.65,295.1319468
1697,2016-08-24,0.0,21.05,295.0209237
1698,2016-08-25,0.0,21.85,294.6188372
1699,2016-08-26,0.0,23.85,294.8244902
1700,2016-08-27,0.0,24.15,294.6446884
1701,2016-08-28,0.0,23.6,294.7649894
1702,2016-08-29,0.0,22.85,294.8557078
1703,2016-08-30,1.6,23.1,294.8770817
1704,2016-08-31,1.0,20.75,292.2424907
1705,2016-09-01,0.4,21.15,294.6554726
1706,2016-09-02,0.0,22.8,294.5999651
1707,2016-09-03,0.0,23.95,294.604008
1708,2016-09-04,17.5,22.7,294.6496661
1709,2016-09-05,1.6,19.95,294.4624094
1710,2016-09-06,0.0,16.9,294.0303572
1711,2016-09-07,30.1,15.25,294.2023417
1712,2016-09-08,0.2,16.95,294.2041201
1713,2016-09-09,2.4,19.3,293.2369257
1714,2016-09-10,5.2,17.15,294.0538615
1715,2016-09-11,3.0,18.35,295.5932285
1716,2016-09-12,0.0,19.05,
1717,2016-09-13,2.4,19.95,296.099689
1718,2016-09-14,1.4,20.3,293.5109205
1719,2016-09-15,0.0,19.2,294.4812448
1720,2016-09-16,25.5,19.4,290.7872657
1721,2016-09-17,1.2,16.95,283.4181
1722,2016-09-18,12.4,14.2,281.50078
1723,2016-09-19,5.9,13.85,281.3974709
1724,2016-09-20,0.0,17.15,293.8517211
1725,2016-09-21,1.4,16.2,
1726,2016-09-22,4.2,16.55,
1727,2016-09-23,0.0,15.8,
1728,2016-09-24,0.0,16.15,
1729,2016-09-25,0.0,16.7,
1730,2016-09-26,0.0,16.85,292.8889152
1731,2016-09-27,0.0,15.75,286.819351
1732,2016-09-28,0.0,16.25,284.3148841
1733,2016-09-29,0.0,16.55,279.3377616
1734,2016-09-30,0.0,16.2,274.1090697
1735,2016-10-01,0.0,16.55,269.0900348
1736,2016-10-02,30.0,14.9,266.936223
1737,2016-10-03,0.2,15.85,266.3381576
1738,2016-10-04,5.2,15.3,268.188346
1739,2016-10-05,2.6,13.65,268.7119371
1740,2016-10-06,4.8,12.55,268.2069447
1741,2016-10-07,21.6,12.15,268.0044138
1742,2016-10-08,4.2,12.8,270.4436784
1743,2016-10-09,2.6,14.6,273.7954125
1744,2016-10-10,1.0,14.05,275.1130855
1745,2016-10-11,9.3,11.25,291.8201791
1746,2016-10-12,0.0,10.05,295.7178528
1747,2016-10-13,0.0,11.45,293.8203305
1748,2016-10-14,0.0,20.15,293.9163627
1749,2016-10-15,15.5,17.6,294.0005338
1750,2016-10-16,0.0,16.1,294.3756763
1751,2016-10-17,0.0,15.7,294.5310809
1752,2016-10-18,3.2,12.15,294.782203
1753,2016-10-19,0.2,12.65,294.8405651
1754,2016-10-20,2.4,13.0,294.9407111
1755,2016-10-21,3.6,13.35,294.4893531
1756,2016-10-22,0.0,12.2,294.4864549
1757,2016-10-23,0.4,13.8,294.4642793
1758,2016-10-24,0.0,17.85,294.5531709
1759,2016-10-25,0.0,18.7,294.5955628
1760,2016-10-26,3.8,17.25,294.5312681
1761,2016-10-27,22.2,11.45,294.6022972
1762,2016-10-28,0.0,11.5,294.5021826
1763,2016-10-29,0.0,12.05,294.6166362
1764,2016-10-30,0.0,13.8,294.6042657
1765,2016-10-31,0.0,12.75,294.6192841
1766,2016-11-01,0.0,11.35,294.7167377
1767,2016-11-02,0.0,11.55,294.679629
1768,2016-11-03,7.6,12.4,295.7556422
1769,2016-11-04,0.0,12.75,296.6075439
1770,2016-11-05,0.2,11.6,296.6075439
1771,2016-11-06,,13.0,296.6075439
1772,2016-11-07,1.2,9.55,296.6075439
1773,2016-11-08,20.6,8.35,
1774,2016-11-09,3.0,7.3,
1775,2016-11-10,1.8,7.55,
1776,2016-11-11,24.4,7.3,296.6075439
1777,2016-11-12,0.4,5.2,296.6075439
1778,2016-11-13,0.0,5.95,296.6075439
1779,2016-11-14,0.4,7.25,296.6075439
1780,2016-11-15,0.0,7.75,296.6075439
1781,2016-11-16,0.0,6.75,296.6075439
1782,2016-11-17,1.0,9.45,296.6075439
1783,2016-11-18,0.2,13.45,296.6075439
1784,2016-11-19,18.7,11.3,296.6075439
1785,2016-11-20,0.0,13.3,296.6075439
1786,2016-11-21,0.0,12.7,296.6075439
1787,2016-11-22,0.0,13.2,296.6075439
1788,2016-11-23,0.0,13.2,296.6075439
1789,2016-11-24,0.2,13.0,296.6075439
1790,2016-11-25,,10.45,296.6075439
1791,2016-11-26,0.2,9.8,296.6075439
1792,2016-11-27,0.0,9.55,296.6075439
1793,2016-11-28,0.0,9.0,296.6075439
1794,2016-11-29,0.0,2.1,296.6075439
1795,2016-11-30,0.0,3.25,296.6075439
1796,2016-12-01,0.0,5.1,296.6075439
1797,2016-12-02,0.0,5.5,296.6075439
1798,2016-12-03,0.0,6.8,296.6075439
1799,2016-12-04,0.0,9.3,296.6075439
1800,2016-12-05,0.0,8.6,296.6075439
1801,2016-12-06,0.0,7.5,296.6075439
1802,2016-12-07,0.0,8.05,296.6075439
1803,2016-12-08,0.0,7.15,296.6075439
1804,2016-12-09,0.0,8.3,296.6075439
1805,2016-12-10,0.0,8.2,296.6075439
1806,2016-12-11,0.0,6.35,296.6075439
1807,2016-12-12,0.0,8.75,296.6075439
1808,2016-12-13,0.0,6.05,296.6075439
1809,2016-12-14,0.0,5.8,296.6075439
1810,2016-12-15,0.0,6.85,296.6075439
1811,2016-12-16,0.0,5.55,296.6075439
1812,2016-12-17,0.0,4.35,296.6075439
1813,2016-12-18,0.0,3.6,296.6075439
1814,2016-12-19,5.0,3.6,296.6075439
1815,2016-12-20,2.0,8.2,296.6075439
1816,2016-12-21,0.0,9.1,296.6075439
1817,2016-12-22,0.0,6.95,296.6075439
1818,2016-12-23,0.0,8.65,296.6075439
1819,2016-12-24,0.0,9.2,296.6075439
1820,2016-12-25,0.0,6.4,296.6075439
1821,2016-12-26,0.0,10.25,296.6075439
1822,2016-12-27,0.0,8.9,296.6075439
1823,2016-12-28,0.0,7.3,296.6075439
1824,2016-12-29,0.0,2.15,296.6075439
1825,2016-12-30,0.0,,296.6075439
1826,2016-12-31,0.0,2.5,296.6075439
1827,2017-01-01,0.0,3.35,296.6075439
1828,2017-01-02,0.0,3.7,296.6075439
1829,2017-01-03,15.0,4.2,296.6075439
1830,2017-01-04,0.0,4.35,296.6075439
1831,2017-01-05,6.8,1.9,296.6075439
1832,2017-01-06,0.0,,296.6075439
1833,2017-01-07,2.2,,296.6075439
1834,2017-01-08,2.0,,296.6075439
1835,2017-01-09,1.4,,296.6075439
1836,2017-01-10,0.0,,296.6075439
1837,2017-01-11,0.0,,296.6075439
1838,2017-01-12,5.8,,296.6075439
1839,2017-01-13,28.6,3.1,296.6075439
1840,2017-01-14,0.8,,296.6075439
1841,2017-01-15,0.0,,296.6075439
1842,2017-01-16,0.0,2.45,296.6075439
1843,2017-01-17,4.4,2.25,296.6075439
1844,2017-01-18,10.0,2.45,296.6075439
1845,2017-01-19,0.0,3.7,296.6075439
1846,2017-01-20,0.0,3.9,296.6075439
1847,2017-01-21,0.0,5.15,296.6075439
1848,2017-01-22,0.0,7.15,296.6075439
1849,2017-01-23,2.8,6.65,296.6075439
1850,2017-01-24,0.8,4.8,296.6075439
1851,2017-01-25,0.0,6.1,296.6075439
1852,2017-01-26,0.0,3.3,296.6075439
1853,2017-01-27,0.0,4.25,296.6075439
1854,2017-01-28,0.0,5.35,296.6075439
1855,2017-01-29,0.0,4.4,296.6075439
1856,2017-01-30,0.0,4.55,296.6075439
1857,2017-01-31,0.0,5.8,296.6075439
1858,2017-02-01,1.4,6.8,296.6075439
1859,2017-02-02,0.0,7.05,296.6075439
1860,2017-02-03,2.0,8.4,296.6075439
1861,2017-02-04,5.0,9.15,296.6075439
1862,2017-02-05,15.8,8.55,296.6075439
1863,2017-02-06,30.0,5.9,296.6075439
1864,2017-02-07,3.6,6.35,296.6075439
1865,2017-02-08,0.2,6.85,296.6075439
1866,2017-02-09,1.2,5.55,296.6075439
1867,2017-02-10,2.6,8.05,296.6075439
1868,2017-02-11,0.0,7.85,296.6075439
1869,2017-02-12,0.0,8.15,296.6075439
1870,2017-02-13,0.0,8.15,296.6075439
1871,2017-02-14,0.0,7.1,296.6075439
1872,2017-02-15,0.0,6.95,296.6075439
1873,2017-02-16,0.0,8.1,296.6075439
1874,2017-02-17,0.0,7.1,296.6075439
1875,2017-02-18,6.4,4.95,296.6075439
1876,2017-02-19,0.0,5.1,296.6075439
1877,2017-02-20,0.0,5.3,
1878,2017-02-21,0.0,5.5,294.6357144
1879,2017-02-22,0.0,6.85,293.9973594
1880,2017-02-23,0.0,8.35,294.4337821
1881,2017-02-24,3.8,8.0,294.8220141
1882,2017-02-25,2.8,9.05,294.553379
1883,2017-02-26,0.0,9.55,292.2914823
1884,2017-02-27,0.0,9.8,291.2113498
1885,2017-02-28,0.6,8.4,291.1961533
1886,2017-03-01,2.0,8.8,288.6040936
1887,2017-03-02,0.0,8.85,289.8963593
1888,2017-03-03,0.0,9.55,288.7451165
1889,2017-03-04,2.2,10.0,288.6375582
1890,2017-03-05,25.7,5.85,288.6189608
1891,2017-03-06,23.2,8.85,288.0262688
1892,2017-03-07,10.8,5.6,287.5579163
1893,2017-03-08,0.0,8.4,286.4191484
1894,2017-03-09,0.0,10.55,286.6520425
1895,2017-03-10,1.4,10.85,287.2223413
1896,2017-03-11,0.2,7.35,286.7405164
1897,2017-03-12,0.0,6.8,286.399731
1898,2017-03-13,0.0,8.7,286.5646176
1899,2017-03-14,0.0,8.65,286.721999
1900,2017-03-15,0.0,8.25,286.8243296
1901,2017-03-16,0.0,9.65,286.9755518
1902,2017-03-17,0.0,11.5,287.7310898
1903,2017-03-18,0.0,10.1,288.4987318
1904,2017-03-19,0.0,10.3,288.6876497
1905,2017-03-20,0.0,12.95,288.0903892
1906,2017-03-21,0.0,13.05,287.5985477
1907,2017-03-22,0.0,13.5,287.1178523
1908,2017-03-23,0.0,13.1,287.096405
1909,2017-03-24,0.0,14.65,287.2597449
1910,2017-03-25,0.0,15.5,287.2629576
1911,2017-03-26,2.4,12.05,287.231903
1912,2017-03-27,8.2,7.35,228.3064201
1913,2017-03-28,0.0,8.55,286.7941969
1914,2017-03-29,0.0,11.55,286.2979825
1915,2017-03-30,0.0,14.65,284.8807108
1916,2017-03-31,0.0,15.2,286.3353148
1917,2017-04-01,0.0,13.6,286.4176215
1918,2017-04-02,5.2,11.45,286.4550274
1919,2017-04-03,12.0,9.55,285.9679685
1920,2017-04-04,2.4,11.6,286.0038407
1921,2017-04-05,14.5,11.75,286.3253924
1922,2017-04-06,12.4,10.7,286.4090661
1923,2017-04-07,0.0,10.55,286.4779599
1924,2017-04-08,0.0,12.9,
1925,2017-04-09,0.0,14.3,
1926,2017-04-10,0.0,14.85,
1927,2017-04-11,5.6,14.25,286.7788145
1928,2017-04-12,0.6,13.95,286.5581728
1929,2017-04-13,0.2,13.75,286.7820897
1930,2017-04-14,0.0,13.55,286.9291191
1931,2017-04-15,0.0,13.25,287.0298257
1932,2017-04-16,2.0,13.95,287.1842157
1933,2017-04-17,1.0,13.45,286.9272408
1934,2017-04-18,3.0,9.95,286.5719101
1935,2017-04-19,1.4,4.75,286.3109447
1936,2017-04-20,0.0,4.55,286.2038549
1937,2017-04-21,0.0,5.1,286.4562949
1938,2017-04-22,0.0,7.55,286.5600502
1939,2017-04-23,0.0,10.7,284.8843918
1940,2017-04-24,0.0,11.1,285.1916656
1941,2017-04-25,0.0,12.1,285.1545672
1942,2017-04-26,0.0,12.55,285.7000854
1943,2017-04-27,10.4,12.75,285.1102184
1944,2017-04-28,,9.45,284.6511823
1945,2017-04-29,2.4,11.6,284.4912565
1946,2017-04-30,0.0,11.7,284.5599713
1947,2017-05-01,0.0,11.95,284.6909107
1948,2017-05-02,0.0,13.6,284.4700232
1949,2017-05-03,3.4,13.25,284.4801366
1950,2017-05-04,0.0,13.75,284.8436189
1951,2017-05-05,0.4,15.4,284.7121872
1952,2017-05-06,0.8,14.55,283.6812059
1953,2017-05-07,1.6,12.6,284.9365926
1954,2017-05-08,,11.85,284.8356846
1955,2017-05-09,25.7,11.55,284.7405973
1956,2017-05-10,0.0,13.65,284.1667391
1957,2017-05-11,0.2,16.85,282.0025983
1958,2017-05-12,0.2,19.05,282.0004384
1959,2017-05-13,0.0,17.35,282.2620847
1960,2017-05-14,0.0,16.7,283.2068881
1961,2017-05-15,16.4,17.1,283.1913106
1962,2017-05-16,0.0,16.3,281.3795277
1963,2017-05-17,0.0,17.6,284.6136579
1964,2017-05-18,0.0,17.95,286.807341
1965,2017-05-19,0.0,18.15,282.6753369
1966,2017-05-20,15.3,14.15,283.5875968
1967,2017-05-21,0.2,12.25,285.533332
1968,2017-05-22,0.0,16.4,286.385509
1969,2017-05-23,32.4,17.4,286.6528776
1970,2017-05-24,0.2,17.5,286.4237583
1971,2017-05-25,4.0,16.2,286.626628
1972,2017-05-26,0.0,15.2,285.6512042
1973,2017-05-27,0.0,16.35,286.6524543
1974,2017-05-28,0.0,18.35,287.0288509
1975,2017-05-29,0.0,18.15,286.0659397
1976,2017-05-30,0.0,19.1,286.8284478
1977,2017-05-31,0.0,19.75,286.9017084
1978,2017-06-01,0.0,19.95,286.8994982
1979,2017-06-02,0.0,19.05,286.8279301
1980,2017-06-03,0.0,19.6,286.9073408
1981,2017-06-04,0.0,20.35,286.8792179
1982,2017-06-05,0.0,20.95,286.2812319
1983,2017-06-06,2.0,18.3,285.5820478
1984,2017-06-07,0.0,18.45,286.3643435
1985,2017-06-08,0.0,19.65,286.8675473
1986,2017-06-09,0.0,20.15,286.3751004
1987,2017-06-10,0.4,21.2,286.3869403
1988,2017-06-11,0.0,21.2,286.292739
1989,2017-06-12,0.0,20.85,285.3902438
1990,2017-06-13,0.0,22.8,285.6013106
1991,2017-06-14,0.0,23.05,287.1723989
1992,2017-06-15,0.0,23.45,287.7770801
1993,2017-06-16,0.0,23.4,288.3820554
1994,2017-06-17,19.6,22.05,289.0467915
1995,2017-06-18,0.0,18.95,286.2061508
1996,2017-06-19,0.0,19.6,289.3061664
1997,2017-06-20,0.0,21.9,289.9236996
1998,2017-06-21,0.0,22.4,290.5236353
1999,2017-06-22,15.2,23.3,290.9879992
2000,2017-06-23,0.0,23.1,291.287717
2001,2017-06-24,0.0,23.2,291.6549225
2002,2017-06-25,0.0,23.85,292.2848459
2003,2017-06-26,1.6,23.6,292.9121432
2004,2017-06-27,0.0,24.4,293.5574946
2005,2017-06-28,0.6,23.1,292.9867285
2006,2017-06-29,0.4,22.2,294.439253
2007,2017-06-30,0.0,22.1,293.4865359
2008,2017-07-01,0.4,19.6,295.2287558
2009,2017-07-02,11.0,19.1,294.3056068
2010,2017-07-03,0.0,19.1,294.4049237
2011,2017-07-04,0.0,21.85,295.6234193
2012,2017-07-05,0.0,24.3,295.7802416
2013,2017-07-06,0.0,25.2,295.7118199
2014,2017-07-07,0.0,25.9,295.8198748
2015,2017-07-08,0.0,25.85,294.5402742
2016,2017-07-09,0.0,,294.6120884
2017,2017-07-10,0.0,,295.4342903
2018,2017-07-11,0.0,25.55,293.061802
2019,2017-07-12,0.0,26.0,295.5889382
2020,2017-07-13,0.0,26.0,295.6714632
2021,2017-07-14,31.0,23.85,295.5815736
2022,2017-07-15,24.4,21.65,295.654385
2023,2017-07-16,0.2,19.35,294.8660635
2024,2017-07-17,0.0,20.2,295.3509172
2025,2017-07-18,0.0,21.55,295.5021917
2026,2017-07-19,0.0,23.05,295.5510162
2027,2017-07-20,0.0,23.4,295.4842514
2028,2017-07-21,0.0,25.3,294.6025575
2029,2017-07-22,0.0,24.9,282.3087938
2030,2017-07-23,0.0,24.8,295.507095
2031,2017-07-24,0.0,23.95,295.5224008
2032,2017-07-25,6.6,20.25,295.4739713
2033,2017-07-26,1.2,19.15,295.4049869
2034,2017-07-27,0.0,19.95,295.4620642
2035,2017-07-28,0.0,21.65,295.6943411
2036,2017-07-29,0.0,23.0,295.2042661
2037,2017-07-30,0.0,25.2,295.2317944
2038,2017-07-31,0.2,,295.2068845
2039,2017-08-01,0.0,,295.1331078
2040,2017-08-02,0.0,,293.9302794
2041,2017-08-03,0.0,,290.9154834
2042,2017-08-04,0.0,,283.0075508
2043,2017-08-05,0.0,,279.5458599
2044,2017-08-06,0.0,,279.8957451
2045,2017-08-07,0.0,,279.7595772
2046,2017-08-08,0.0,,277.8994841
2047,2017-08-09,0.0,,277.0360834
2048,2017-08-10,0.0,,274.3462127
2049,2017-08-11,0.0,21.55,267.7377837
2050,2017-08-12,13.8,18.3,264.2501785
2051,2017-08-13,0.0,20.5,262.9659385
2052,2017-08-14,0.0,22.3,258.2781131
2053,2017-08-15,0.0,24.45,253.5163356
2054,2017-08-16,0.0,25.5,250.2996651
2055,2017-08-17,0.0,,243.9294081
2056,2017-08-18,0.0,,238.4788856
2057,2017-08-19,0.0,,236.29466
2058,2017-08-20,0.0,24.05,235.6796515
2059,2017-08-21,0.0,22.1,232.925275
2060,2017-08-22,0.0,20.5,229.5237129
2061,2017-08-23,0.0,21.85,226.5963731
2062,2017-08-24,0.0,24.05,224.7165013
2063,2017-08-25,0.0,25.6,221.4396477
2064,2017-08-26,0.0,,218.5505516
2065,2017-08-27,0.0,,216.0797671
2066,2017-08-28,0.0,,214.7309782
2067,2017-08-29,0.0,25.55,214.7884687
2068,2017-08-30,0.0,23.6,215.1568446
2069,2017-08-31,0.0,24.95,215.0094137
2070,2017-09-01,14.3,22.4,213.8891335
2071,2017-09-02,1.6,17.4,213.1538985
2072,2017-09-03,4.4,14.75,212.3904338
2073,2017-09-04,0.0,17.05,211.4447939
2074,2017-09-05,0.0,18.9,210.179778
2075,2017-09-06,0.0,19.7,208.0344701
2076,2017-09-07,0.0,19.05,205.6504871
2077,2017-09-08,0.0,18.9,
2078,2017-09-09,0.0,18.9,
2079,2017-09-10,,18.4,
2080,2017-09-11,,15.1,
2081,2017-09-12,0.4,17.4,226.2879877
2082,2017-09-13,0.0,16.7,226.6333135
2083,2017-09-14,0.0,16.3,277.0259161
2084,2017-09-15,0.0,18.85,295.1912375
2085,2017-09-16,18.5,18.6,295.3685273
2086,2017-09-17,6.1,16.15,295.4254199
2087,2017-09-18,0.0,14.7,295.3121914
2088,2017-09-19,6.8,15.1,295.2307668
2089,2017-09-20,0.0,12.3,294.7356512
2090,2017-09-21,0.0,13.3,295.4362748
2091,2017-09-22,0.0,14.75,295.4287785
2092,2017-09-23,0.0,15.55,295.4936659
2093,2017-09-24,0.0,15.1,295.6846599
2094,2017-09-25,10.9,15.55,
2095,2017-09-26,0.2,14.7,
2096,2017-09-27,0.0,16.1,293.180223
2097,2017-09-28,0.0,16.25,283.4949026
2098,2017-09-29,0.0,15.75,276.621375
2099,2017-09-30,0.0,14.7,272.0087977
2100,2017-10-01,0.4,15.3,268.876855
2101,2017-10-02,3.8,16.4,267.9028469
2102,2017-10-03,0.0,15.75,260.1447579
2103,2017-10-04,0.0,17.65,253.2624411
2104,2017-10-05,0.0,17.5,247.0525727
2105,2017-10-06,1.6,15.05,241.5658211
2106,2017-10-07,0.2,10.25,238.459451
2107,2017-10-08,0.0,10.8,238.1181244
2108,2017-10-09,0.0,13.15,236.1307907
2109,2017-10-10,8.6,15.45,233.2128962
2110,2017-10-11,0.0,14.8,230.6181642
2111,2017-10-12,0.0,15.45,222.6385603
2112,2017-10-13,0.0,15.5,221.109459
2113,2017-10-14,0.0,16.9,217.321754
2114,2017-10-15,0.0,18.6,214.98615
