,Date,Rainfall_Bastia_Umbra,Depth_to_Groundwater_P24,Depth_to_Groundwater_P25,Temperature_Bastia_Umbra,Temperature_Petrignano,Volume_C10_Petrignano,Hydrometry_Fiume_Chiascio_Petrignano
2956,2014-04-17,0.0,,,9.2,8.4,-25862.976,2.2
2957,2014-04-18,0.0,,,12.7,11.8,-28885.248,2.3
2958,2014-04-19,6.7,,,11.5,10.5,-27472.608,2.5
2959,2014-04-20,0.5,,,12.4,11.4,-25183.008,2.5
2960,2014-04-21,0.0,,,16.3,15.3,-24906.528,2.5
2961,2014-04-22,0.0,,,17.6,17.0,-26695.008,2.5
2962,2014-04-23,0.0,,,16.6,16.1,-26420.256,2.5
2963,2014-04-24,0.0,,,15.3,14.8,-27038.016,2.7
2964,2014-04-25,2.5,,,16.5,15.7,-27427.68,2.8
2965,2014-04-26,0.1,,,17.0,16.2,-26551.584,2.8
2966,2014-04-27,7.8,,,14.3,13.3,-24432.192,2.7
2967,2014-04-28,1.8,,,12.3,11.6,-24573.024,2.7
2968,2014-04-29,0.1,,,12.8,11.9,-25180.416,2.7
2969,2014-04-30,1.9,,,14.4,13.1,-26776.224,2.8
2970,2014-05-01,0.1,,,13.7,12.9,-25872.48,3.2
2971,2014-05-02,8.2,,,14.1,12.9,-25136.352,3.3
2972,2014-05-03,14.3,,,12.1,11.3,-25709.184,3.2
2973,2014-05-04,0.0,,,12.1,11.3,-25492.32,3.2
2974,2014-05-05,0.0,,,14.5,13.2,-28576.8,
2975,2014-05-06,0.0,,,16.0,14.9,-27825.12,3.1
2976,2014-05-07,0.0,,,16.1,14.8,-27918.432,2.8
2977,2014-05-08,0.0,,,17.5,16.6,-27018.144,2.8
2978,2014-05-09,0.0,,,17.8,16.6,-28054.944,2.8
2979,2014-05-10,0.0,,,19.7,18.4,-29706.912,2.9
2980,2014-05-11,0.0,,,19.4,17.9,-27263.52,3.0
2981,2014-05-12,0.0,,,18.8,17.4,-27076.032,3.0
2982,2014-05-13,,,,14.8,13.4,-27909.792,3.0
2983,2014-05-14,2.5,,,14.9,14.0,-27449.28,3.0
2984,2014-05-15,0.0,,,13.6,12.8,-27246.24,2.9
2985,2014-05-16,0.0,,,14.7,13.9,-28182.816,2.8
2986,2014-05-17,1.7,,,16.7,15.8,-28499.904,2.5
2987,2014-05-18,0.0,,,17.1,15.4,-27670.464,2.4
2988,2014-05-19,0.0,,,16.1,15.3,-28043.712,2.4
2989,2014-05-20,0.0,,,19.6,18.9,-27478.656,2.4
2990,2014-05-21,0.0,,,21.4,20.2,-26568.0,2.8
2991,2014-05-22,0.0,,,22.6,21.3,-27583.2,2.9
2992,2014-05-23,0.2,,,19.9,19.0,-26165.376,2.8
2993,2014-05-24,0.0,,,21.0,19.8,-28638.144,2.5
2994,2014-05-25,14.7,,,18.9,17.6,-27578.016,2.4
2995,2014-05-26,6.4,,,20.6,19.2,-25242.624,2.4
2996,2014-05-27,13.3,,,17.1,16.2,-28772.928,2.4
2997,2014-05-28,0.4,,,17.2,16.0,-27854.496,2.4
2998,2014-05-29,0.0,,,18.0,16.6,-30227.904,2.4
2999,2014-05-30,0.1,,,17.6,16.0,-29099.52,2.4
3000,2014-05-31,3.2,,,15.3,14.5,-28740.96,2.4
3001,2014-06-01,0.0,,,16.7,15.7,-27648.864,2.6
3002,2014-06-02,0.0,,,18.4,17.8,-27732.672,2.7
3003,2014-06-03,0.0,,,19.4,18.5,-29173.824,2.7
3004,2014-06-04,0.0,,,20.1,18.6,-29226.528,2.7
3005,2014-06-05,0.0,,,21.8,19.9,-25947.648,2.7
3006,2014-06-06,0.0,-20.6,,22.8,20.7,-28475.712,2.7
3007,2014-06-07,0.0,-20.66,,25.0,23.5,-29610.144,2.7
3008,2014-06-08,0.0,-20.78,,25.6,24.2,-30704.832,2.5
3009,2014-06-09,0.0,-20.68,,25.6,24.2,-27598.752,2.3
3010,2014-06-10,0.0,-20.75,,26.3,25.0,-28524.96,2.3
3011,2014-06-11,0.0,-20.8,,27.0,25.7,-27727.488,2.3
3012,2014-06-12,0.0,-20.91,,26.2,25.0,-28003.104,2.3
3013,2014-06-13,0.0,-20.7,,24.3,23.0,-25922.592,2.3
3014,2014-06-14,0.0,-20.6,,22.5,21.8,-24915.168,2.6
3015,2014-06-15,5.5,,,19.0,18.5,,2.6
3016,2014-06-16,16.0,,,17.3,17.3,-23234.688,2.5
3017,2014-06-17,1.2,,,19.2,18.5,-23373.792,2.4
3018,2014-06-18,0.2,,,19.8,19.1,-22991.904,2.3
3019,2014-06-19,0.5,,,19.6,18.6,-24780.384,2.3
3020,2014-06-20,0.0,,,21.5,19.9,-24439.104,2.3
3021,2014-06-21,0.0,-20.68,,23.0,21.6,-27218.592,2.3
3022,2014-06-22,0.0,-20.94,,24.6,22.7,-27293.76,2.3
3023,2014-06-23,0.0,-21.02,,24.6,22.8,-28467.936,2.3
3024,2014-06-24,0.0,-20.99,,24.7,23.0,-27002.592,2.3
3025,2014-06-25,0.0,-20.89,,23.6,22.2,-27618.624,2.3
3026,2014-06-26,0.6,-20.86,,21.8,20.1,-25011.072,2.3
3027,2014-06-27,0.1,-20.83,,23.6,22.3,-25231.392,2.3
3028,2014-06-28,0.0,-21.23,,24.7,23.0,-29498.688,2.3
3029,2014-06-29,0.0,-21.16,,24.7,23.0,-28536.192,2.3
3030,2014-06-30,15.7,-21.15,,22.2,20.9,-27583.2,2.4
3031,2014-07-01,0.0,-21.03,,22.4,21.2,-26939.52,2.5
3032,2014-07-02,0.0,-21.17,,24.0,22.6,-29410.56,2.7
3033,2014-07-03,0.0,-21.27,,24.5,23.4,-28924.128,2.7
3034,2014-07-04,0.0,-21.33,,26.6,26.1,-28848.96,2.5
3035,2014-07-05,0.0,-21.4,-20.24,25.9,25.1,-29113.344,2.3
3036,2014-07-06,0.0,-21.36,-20.27,25.7,24.2,-27885.6,2.3
3037,2014-07-07,0.0,-21.45,-20.31,26.1,24.3,-28898.208,2.3
3038,2014-07-08,1.3,-21.22,,23.6,22.1,-25094.88,2.3
3039,2014-07-09,0.0,-21.16,,22.1,20.7,-24738.048,2.3
3040,2014-07-10,9.0,-20.88,,18.0,16.2,-22211.712,2.6
3041,2014-07-11,1.3,-20.94,,18.6,17.4,-24156.576,2.4
3042,2014-07-12,0.0,-21.16,-20.23,21.8,20.0,-26625.888,2.4
3043,2014-07-13,13.3,-21.17,-20.24,21.7,20.1,-26182.656,2.4
3044,2014-07-14,11.4,-21.02,,19.8,18.5,-24119.424,2.4
3045,2014-07-15,0.0,-20.98,,21.8,21.2,-25799.904,2.4
3046,2014-07-16,0.0,-21.17,-20.23,25.2,24.1,-27690.336,2.4
3047,2014-07-17,0.0,-21.32,-20.32,25.4,24.4,-30278.88,2.3
3048,2014-07-18,0.0,-21.4,-20.38,25.6,24.6,-31295.808,2.5
3049,2014-07-19,0.0,-21.49,-20.44,26.5,25.0,-31334.688,2.7
3050,2014-07-20,0.0,-21.51,-20.46,27.9,26.0,-30579.552,2.7
3051,2014-07-21,4.8,-21.4,-20.38,22.5,21.4,-24608.448,2.7
3052,2014-07-22,0.0,-21.11,-20.27,22.9,21.8,-24248.16,2.7
3053,2014-07-23,0.0,-21.17,-20.31,24.4,23.4,-27088.128,2.5
3054,2014-07-24,6.9,-21.13,-20.35,21.7,20.2,-25012.8,2.4
3055,2014-07-25,0.0,-21.07,-20.36,24.7,23.2,-25971.84,2.5
3056,2014-07-26,13.0,-21.12,-20.33,23.3,21.8,-26133.408,2.5
3057,2014-07-27,0.2,-20.7,-20.23,22.1,21.1,-22559.904,2.4
3058,2014-07-28,0.5,-21.11,-20.34,24.2,22.3,-25954.56,2.4
3059,2014-07-29,,-21.14,-20.3,21.5,20.6,-23279.616,2.9
3060,2014-07-30,13.3,-21.28,-20.33,19.1,18.2,-24814.944,3.3
3061,2014-07-31,0.0,-20.97,-20.34,22.1,21.1,-24001.056,
3062,2014-08-01,0.0,-21.34,-20.39,24.7,23.0,-27056.16,3.2
3063,2014-08-02,0.0,-21.37,-20.42,27.2,24.2,-26378.784,3.0
3064,2014-08-03,16.4,-21.26,-20.41,24.7,22.1,-24192.0,2.9
3065,2014-08-04,0.0,-21.33,-20.41,24.3,23.0,-26571.456,2.9
3066,2014-08-05,8.8,-21.42,-20.42,22.8,21.4,-25485.408,2.7
3067,2014-08-06,0.0,-21.16,-20.38,22.5,21.7,-23729.76,2.6
3068,2014-08-07,0.0,-21.19,-20.4,23.0,,-25617.6,2.6
3069,2014-08-08,0.0,-21.5,-20.49,25.0,,-28305.504,2.5
3070,2014-08-09,0.0,-21.55,-20.55,25.8,24.1,-29223.072,2.6
3071,2014-08-10,0.0,-21.48,-20.54,26.7,25.0,-27955.584,2.6
3072,2014-08-11,0.0,-21.65,-20.58,26.3,24.9,-30439.584,2.5
3073,2014-08-12,0.0,-21.63,-20.6,26.1,24.4,-30806.784,2.5
3074,2014-08-13,0.0,-21.69,-20.62,27.2,25.8,-30970.08,2.5
3075,2014-08-14,9.5,-21.71,-20.65,23.0,22.2,-29141.856,2.6
3076,2014-08-15,0.0,-21.42,-20.57,21.4,19.7,-25143.264,2.8
3077,2014-08-16,0.0,-21.64,-20.62,20.1,19.0,-28753.056,2.7
3078,2014-08-17,0.0,-21.61,-20.62,20.7,19.8,-27325.728,2.7
3079,2014-08-18,0.0,-21.68,-20.64,21.3,20.0,-29579.04,2.6
3080,2014-08-19,0.0,-21.74,-20.69,22.4,20.9,-30913.056,2.5
3081,2014-08-20,0.0,-21.7,-20.67,24.8,23.2,-28331.424,2.5
3082,2014-08-21,0.0,-21.59,-20.67,25.7,24.0,-28367.712,2.5
3083,2014-08-22,0.0,-21.76,-20.75,23.8,22.1,-31838.4,2.4
3084,2014-08-23,,-21.86,-20.76,20.6,19.3,-30685.824,2.5
3085,2014-08-24,0.1,-21.47,-20.67,21.4,20.0,-25795.584,2.5
3086,2014-08-25,0.0,-21.5,-20.65,22.4,21.0,-25595.136,2.4
3087,2014-08-26,0.0,-21.49,-20.63,22.8,21.0,-25252.128,2.4
3088,2014-08-27,0.0,-21.55,-20.63,25.7,23.6,-25232.256,2.4
3089,2014-08-28,0.0,-21.61,-20.66,23.6,22.4,-27209.088,2.4
3090,2014-08-29,0.0,-21.77,-20.74,23.7,23.5,-29481.408,2.4
3091,2014-08-30,0.0,-21.88,-20.8,25.0,23.2,-31077.216,2.4
3092,2014-08-31,0.0,-21.72,-20.77,24.9,23.3,-28165.536,2.4
3093,2014-09-01,13.6,-21.59,-20.67,17.6,17.2,-25055.136,2.5
3094,2014-09-02,0.0,-21.68,-20.7,19.2,18.5,-26309.664,2.5
3095,2014-09-03,0.1,-21.72,-20.74,18.5,17.8,-26990.496,2.5
3096,2014-09-04,0.0,-21.57,-20.71,21.3,20.6,-26235.36,2.9
3097,2014-09-05,0.0,-21.79,-20.79,21.6,20.8,-29275.776,3.2
3098,2014-09-06,0.0,-21.75,-20.77,22.0,20.7,-28218.24,2.8
3099,2014-09-07,0.0,-21.64,-20.79,21.7,20.5,-27850.176,2.5
3100,2014-09-08,0.0,-21.62,-20.8,22.8,21.6,-27624.672,2.5
3101,2014-09-09,0.0,-21.81,-20.86,23.9,22.7,-28969.92,2.5
3102,2014-09-10,,-21.92,-20.89,19.9,19.1,-28628.64,2.5
3103,2014-09-11,,-21.72,-20.8,19.7,18.0,-25917.408,2.6
3104,2014-09-12,15.4,-21.77,-20.8,15.2,14.1,-26174.88,2.7
3105,2014-09-13,0.1,-21.75,-20.85,17.4,15.8,-27831.168,2.9
3106,2014-09-14,0.0,-21.74,-20.84,20.4,18.4,-25651.296,3.0
3107,2014-09-15,0.0,-21.72,-20.86,20.6,18.6,-26457.408,3.0
3108,2014-09-16,0.0,-21.87,-20.85,21.3,19.6,-27796.608,3.0
3109,2014-09-17,0.0,-21.88,-20.87,20.9,19.4,-27454.464,2.9
3110,2014-09-18,0.0,-21.87,-20.89,22.1,20.0,-27615.168,2.7
3111,2014-09-19,0.0,-22.12,-20.99,24.3,22.3,-31373.568,2.6
3112,2014-09-20,0.6,-21.9,-20.92,27.2,23.6,-25887.168,2.6
3113,2014-09-21,0.0,-21.85,-20.87,24.7,22.4,-25631.424,2.5
3114,2014-09-22,0.0,-21.83,-20.84,23.0,20.2,-27082.944,2.6
3115,2014-09-23,0.0,-21.86,-20.89,19.0,17.1,-26325.216,2.7
3116,2014-09-24,1.6,-21.94,-20.94,14.6,13.3,-25762.752,2.6
3117,2014-09-25,2.7,-21.83,-20.9,18.5,17.5,-25284.96,2.5
3118,2014-09-26,0.0,-21.81,-20.9,18.3,16.9,-24724.224,2.5
3119,2014-09-27,0.0,-22.03,-21.0,17.2,17.4,-28346.112,2.4
3120,2014-09-28,0.0,-22.03,-21.02,17.8,18.2,-26165.376,2.4
3121,2014-09-29,0.0,-21.96,-20.99,18.0,17.7,-26180.928,2.4
3122,2014-09-30,0.0,-21.88,-20.98,18.5,18.0,-25810.272,2.4
3123,2014-10-01,5.1,-22.02,-20.99,18.3,17.4,-25497.504,2.5
3124,2014-10-02,0.0,-21.74,-20.93,18.8,18.1,-24498.72,2.5
3125,2014-10-03,0.0,-21.89,-20.94,19.1,18.6,-26032.32,2.5
3126,2014-10-04,0.0,-21.99,-20.98,17.5,18.6,-27749.952,2.5
3127,2014-10-05,0.0,-21.96,-20.95,17.1,18.0,-24344.928,2.5
3128,2014-10-06,0.0,-21.92,-20.96,17.2,17.0,-25609.824,2.5
3129,2014-10-07,0.0,-21.99,-21.02,17.7,16.9,-26076.384,2.5
3130,2014-10-08,0.0,-21.99,-21.03,19.5,18.4,-25989.984,2.5
3131,2014-10-09,0.0,-22.09,-21.08,19.1,18.6,-26658.72,2.5
3132,2014-10-10,0.0,-22.04,-21.06,20.0,19.1,-26170.56,2.5
3133,2014-10-11,0.0,-22.16,-21.11,19.3,18.5,-28159.488,2.5
3134,2014-10-12,0.0,-22.01,-21.08,20.9,20.3,-25622.784,2.5
3135,2014-10-13,1.6,-22.01,-21.05,21.2,20.7,-24850.368,2.5
3136,2014-10-14,0.0,-21.92,-20.99,19.2,18.4,-23499.072,2.5
3137,2014-10-15,0.0,-21.76,-21.03,20.7,20.3,-27699.84,2.5
3138,2014-10-16,1.8,-21.8,-21.09,21.2,20.7,-28108.512,2.5
3139,2014-10-17,0.0,-21.84,-21.16,21.5,20.9,-28591.488,2.5
3140,2014-10-18,0.0,-21.85,-21.2,21.3,21.3,-29205.792,2.5
3141,2014-10-19,0.0,-21.97,-21.24,19.4,19.2,-29060.64,2.5
3142,2014-10-20,0.0,-21.95,-21.2,18.6,18.0,-27886.464,2.5
3143,2014-10-21,0.0,-21.85,-21.16,18.8,18.2,-27777.6,2.5
3144,2014-10-22,3.7,-21.85,-21.13,14.5,14.0,-27223.776,2.6
3145,2014-10-23,3.1,-21.95,-21.21,8.5,8.2,-27205.632,2.6
3146,2014-10-24,0.0,-21.88,-21.25,13.4,13.1,-27458.784,2.6
3147,2014-10-25,0.0,-21.99,-21.33,12.6,11.9,-29194.56,2.6
3148,2014-10-26,0.0,-22.04,-21.39,11.4,11.3,-29018.304,2.6
3149,2014-10-27,0.0,-22.06,-21.38,11.5,11.1,-28702.08,2.6
3150,2014-10-28,0.0,-22.01,-21.38,11.5,12.4,-29096.064,2.6
3151,2014-10-29,0.0,-21.97,-21.35,11.0,10.7,-28067.904,2.6
3152,2014-10-30,0.0,-22.02,-21.38,11.4,11.2,-27228.096,2.6
3153,2014-10-31,0.0,-22.04,-21.41,11.8,11.2,-28843.776,2.6
3154,2014-11-01,0.0,-22.07,-21.44,13.1,12.9,-30274.56,2.6
3155,2014-11-02,0.0,-22.06,-21.43,10.2,10.3,-29068.416,2.6
3156,2014-11-03,0.0,-22.06,-21.39,11.1,10.5,-27201.312,2.7
3157,2014-11-04,0.0,-22.05,-21.35,15.7,14.4,-29502.144,2.8
3158,2014-11-05,,-21.98,-21.3,17.8,17.2,-23518.08,2.9
3159,2014-11-06,,-22.12,-21.47,15.1,14.9,,3.0
3160,2014-11-07,7.6,-22.02,-21.4,14.5,14.3,-28427.328,3.0
3161,2014-11-08,0.0,-22.07,-21.44,14.9,14.9,-30382.56,3.0
3162,2014-11-09,0.1,-22.05,-21.46,15.4,14.8,-28936.224,3.0
3163,2014-11-10,1.7,-22.0,-21.45,14.4,13.6,-27269.568,3.0
3164,2014-11-11,0.1,-21.82,-21.34,13.2,13.0,-27185.76,3.0
3165,2014-11-12,3.3,-21.81,-21.31,12.3,12.0,-27076.032,2.9
3166,2014-11-13,0.0,-21.84,-21.34,13.8,13.6,-28190.592,2.7
3167,2014-11-14,0.0,-21.98,-21.45,11.4,11.3,-28731.456,2.7
3168,2014-11-15,4.5,-21.96,-21.4,12.6,12.4,-28706.4,2.7
3169,2014-11-16,,-21.81,-21.4,12.8,12.3,-26839.296,2.9
3170,2014-11-17,,-21.83,-21.36,10.2,9.7,-26764.992,
3171,2014-11-18,0.1,-21.94,-21.41,13.1,12.2,-28253.664,
3172,2014-11-19,1.2,-21.81,-21.43,11.4,11.3,-26865.216,
3173,2014-11-20,0.1,-21.96,-21.54,5.6,5.3,-26420.256,
3174,2014-11-21,0.0,-21.91,-21.5,6.6,6.2,-25557.984,
3175,2014-11-22,0.0,-21.88,-21.47,11.7,11.5,-28321.92,3.3
3176,2014-11-23,0.0,-21.9,-21.47,10.6,10.7,-26297.568,3.3
3177,2014-11-24,0.1,-21.88,-21.47,8.5,8.2,-25584.768,3.1
3178,2014-11-25,0.1,-21.9,-21.46,9.2,9.3,-26904.96,2.9
3179,2014-11-26,0.7,-21.99,-21.45,12.3,12.0,-27803.52,2.9
3180,2014-11-27,14.6,-21.85,-21.43,12.3,11.8,-27189.216,3.0
3181,2014-11-28,0.1,-21.93,-21.44,9.6,9.5,-28791.936,3.1
3182,2014-11-29,0.9,-22.05,-21.51,9.8,9.9,-30163.968,3.0
3183,2014-11-30,0.2,-21.95,-21.44,13.8,13.7,-28543.104,3.0
3184,2014-12-01,0.7,-21.81,-21.38,15.2,15.1,-27161.568,3.0
3185,2014-12-02,0.3,-21.84,-21.42,9.8,9.8,-26842.752,3.0
3186,2014-12-03,5.2,-21.8,-21.4,12.1,12.6,-25772.256,3.0
3187,2014-12-04,,-21.83,-21.44,12.2,12.3,-27050.976,3.1
3188,2014-12-05,0.6,-21.91,-21.46,9.6,9.3,-27669.6,3.1
3189,2014-12-06,0.1,-21.89,-21.47,10.0,9.4,-27836.352,3.1
3190,2014-12-07,3.2,-21.84,-21.43,9.8,9.2,-26525.664,3.1
3191,2014-12-08,0.0,-21.84,-21.43,8.2,7.7,-26684.64,3.0
3192,2014-12-09,0.0,-21.84,-21.44,7.6,7.0,-26166.24,3.0
3193,2014-12-10,0.0,-21.88,-21.49,7.7,7.3,-28184.544,2.9
3194,2014-12-11,0.0,-21.88,-21.48,3.9,4.4,-27779.328,2.9
3195,2014-12-12,0.0,-21.83,-21.48,2.6,3.1,-27243.648,2.9
3196,2014-12-13,0.0,-21.81,-21.42,9.4,8.8,-27381.024,2.9
3197,2014-12-14,0.0,-21.77,-21.39,10.6,10.4,-26603.424,2.9
3198,2014-12-15,1.6,-21.79,-21.38,9.5,9.3,-26828.928,2.9
3199,2014-12-16,1.7,-21.71,-21.28,8.9,8.7,-26122.176,2.9
3200,2014-12-17,1.5,-21.73,-21.3,9.3,9.0,-27498.528,3.0
3201,2014-12-18,0.0,-21.78,-21.36,7.3,7.1,-26527.392,3.0
3202,2014-12-19,0.1,-21.78,-21.38,6.2,6.5,-27195.264,2.9
3203,2014-12-20,0.0,-21.81,-21.35,6.5,6.4,-28705.536,2.9
3204,2014-12-21,0.0,-21.75,-21.34,6.7,7.7,-25728.192,2.9
3205,2014-12-22,0.0,-21.73,-21.35,7.6,7.5,-26872.128,2.8
3206,2014-12-23,0.0,-21.76,-21.33,9.8,9.3,-27648.864,2.9
3207,2014-12-24,0.0,-21.74,-21.28,10.1,9.6,-27725.76,2.8
3208,2014-12-25,0.0,-21.41,-21.17,9.8,9.2,-22263.552,2.8
3209,2014-12-26,0.0,-21.42,-21.08,7.2,6.7,-22132.224,2.8
3210,2014-12-27,14.2,-21.61,-21.1,3.6,3.3,-27508.896,2.8
3211,2014-12-28,1.2,-21.43,-21.03,3.9,3.7,-25790.4,3.0
3212,2014-12-29,0.0,-21.63,-21.21,2.4,2.3,-27063.936,3.0
3213,2014-12-30,0.0,-21.67,-21.27,,0.2,-27514.08,2.9
3214,2014-12-31,0.1,-21.83,-21.29,,,-30247.776,2.9
3215,2015-01-01,0.0,-21.72,-21.32,3.4,3.4,-28664.064,2.9
3216,2015-01-02,0.0,-21.62,-21.24,6.1,5.9,-27330.048,2.8
3217,2015-01-03,0.0,-21.72,-21.22,5.4,5.4,-29812.32,2.9
3218,2015-01-04,0.0,-21.55,-21.18,11.0,11.0,-28280.448,2.8
3219,2015-01-05,0.0,-21.69,-21.27,4.9,4.6,-28127.52,2.8
3220,2015-01-06,0.0,-21.49,-21.14,3.2,3.4,-25876.8,2.8
3221,2015-01-07,0.0,-21.59,-21.2,5.8,5.3,-27009.504,2.9
3222,2015-01-08,0.0,-21.64,-21.24,7.4,7.4,-28740.096,2.8
3223,2015-01-09,0.0,-21.62,-21.23,8.9,8.2,-28386.72,2.8
3224,2015-01-10,0.0,-21.61,-21.16,7.8,7.4,-28502.496,2.8
3225,2015-01-11,0.0,-21.45,-21.06,11.9,10.7,-26857.44,2.8
3226,2015-01-12,0.0,-21.63,-21.22,5.6,5.1,-26936.064,2.8
3227,2015-01-13,0.0,-21.68,-21.21,3.1,3.7,-27795.744,2.8
3228,2015-01-14,0.0,-21.55,-21.14,6.5,5.7,-27082.944,2.8
3229,2015-01-15,0.0,-21.52,-21.13,7.3,7.6,-27123.552,2.7
3230,2015-01-16,0.0,-21.52,-21.11,6.9,6.9,-27375.84,2.8
3231,2015-01-17,0.0,-21.52,-21.08,12.1,11.6,-28178.496,2.8
3232,2015-01-18,0.0,-21.52,-21.09,8.6,8.2,-27183.168,2.7
3233,2015-01-19,0.0,-21.51,-21.09,3.9,4.5,-26663.904,2.7
3234,2015-01-20,2.1,-21.45,-21.02,6.6,6.3,-24492.672,2.8
3235,2015-01-21,3.1,-21.49,-21.04,7.9,7.9,-25954.56,2.7
3236,2015-01-22,4.7,-21.48,-21.05,8.2,8.0,-26753.76,2.8
3237,2015-01-23,0.2,-21.55,-21.04,9.3,8.9,-28179.36,2.8
3238,2015-01-24,0.0,-21.54,-21.1,8.2,7.5,-27565.056,3.0
3239,2015-01-25,0.0,-21.57,-21.13,6.4,5.8,-27349.056,3.0
3240,2015-01-26,0.0,-21.61,-21.18,4.9,4.3,-26827.2,3.0
3241,2015-01-27,0.0,-21.61,-21.17,2.8,3.1,-26647.488,3.0
3242,2015-01-28,0.0,-21.58,-21.15,3.0,2.9,-26075.52,2.9
3243,2015-01-29,1.9,-21.43,-21.08,2.0,1.7,-24355.296,2.9
3244,2015-01-30,16.3,-21.37,-20.88,6.8,6.6,-25964.928,2.9
3245,2015-01-31,3.5,-21.51,-21.02,5.2,4.9,-27420.768,
3246,2015-02-01,5.5,-21.57,-21.09,3.1,2.5,-26764.128,3.1
3247,2015-02-02,0.0,-21.59,-21.16,,0.7,-25234.848,3.1
3248,2015-02-03,1.2,-21.45,-21.1,3.4,2.8,-24395.904,3.0
3249,2015-02-04,8.4,-21.39,-21.04,5.9,5.5,-24389.856,3.2
3250,2015-02-05,,-21.33,-21.0,6.1,6.7,-24301.728,
3251,2015-02-06,9.2,-21.4,-21.04,5.8,5.3,-27349.056,
3252,2015-02-07,0.0,-21.78,-21.23,5.5,5.0,-28607.04,
3253,2015-02-08,0.5,-21.49,-21.15,2.7,3.3,-27031.104,
3254,2015-02-09,0.0,-21.56,-21.23,3.0,2.7,-26802.144,3.3
3255,2015-02-10,0.0,-21.5,-21.18,6.8,7.1,-26698.464,3.2
3256,2015-02-11,0.0,-21.43,-21.14,8.8,8.3,-25692.768,3.1
3257,2015-02-12,0.0,-21.47,-21.12,6.2,6.6,-25467.264,3.1
3258,2015-02-13,0.0,-21.43,-21.09,5.8,5.6,-24534.144,3.1
3259,2015-02-14,1.7,-21.42,-21.06,7.7,7.1,-26263.008,3.0
3260,2015-02-15,0.0,-21.37,-21.0,6.5,6.1,-24865.92,3.0
3261,2015-02-16,0.0,-21.35,-21.01,8.8,9.0,-25602.048,3.0
3262,2015-02-17,0.0,-21.43,-21.09,9.4,10.2,-27070.848,3.0
3263,2015-02-18,0.0,-21.64,-21.17,7.8,7.1,-26960.256,3.0
3264,2015-02-19,0.0,-21.57,-21.16,5.3,5.8,-28061.856,2.9
3265,2015-02-20,0.0,-21.57,-21.09,5.2,5.4,-26373.6,2.9
3266,2015-02-21,1.8,-21.38,-20.99,7.8,7.2,-27526.176,2.9
3267,2015-02-22,2.8,-21.28,-20.87,8.6,8.1,-25089.696,2.9
3268,2015-02-23,0.1,-21.27,-20.91,9.9,9.0,-25121.664,2.9
3269,2015-02-24,1.9,-21.2,-20.86,10.7,9.8,-25072.416,2.9
3270,2015-02-25,0.0,-21.29,-20.92,9.2,8.6,-24996.384,3.3
3271,2015-02-26,0.0,-21.33,-20.97,9.5,8.7,-24826.176,
3272,2015-02-27,0.0,-21.26,-20.92,8.6,8.7,-25925.184,3.1
3273,2015-02-28,0.0,-21.44,-20.99,8.0,8.1,-27867.456,3.0
3274,2015-03-01,0.0,-21.3,-20.95,7.8,7.7,-24647.328,3.0
3275,2015-03-02,0.7,-21.26,-20.89,11.2,10.6,-23424.768,3.0
3276,2015-03-03,0.0,-21.11,-20.84,13.8,13.2,-23256.288,3.0
3277,2015-03-04,12.0,-21.28,-20.89,9.7,8.6,-24155.712,3.0
3278,2015-03-05,15.6,-21.18,-20.82,5.3,4.9,-22929.696,
3279,2015-03-06,6.1,-21.25,-20.9,5.7,5.7,-24036.48,
3280,2015-03-07,0.0,-21.31,-20.92,7.2,6.9,-25748.928,
3281,2015-03-08,0.0,-21.15,-20.83,8.2,7.9,-24045.984,3.3
3282,2015-03-09,0.0,-21.09,-20.81,8.4,8.2,-23755.68,3.2
3283,2015-03-10,0.0,-21.24,-20.85,6.8,7.0,-24982.56,3.1
3284,2015-03-11,0.0,-21.23,-20.84,8.4,8.1,-25937.28,3.1
3285,2015-03-12,0.0,-21.14,-20.8,8.4,7.7,-24983.424,3.1
3286,2015-03-13,0.0,-21.04,-20.75,8.0,7.1,-24489.216,3.0
3287,2015-03-14,0.0,-21.16,-20.79,7.8,7.4,-25852.608,3.0
3288,2015-03-15,10.1,-21.04,-20.75,8.1,7.6,-22940.928,3.0
3289,2015-03-16,15.9,-21.02,-20.75,8.9,8.6,-23370.336,3.1
3290,2015-03-17,3.7,-20.84,-20.78,11.5,11.0,-23728.032,3.3
3291,2015-03-18,0.0,-21.06,-20.84,11.6,11.6,-26795.232,3.2
3292,2015-03-19,0.0,-20.92,-20.84,10.1,10.1,-24663.744,3.1
3293,2015-03-20,0.0,-21.04,-20.84,10.0,10.4,,3.1
3294,2015-03-21,0.0,-21.01,-20.8,9.2,8.5,-25881.12,3.0
3295,2015-03-22,0.5,-20.84,-20.74,9.0,8.3,-23792.832,3.0
3296,2015-03-23,0.0,-20.8,-20.71,13.8,12.8,-24558.336,3.0
3297,2015-03-24,0.0,-20.95,-20.71,13.9,13.5,-25422.336,2.9
3298,2015-03-25,,-20.63,-20.54,12.6,12.2,-22304.16,3.0
3299,2015-03-26,1.6,-20.93,-20.68,14.9,14.3,-27416.448,
3300,2015-03-27,5.6,-20.98,-20.77,10.7,10.3,-27026.784,
3301,2015-03-28,0.0,-21.03,-20.78,11.8,11.0,-26843.616,
3302,2015-03-29,0.0,-20.84,-20.73,11.6,11.1,-26312.256,3.2
