,Date,Rainfall_Simignano,Rainfall_Siena_Poggio_al_Vento,Rainfall_Mensano,Rainfall_Montalcinello,Rainfall_Monticiano_la_Pineta,Rainfall_Sovicille,Rainfall_Ponte_Orgia,Rainfall_Scorgiano,Rainfall_Pentolina,Rainfall_Monteroni_Arbia_Biena,Depth_to_Groundwater_Podere_Casetta,Depth_to_Groundwater_Pozzo_1,Depth_to_Groundwater_Pozzo_3,Depth_to_Groundwater_Pozzo_4,Temperature_Siena_Poggio_al_Vento,Temperature_Mensano,Temperature_Pentolina,Temperature_Monteroni_Arbia_Biena,Volume_Pozzo_1,Volume_Pozzo_3,Volume_Pozzo_4
4777,2013-01-29,,,,6.8,,6.8,,6.4,7.4,7.0,-7.6,,,,0.0,0.0,5.9,5.0,,,
4778,2013-01-30,,,,0.0,,0.0,,0.2,0.0,0.2,-7.6,,,,0.0,0.0,9.2,8.75,,,
4779,2013-01-31,,,,0.0,,0.0,,0.0,0.0,0.0,-7.6,,,,0.0,0.0,10.85,9.0,,,
4780,2013-02-01,,,,0.2,,0.0,,0.0,0.2,0.0,-7.6,,,,0.0,0.0,8.45,8.8,,,
4781,2013-02-02,,,,0.0,,0.0,,0.0,0.0,0.0,-7.5,,,,0.0,0.0,5.55,7.8,,,
4782,2013-02-03,,,,12.6,,14.2,,6.0,21.4,,-7.5,,,,0.0,0.0,3.25,3.55,,,
4783,2013-02-04,,,,0.0,,0.0,,0.0,6.0,0.0,-7.5,,,,0.0,0.0,5.4,3.95,,,
4784,2013-02-05,,,,0.0,,0.0,,0.0,0.0,0.2,-7.5,,,,0.0,0.0,6.3,4.55,,,
4785,2013-02-06,,,,1.4,,3.2,,2.0,1.2,1.4,-7.5,,,,0.0,0.0,6.05,7.4,,,
4786,2013-02-07,,,,5.6,,4.6,,8.4,4.6,7.4,-7.5,,,,0.0,0.0,2.4,4.15,,,
4787,2013-02-08,,,,0.2,,0.0,,0.6,0.6,0.0,-7.5,,,,0.0,0.0,2.95,2.65,,,
4788,2013-02-09,,,,0.0,,0.0,,0.0,0.0,0.0,-7.5,,,,0.0,0.0,1.45,0.85,,,
4789,2013-02-10,,,,0.0,,0.0,,0.0,0.0,0.0,-7.5,,,,0.0,0.0,0.75,0.25,,,
4790,2013-02-11,,,,0.0,,0.0,,0.0,0.0,0.2,-7.4,,,,0.0,0.0,1.8,2.5,,,
4791,2013-02-12,,,,16.2,,19.2,,20.8,9.0,,-7.4,,,,0.0,0.0,3.8,4.5,,,
4792,2013-02-13,,,,0.2,,0.0,,0.2,0.2,0.2,-7.4,,,,0.0,0.0,3.8,4.2,,,
4793,2013-02-14,,,,0.0,,0.0,,0.2,0.0,0.2,-7.4,,,,0.0,0.0,4.75,4.65,,,
4794,2013-02-15,,,,0.0,,0.0,,0.0,1.2,0.0,-7.4,,,,0.0,0.0,3.75,2.85,,,
4795,2013-02-16,,,,0.2,,2.0,,0.2,0.6,0.0,-7.4,,,,0.0,0.0,5.05,3.9,,,
4796,2013-02-17,,,,0.0,,0.2,,0.2,0.0,0.2,-7.4,,,,0.0,0.0,5.0,3.45,,,
4797,2013-02-18,,,,0.0,,0.0,,0.0,0.0,0.0,-7.4,,,,0.0,0.0,3.75,3.45,,,
4798,2013-02-19,,,,0.0,,0.2,,0.0,0.8,0.0,-7.4,,,,0.0,0.0,3.6,2.65,,,
4799,2013-02-20,,,,0.0,,0.0,,0.0,0.0,0.2,-7.4,,,,0.0,0.0,4.7,3.3,,,
4800,2013-02-21,,,,0.0,,0.2,,0.2,0.4,0.0,-7.4,,,,0.0,0.0,4.85,6.2,,,
4801,2013-02-22,,,,5.6,,8.2,,5.8,6.4,5.2,-7.4,,,,0.0,0.0,1.25,2.95,,,
4802,2013-02-23,,,,8.2,,9.8,,6.0,7.0,10.0,-7.3,,,,0.0,0.0,0.75,3.6,,,
4803,2013-02-24,,,,,,,,14.8,7.0,,-7.3,,,,0.0,0.0,2.05,4.1,,,
4804,2013-02-25,,,,2.2,,3.4,,4.0,10.2,1.0,-7.3,,,,0.0,0.0,0.65,2.65,,,
4805,2013-02-26,,,,10.8,,9.8,,11.4,0.2,1.8,-7.3,,,,0.0,0.0,4.55,4.65,,,
4806,2013-02-27,,,,0.0,,0.2,,0.0,2.6,0.0,-7.3,,,,0.0,0.0,4.05,3.9,,,
4807,2013-02-28,,,,0.2,,0.0,,0.0,0.0,0.2,-7.3,,,,0.0,0.0,5.95,4.65,,,
4808,2013-03-01,,,,0.0,,0.0,,0.2,0.0,0.0,-7.3,,,,0.0,0.0,5.8,6.2,,,
4809,2013-03-02,,,,2.0,,1.6,,2.2,2.6,1.0,-7.3,,,,0.0,0.0,6.95,5.95,,,
4810,2013-03-03,,,,0.0,,0.0,,0.0,0.0,0.0,-7.3,,,,0.0,0.0,7.4,6.0,,,
4811,2013-03-04,,,,0.0,,0.0,,0.2,0.2,0.2,-7.2,,,,0.0,0.0,8.2,6.55,,,
4812,2013-03-05,,,,0.2,,0.0,,0.0,0.2,0.0,-7.2,,,,0.0,0.0,6.4,5.75,,,
4813,2013-03-06,,,,10.2,,8.6,,6.8,2.8,1.6,-7.2,,,,0.0,0.0,7.15,8.65,,,
4814,2013-03-07,,,,22.4,,6.4,,2.0,,0.0,-7.2,,,,0.0,0.0,10.3,11.55,,,
4815,2013-03-08,,,,1.2,,0.2,,0.0,,0.0,-7.2,,,,0.0,0.0,8.8,10.2,,,
4816,2013-03-09,,,,3.2,,5.8,,11.8,0.2,0.2,-7.2,,,,0.0,0.0,10.6,11.75,,,
4817,2013-03-10,,,,6.4,,4.0,,8.0,4.6,3.8,-7.1,,,,0.0,0.0,10.5,10.9,,,
4818,2013-03-11,,,,9.8,,8.4,,7.6,9.4,9.4,-7.1,,,,0.0,0.0,8.35,9.9,,,
4819,2013-03-12,,,,7.0,,17.2,,,8.8,10.6,-7.1,,,,0.0,0.0,8.35,9.75,,,
4820,2013-03-13,,,,7.2,,0.4,,4.8,14.4,1.4,-7.1,,,,0.0,0.0,5.2,7.55,,,
4821,2013-03-14,,,,,,4.8,,10.2,5.8,4.6,-7.0,,,,0.0,0.0,5.8,6.85,,,
4822,2013-03-15,,,,0.2,,0.0,,0.0,,0.4,-7.0,,,,0.0,0.0,3.55,3.55,,,
4823,2013-03-16,,,,0.0,,0.2,,0.0,,0.0,-7.1,,,,0.0,0.0,3.45,2.95,,,
4824,2013-03-17,,,,0.0,,0.0,,0.0,,0.0,-7.0,,,,0.0,0.0,4.25,5.3,,,
4825,2013-03-18,,,,,,12.6,,10.2,,12.4,-7.0,,,,0.0,0.0,8.45,10.4,,,
4826,2013-03-19,,,,13.0,,5.4,,8.0,,8.2,-7.0,,,,0.0,0.0,9.5,8.85,,,
4827,2013-03-20,,,,0.0,,0.0,,0.0,,0.0,-6.9,,,,0.0,0.0,7.8,6.15,,,
4828,2013-03-21,,,,10.4,,6.0,,5.6,6.8,6.0,-6.9,,,,0.0,0.0,9.25,8.5,,,
4829,2013-03-22,,,,0.0,,0.0,,0.0,0.0,0.2,-6.9,,,,0.0,0.0,9.1,7.15,,,
4830,2013-03-23,,,,0.2,,0.2,,0.2,0.2,0.0,-6.9,,,,0.0,0.0,9.6,9.1,,,
4831,2013-03-24,,,,0.0,,0.0,,0.0,0.2,0.4,-6.9,,,,0.0,0.0,11.45,12.15,,,
4832,2013-03-25,,,,0.2,,0.2,,0.6,0.4,0.8,-6.9,,,,0.0,0.0,7.25,9.0,,,
4833,2013-03-26,,,,0.8,,2.4,,4.8,0.8,1.2,-6.9,,,,0.0,0.0,6.75,7.95,,,
4834,2013-03-27,,,,0.2,,0.0,,1.2,0.0,0.2,-6.8,,,,0.0,0.0,6.75,7.3,,,
4835,2013-03-28,,,,0.0,,0.8,,0.4,0.0,0.0,-6.8,,,,0.0,0.0,9.45,10.45,,,
4836,2013-03-29,,,,0.4,,0.4,,0.2,1.0,0.0,-6.8,,,,0.0,0.0,12.35,13.8,,,
4837,2013-03-30,,,,0.0,,0.0,,0.2,0.2,0.2,-6.8,,,,0.0,0.0,9.1,10.2,,,
4838,2013-03-31,,,,7.6,,6.4,,11.6,12.0,7.8,-6.8,,,,0.0,0.0,9.65,9.25,,,
4839,2013-04-01,,,,0.4,,0.0,,0.2,0.2,2.2,-6.7,,,,0.0,0.0,9.55,8.8,,,
4840,2013-04-02,,,,20.0,,12.8,,13.0,12.8,11.6,-6.7,,,,0.0,0.0,9.65,10.7,,,
4841,2013-04-03,,,,1.6,,3.8,,0.2,5.8,7.0,-6.7,,,,0.0,0.0,9.55,9.5,,,
4842,2013-04-04,,,,0.2,,0.0,,0.2,0.4,0.0,-6.7,,,,0.0,0.0,7.85,8.05,,,
4843,2013-04-05,,,,15.4,,10.2,,13.8,17.6,13.6,-6.7,,,,0.0,0.0,8.85,8.2,,,
4844,2013-04-06,,,,0.8,,1.0,,4.6,0.6,0.2,-6.7,,,,0.0,0.0,10.8,10.65,,,
4845,2013-04-07,,,,1.8,,0.0,,0.0,0.2,0.0,-6.7,,,,0.0,0.0,10.6,9.25,,,
4846,2013-04-08,,,,0.0,,0.0,,0.0,0.0,0.2,-6.7,,,,0.0,0.0,8.6,8.0,,,
4847,2013-04-09,,,,1.8,,2.2,,2.4,5.4,6.8,-6.7,,,,0.0,0.0,10.7,10.3,,,
4848,2013-04-10,,,,0.0,,0.0,,0.0,0.0,0.0,-6.6,,,,0.0,0.0,12.75,11.7,,,
4849,2013-04-11,,,,0.0,,0.0,,0.0,0.0,0.0,-6.6,,,,0.0,0.0,12.2,10.9,,,
4850,2013-04-12,,,,0.0,,0.0,,0.0,0.0,0.2,-6.6,,,,0.0,0.0,12.95,13.1,,,
4851,2013-04-13,,,,0.0,,0.0,,0.0,0.0,0.0,-6.6,,,,0.0,0.0,13.65,12.2,,,
4852,2013-04-14,,,,0.0,,0.0,,,0.0,0.0,-6.6,,,,0.0,0.0,15.65,13.2,,,
4853,2013-04-15,,,,0.0,,0.0,,,0.0,0.0,-6.6,,,,0.0,0.0,16.95,14.65,,,
4854,2013-04-16,,,,0.0,,0.0,,,0.0,0.0,-6.6,,,,0.0,0.0,16.05,14.3,,,
4855,2013-04-17,,,,0.0,,0.0,,0.0,0.0,0.0,-6.6,,,,0.0,0.0,19.05,16.15,,,
4856,2013-04-18,,,,0.0,,0.0,,0.0,0.0,0.0,-6.6,,,,0.0,0.0,18.7,16.8,,,
4857,2013-04-19,,,,0.0,,0.0,,0.0,0.0,0.2,-6.6,,,,0.0,0.0,18.25,15.65,,,
4858,2013-04-20,,,,0.2,,0.2,,0.0,0.0,0.0,-6.6,,,,0.0,0.0,11.8,12.2,,,
4859,2013-04-21,,,,0.0,,0.0,,0.0,0.0,0.0,-6.6,,,,0.0,0.0,9.65,9.6,,,
4860,2013-04-22,,,,2.4,,0.0,,0.0,0.0,0.6,-6.6,,,,0.0,0.0,10.2,9.1,,,
4861,2013-04-23,,,,3.6,,10.2,,4.6,7.0,0.6,-6.6,,,,0.0,0.0,11.1,10.35,,,
4862,2013-04-24,,,,0.0,,0.0,,0.0,0.0,0.2,-6.6,,,,0.0,0.0,15.9,13.3,,,
4863,2013-04-25,,,,0.0,,0.0,,0.0,0.0,0.0,-6.6,,,,0.0,0.0,17.5,14.55,,,
4864,2013-04-26,,,,0.0,,0.0,,0.0,0.0,0.0,-6.5,,,,0.0,0.0,16.85,15.7,,,
4865,2013-04-27,,,,0.0,,0.0,,0.2,0.0,0.0,-6.5,,,,0.0,0.0,14.9,14.0,,,
4866,2013-04-28,,,,3.2,,4.0,,1.6,4.2,0.8,-6.5,,,,0.0,0.0,15.95,16.0,,,
4867,2013-04-29,,,,0.0,,0.0,,0.0,0.0,0.0,-6.5,,,,0.0,0.0,19.4,17.45,,,
4868,2013-04-30,,,,0.2,,1.6,,0.8,1.0,0.4,-6.5,,,,0.0,0.0,19.5,20.0,,,
4869,2013-05-01,,,,0.0,,0.0,,0.0,0.0,0.0,-6.5,,,,0.0,0.0,19.75,18.3,,,
4870,2013-05-02,,,,6.0,,6.8,,5.2,6.2,7.8,-6.5,,,,0.0,0.0,15.1,14.4,,,
4871,2013-05-03,,,,1.0,,3.2,,0.8,3.0,5.4,-6.5,,,,0.0,0.0,17.1,16.75,,,
4872,2013-05-04,,,,0.0,,0.0,,0.0,0.0,0.0,-6.5,,,,0.0,0.0,17.2,16.7,,,
4873,2013-05-05,,,,1.2,,4.4,,6.2,1.0,5.8,-6.5,,,,0.0,0.0,14.1,14.35,,,
4874,2013-05-06,,,,0.2,,0.2,,0.4,1.2,1.0,-6.5,,,,0.0,0.0,14.8,14.45,,,
4875,2013-05-07,,,,5.8,,5.4,,8.4,4.4,4.2,-6.5,,,,0.0,0.0,15.55,15.65,,,
4876,2013-05-08,,,,0.0,,0.0,,0.2,0.0,0.2,-6.5,,,,0.0,0.0,15.8,15.1,,,
4877,2013-05-09,,,,18.8,,1.4,,0.6,1.2,0.2,-6.5,,,,0.0,0.0,17.35,17.4,,,
4878,2013-05-10,,,,0.2,,0.2,,0.4,0.2,0.0,-6.5,,,,0.0,0.0,16.7,17.1,,,
4879,2013-05-11,,,,0.2,,0.2,,3.0,0.2,0.2,-6.5,,,,0.0,0.0,16.2,16.0,,,
4880,2013-05-12,,,,0.0,,0.0,,0.0,0.0,0.0,-6.5,,,,0.0,0.0,15.7,15.1,,,
4881,2013-05-13,,,,0.0,,0.0,,0.2,0.0,0.2,-6.5,,,,0.0,0.0,14.75,13.9,,,
4882,2013-05-14,,,,0.0,,0.0,,0.0,0.0,0.0,-6.4,,,,0.0,0.0,15.6,14.5,,,
4883,2013-05-15,,,,0.0,,0.0,,0.0,0.0,0.0,-6.4,,,,0.0,0.0,13.8,12.6,,,
4884,2013-05-16,,,,15.2,,14.2,,8.8,15.0,15.8,-6.4,,,,0.0,0.0,14.0,14.95,,,
4885,2013-05-17,,,,10.4,,2.4,,4.4,8.0,3.4,-6.4,,,,0.0,0.0,13.7,12.9,,,
4886,2013-05-18,,,,0.8,,9.6,,2.6,18.6,,-6.4,,,,0.0,0.0,14.8,14.7,,,
4887,2013-05-19,,,,5.4,,5.0,,5.6,7.6,5.4,-6.4,,,,0.0,0.0,13.2,14.3,,,
4888,2013-05-20,,,,0.0,,1.8,,1.8,0.2,0.2,-6.4,,,,0.0,0.0,11.55,11.5,,,
4889,2013-05-21,,,,11.6,,9.2,,11.8,3.8,7.6,-6.4,,,,0.0,0.0,11.75,11.5,,,
4890,2013-05-22,,,,0.4,,0.2,,0.4,0.4,0.4,-6.4,,,,0.0,0.0,13.35,12.85,,,
4891,2013-05-23,,,,0.2,,10.0,,2.6,7.6,11.0,-6.4,,,,0.0,0.0,13.8,13.95,,,
4892,2013-05-24,,,,0.0,,0.0,,0.0,0.0,3.6,-6.4,,,,0.0,0.0,11.35,11.35,,,
4893,2013-05-25,,,,0.0,,0.2,,0.6,0.6,0.2,-6.4,,,,0.0,0.0,8.85,8.15,,,
4894,2013-05-26,,,,9.4,,12.4,,8.6,10.8,9.2,-6.4,,,,0.0,0.0,10.65,11.05,,,
4895,2013-05-27,,,,0.2,,0.0,,0.0,0.2,0.0,-6.4,,,,0.0,0.0,12.0,11.3,,,
4896,2013-05-28,,,,9.2,,8.0,,4.2,10.2,8.8,-6.4,,,,0.0,0.0,12.05,12.05,,,
4897,2013-05-29,,,,0.2,,0.0,,0.2,0.0,0.2,-6.4,,,,0.0,0.0,12.1,12.75,,,
4898,2013-05-30,,,,2.4,,2.8,,2.4,2.2,0.8,-6.4,,,,0.0,0.0,9.7,9.7,,,
4899,2013-05-31,,,,6.4,,,,19.6,9.0,,-6.3,,,,0.0,0.0,12.25,11.75,,,
4900,2013-06-01,,,,0.0,,0.0,,0.4,0.4,1.2,-6.3,,,,0.0,0.0,14.55,14.1,,,
4901,2013-06-02,,,,0.0,,0.0,,0.0,0.0,0.0,-6.3,,,,0.0,0.0,16.05,15.4,,,
4902,2013-06-03,,,,3.8,,0.0,,0.2,0.2,0.2,-6.4,,,,0.0,0.0,15.45,15.3,,,
4903,2013-06-04,,,,2.0,,14.0,,13.2,20.2,4.2,-6.3,,,,0.0,0.0,15.65,16.4,,,
4904,2013-06-05,,,,0.0,,0.0,,0.0,0.0,1.2,-6.3,,,,0.0,0.0,16.65,16.4,,,
4905,2013-06-06,,,,,,0.0,,5.2,0.6,0.0,-6.3,,,,0.0,0.0,16.7,16.4,,,
4906,2013-06-07,,,,0.0,,0.0,,0.0,3.2,0.2,-6.3,,,,0.0,0.0,17.85,17.0,,,
4907,2013-06-08,,,,0.0,,0.0,,0.0,0.0,0.0,-6.3,,,,0.0,0.0,18.75,17.45,,,
4908,2013-06-09,,,,5.2,,0.6,,0.4,3.0,1.0,-6.3,,,,0.0,0.0,14.95,14.75,,,
4909,2013-06-10,,,,4.2,,1.4,,4.0,1.6,6.4,-6.3,,,,0.0,0.0,14.4,14.05,,,
4910,2013-06-11,,,,0.0,,0.2,,9.2,0.4,5.4,-6.3,,,,0.0,0.0,16.0,15.45,,,
4911,2013-06-12,,,,0.2,,0.0,,0.0,0.0,0.0,-6.3,,,,0.0,0.0,19.0,18.0,,,
4912,2013-06-13,,,,0.0,,0.0,,0.2,0.0,0.0,-6.3,,,,0.0,0.0,20.3,18.1,,,
4913,2013-06-14,,,,0.0,,0.0,,0.0,0.0,0.0,-6.4,,,,0.0,0.0,20.45,18.9,,,
4914,2013-06-15,,,,0.0,,0.0,,0.0,0.0,0.0,-6.4,,,,0.0,0.0,20.7,19.85,,,
4915,2013-06-16,,,,0.0,,0.0,,0.0,0.0,0.0,-6.4,,,,0.0,0.0,21.9,20.45,,,
4916,2013-06-17,,,,0.0,,0.0,,0.0,0.0,0.0,-6.3,,,,0.0,0.0,23.6,22.05,,,
4917,2013-06-18,,,,0.0,,0.0,,0.0,0.0,0.0,-6.4,,,,0.0,0.0,25.3,23.95,,,
4918,2013-06-19,,,,0.0,,0.0,,0.0,0.0,0.0,-6.4,,,,0.0,0.0,24.05,23.45,,,
4919,2013-06-20,,,,0.0,,0.0,,0.0,0.0,0.0,-6.4,,,,0.0,0.0,22.95,22.2,,,
4920,2013-06-21,,,,0.0,,0.0,,0.0,0.0,0.0,-6.4,,,,0.0,0.0,20.75,20.6,,,
4921,2013-06-22,,,,0.0,,0.0,,0.0,0.0,0.0,-6.4,,,,0.0,0.0,19.4,17.95,,,
4922,2013-06-23,,,,0.2,,0.0,,0.0,0.0,0.0,-6.4,,,,0.0,0.0,20.15,18.65,,,
4923,2013-06-24,,,,0.0,,0.0,,0.2,0.2,0.0,-6.4,,,,0.0,0.0,16.95,17.3,,,
4924,2013-06-25,,,,0.4,,1.8,,1.2,0.2,0.0,-6.4,,,,0.0,0.0,17.35,17.0,,,
4925,2013-06-26,,,,0.8,,2.4,,0.0,2.2,0.2,-6.4,,,,0.0,0.0,17.2,16.75,,,
4926,2013-06-27,,,,0.0,,0.0,,0.0,0.0,0.0,-6.4,,,,0.0,0.0,17.65,16.9,,,
4927,2013-06-28,,,,0.0,,0.0,,0.0,0.0,0.0,-6.4,,,,0.0,0.0,15.75,15.9,,,
4928,2013-06-29,,,,,,11.2,,2.0,5.0,7.8,-6.4,,,,0.0,0.0,16.4,15.8,,,
4929,2013-06-30,,,,0.0,,0.0,,0.0,0.0,0.0,-6.4,,,,0.0,0.0,19.1,17.35,,,
4930,2013-07-01,,,,0.0,,0.0,,0.0,0.0,0.0,-6.4,,,,0.0,0.0,19.75,18.85,,,
4931,2013-07-02,,,,0.0,,0.0,,0.0,0.0,0.0,-6.4,,,,0.0,0.0,20.3,18.95,,,
4932,2013-07-03,,,,0.0,,0.0,,0.0,0.0,0.0,-6.4,,,,0.0,0.0,20.1,19.2,,,
4933,2013-07-04,,,,0.0,,0.2,,0.6,0.6,0.4,-6.4,,,,0.0,0.0,20.35,20.75,,,
4934,2013-07-05,,,,0.0,,0.0,,0.0,0.0,0.0,-6.4,,,,0.0,0.0,23.15,21.3,,,
4935,2013-07-06,,,,0.0,,0.0,,0.0,0.0,0.0,-6.5,,,,0.0,0.0,23.95,21.9,,,
4936,2013-07-07,,,,0.0,,0.0,,0.0,0.0,0.0,-6.5,,,,0.0,0.0,23.3,21.4,,,
4937,2013-07-08,,,,0.0,,2.4,,3.4,1.0,0.0,-6.4,,,,0.0,0.0,23.05,21.75,,,
4938,2013-07-09,,,,0.0,,0.0,,2.0,0.0,0.0,-6.4,,,,0.0,0.0,23.15,21.9,,,
4939,2013-07-10,,,,7.0,,,,0.0,9.0,0.0,-6.4,,,,0.0,0.0,22.45,22.05,,,
4940,2013-07-11,,,,0.0,,11.4,,2.0,0.2,0.0,-6.4,,,,0.0,0.0,22.55,22.55,,,
4941,2013-07-12,,,,0.2,,0.2,,0.2,0.2,0.0,-6.4,,,,0.0,0.0,21.65,21.3,,,
4942,2013-07-13,,,,0.0,,0.0,,0.0,0.0,0.0,-6.4,,,,0.0,0.0,22.05,21.45,,,
4943,2013-07-14,,,,1.8,,0.0,,0.0,0.8,0.0,-6.4,,,,0.0,0.0,22.6,22.95,,,
4944,2013-07-15,,,,0.2,,0.0,,0.0,0.0,0.0,-6.4,,,,0.0,0.0,22.9,22.0,,,
4945,2013-07-16,,,,0.0,,0.0,,0.0,0.0,0.0,-6.5,,,,0.0,0.0,24.35,22.85,,,
4946,2013-07-17,,,,0.0,,0.0,,0.0,0.0,0.0,-6.5,,,,0.0,0.0,23.7,23.4,,,
4947,2013-07-18,,,,0.0,,0.0,,0.0,0.0,0.0,-6.4,,,,0.0,0.0,23.1,23.05,,,
4948,2013-07-19,,,,3.0,,3.2,,6.4,2.4,2.8,-6.4,,,,0.0,0.0,21.75,21.85,,,
4949,2013-07-20,,,,0.4,,8.0,,0.6,12.6,15.8,-6.4,,,,0.0,0.0,21.15,22.1,,,
4950,2013-07-21,,,,0.0,,0.0,,22.0,0.0,0.0,-6.4,,,,0.0,0.0,23.45,22.45,,,
4951,2013-07-22,,,,4.2,,10.4,,17.2,3.0,0.0,-6.4,,,,0.0,0.0,23.95,23.45,,,
4952,2013-07-23,,,,0.0,,0.0,,0.0,0.0,0.0,-6.4,,,,0.0,0.0,24.45,23.5,,,
4953,2013-07-24,,,,0.0,,0.0,,0.0,0.0,0.0,-6.4,,,,0.0,0.0,23.2,22.65,,,
4954,2013-07-25,,,,0.0,,0.0,,0.0,0.0,0.0,-6.5,,,,0.0,0.0,23.5,22.85,,,
4955,2013-07-26,,,,0.0,,0.0,,0.0,0.0,0.0,-6.5,,,,0.0,0.0,24.7,24.6,,,
4956,2013-07-27,,,,0.0,,0.0,,0.0,0.0,0.0,-6.5,,,,0.0,0.0,25.85,24.75,,,
4957,2013-07-28,,,,0.0,,0.0,,0.0,0.0,0.0,-6.5,,,,0.0,0.0,,24.95,,,
4958,2013-07-29,,,,0.0,,0.0,,0.0,0.0,0.0,-6.4,,,,0.0,0.0,23.55,23.1,,,
4959,2013-07-30,,,,14.6,,19.8,,14.4,23.4,21.4,-6.4,,,,0.0,0.0,23.15,22.65,,,
4960,2013-07-31,,,,0.0,,0.0,,0.0,0.0,0.0,-6.4,,,,0.0,0.0,23.6,21.9,,,
4961,2013-08-01,,,,0.0,,0.0,,0.0,0.0,0.0,-6.4,,,,0.0,0.0,24.65,22.85,,,
4962,2013-08-02,,,,0.0,,0.0,,0.0,0.0,0.0,-6.4,,,,0.0,0.0,25.75,23.0,,,
4963,2013-08-03,,,,0.0,,0.0,,0.0,0.0,0.0,-6.4,,,,0.0,0.0,,24.9,,,
4964,2013-08-04,,,,0.0,,0.0,,0.0,0.0,0.0,-6.4,,,,0.0,0.0,25.7,24.65,,,
4965,2013-08-05,,,,0.0,,0.0,,0.0,0.0,0.0,-6.4,,,,0.0,0.0,,24.95,,,
4966,2013-08-06,,,,0.0,,0.0,,0.0,0.0,0.0,-6.4,,,,0.0,0.0,,25.6,,,
4967,2013-08-07,,,,0.0,,0.0,,0.0,0.0,0.0,-6.4,,,,0.0,0.0,,25.15,,,
4968,2013-08-08,,,,0.0,,0.0,,0.0,0.0,0.0,-6.4,,,,0.0,0.0,,25.05,,,
4969,2013-08-09,,,,0.0,,0.0,,0.0,0.0,0.0,-6.4,,,,0.0,0.0,23.8,24.9,,,
4970,2013-08-10,,,,0.0,,0.0,,0.0,0.0,0.0,-6.4,,,,0.0,0.0,23.7,23.95,,,
4971,2013-08-11,,,,0.0,,0.0,,0.0,0.0,0.0,-6.4,,,,0.0,0.0,24.2,23.15,,,
4972,2013-08-12,,,,0.0,,0.0,,0.0,0.0,0.0,-6.4,,,,0.0,0.0,24.75,23.25,,,
4973,2013-08-13,,,,0.0,,0.0,,0.0,0.0,0.0,-6.4,,,,0.0,0.0,23.45,22.9,,,
4974,2013-08-14,,,,0.0,,0.0,,0.0,0.0,0.0,-6.5,,,,0.0,0.0,23.65,23.15,,,
4975,2013-08-15,,,,,,3.8,,0.6,26.0,0.0,-6.4,,,,0.0,0.0,21.9,23.05,,,
4976,2013-08-16,,,,0.0,,0.0,,0.0,0.0,0.0,-6.4,,,,0.0,0.0,23.75,22.3,,,
4977,2013-08-17,,,,0.0,,0.0,,0.0,0.0,0.0,-6.5,,,,0.0,0.0,23.6,23.0,,,
4978,2013-08-18,,,,0.0,,0.0,,0.0,0.0,0.0,-6.5,,,,0.0,0.0,23.25,23.0,,,
4979,2013-08-19,,,,0.0,,0.0,,0.0,0.0,0.0,-6.5,,,,0.0,0.0,22.65,22.65,,,
4980,2013-08-20,,,,,,10.2,,10.2,18.6,5.0,-6.5,,,,0.0,0.0,19.35,20.0,,,
4981,2013-08-21,,,,0.0,,0.0,,0.0,0.0,0.2,-6.4,,,,0.0,0.0,20.7,21.25,,,
4982,2013-08-22,,,,0.0,,0.0,,0.2,0.0,0.0,-6.4,,,,0.0,0.0,22.25,21.65,,,
4983,2013-08-23,,,,0.0,,0.0,,0.0,0.0,0.0,-6.5,,,,0.0,0.0,22.3,22.05,,,
4984,2013-08-24,,,,0.0,,0.0,,0.0,0.0,0.0,-6.5,,,,0.0,0.0,21.2,21.3,,,
4985,2013-08-25,,,,0.0,,3.6,,14.2,0.0,0.4,-6.4,,,,0.0,0.0,21.55,22.75,,,
4986,2013-08-26,,,,0.0,,0.2,,0.0,0.0,0.0,-6.4,,,,0.0,0.0,21.2,21.9,,,
4987,2013-08-27,,,,0.0,,0.0,,0.0,0.0,0.0,-6.4,,,,0.0,0.0,21.1,21.75,,,
4988,2013-08-28,,,,0.0,,0.0,,1.0,0.0,0.0,-6.5,,,,0.0,0.0,19.2,19.7,,,
4989,2013-08-29,,,,0.2,,0.0,,0.0,0.0,0.0,-6.5,,,,0.0,0.0,20.6,20.4,,,
4990,2013-08-30,,,,21.6,,11.2,,2.4,0.6,0.0,-6.5,,,,0.0,0.0,22.1,20.8,,,
4991,2013-08-31,,,,0.0,,0.0,,0.0,0.0,0.0,-6.5,,,,0.0,0.0,21.9,19.95,,,
4992,2013-09-01,,,,0.0,,0.0,,0.0,0.0,0.0,-6.5,,,,0.0,0.0,21.65,20.1,,,
4993,2013-09-02,,,,0.0,,0.0,,0.0,0.0,0.0,-6.5,,,,0.0,0.0,22.6,20.75,,,
4994,2013-09-03,,,,0.0,,0.0,,0.0,0.0,0.0,-6.5,,,,0.0,0.0,22.65,21.45,,,
4995,2013-09-04,,,,0.0,,0.0,,0.0,0.0,0.0,-6.5,,,,0.0,0.0,23.85,22.55,,,
4996,2013-09-05,,,,0.0,,0.0,,0.0,0.0,0.0,-6.5,,,,0.0,0.0,23.0,22.85,,,
4997,2013-09-06,,,,0.0,,0.0,,0.0,0.0,0.0,-6.5,,,,0.0,0.0,23.25,22.65,,,
4998,2013-09-07,,,,0.0,,0.0,,0.0,0.0,0.0,-6.5,,,,0.0,0.0,23.2,23.5,,,
