,Date,Rainfall_Castel_del_Piano,Rainfall_Abbadia_S_Salvatore,Rainfall_S_Fiora,Rainfall_Laghetto_Verde,Rainfall_Vetta_Amiata,Depth_to_Groundwater_S_Fiora_8,Depth_to_Groundwater_S_Fiora_11bis,Depth_to_Groundwater_David_Lazzaretti,Temperature_Abbadia_S_Salvatore,Temperature_S_Fiora,Temperature_Laghetto_Verde,Flow_Rate_Bugnano,Flow_Rate_Arbure,Flow_Rate_Ermicciolo,Flow_Rate_Galleria_Alta
5819,2015-12-07,0.0,,,0.0,0.0,-36.7,-50.58,-293.46,,8.0,6.5,-0.346878252,-2.895993757,-5.387150538,-23.21309053
5820,2015-12-08,0.2,,,0.4,1.0,-36.7,-50.58,-293.5,,7.0,6.3,-0.346878252,-2.895993757,-5.387150538,-23.21309053
5821,2015-12-09,0.0,,,1.6,1.0,-36.7,-50.58,-293.52,,6.65,5.4,-0.346878252,-2.895993757,-5.387150538,-23.21309053
5822,2015-12-10,0.0,,,0.0,0.0,-36.71,-50.59,-293.55,,5.45,4.2,-0.346878252,-2.895993757,-5.387150538,-23.21309053
5823,2015-12-11,0.0,,,0.0,0.0,-36.71,-50.59,-293.59,,4.5,5.9,-0.346878252,-2.895993757,-5.387150538,-23.21309053
5824,2015-12-12,0.0,,,0.0,0.0,-36.71,-50.59,-293.62,,5.3,4.9,-0.346878252,-2.895993757,-5.387150538,-23.21309053
5825,2015-12-13,0.0,,,0.0,0.0,-36.71,-50.59,-293.65,,3.95,4.2,-0.329534339,-2.751194069,-5.117793011,-22.052436
5826,2015-12-14,0.0,,,0.0,0.0,-36.71,-50.59,-293.67,,5.5,4.45,-0.346878252,-2.895993757,-5.387150538,-23.21309053
5827,2015-12-15,0.0,,,0.0,0.0,-36.72,-50.6,-293.71,,6.05,4.7,-0.346878252,-2.895993757,-5.387150538,-23.21309053
5828,2015-12-16,0.2,,,0.0,0.0,-36.72,-50.6,-293.74,,5.9,6.3,-0.346878252,-2.895993757,-5.387150538,-23.21309053
5829,2015-12-17,0.0,,,0.0,0.0,-36.72,-50.6,-293.78,,6.3,6.6,-0.346878252,-2.895993757,-5.387150538,-23.21309053
5830,2015-12-18,0.0,,,0.0,0.0,-36.73,-50.61,-293.8,,6.2,6.05,-0.346878252,-2.895993757,-5.387150538,-23.21309053
5831,2015-12-19,1.0,,,0.2,0.4,-36.73,-50.61,-293.84,,7.4,5.7,-0.346878252,-2.895993757,-5.387150538,-23.21309053
5832,2015-12-20,0.0,,,0.2,0.0,-36.73,-50.61,-293.87,,7.2,7.0,-0.329534339,-2.751194069,-5.117793011,-22.052436
5833,2015-12-21,0.0,,,0.0,0.0,-36.74,-50.62,-293.91,,6.05,5.65,-0.346878252,-2.895993757,-5.387150538,-23.21309053
5834,2015-12-22,0.2,,,0.0,0.0,-36.75,-50.62,-293.94,,6.8,6.3,-0.346878252,-2.895993757,-5.387150538,-23.21309053
5835,2015-12-23,0.2,,,0.2,0.0,-36.75,-50.63,-293.98,,6.45,6.2,-0.346878252,-2.895993757,-5.387150538,-23.21309053
5836,2015-12-24,0.0,,,0.0,0.0,-36.75,-50.63,-294.01,,6.1,4.85,-0.346878252,-2.895993757,-5.387150538,-23.21309053
5837,2015-12-25,0.4,,,1.2,0.2,-36.76,-50.63,-294.05,,6.35,5.3,-0.346878252,-2.895993757,-5.387150538,-23.21309053
5838,2015-12-26,0.0,,,0.2,0.0,-36.76,-50.64,-294.09,,6.4,6.9,-0.346878252,-2.895993757,-5.387150538,-23.21309053
5839,2015-12-27,0.0,,,0.0,0.0,-36.77,-50.64,-294.11,,6.05,7.05,-0.329534339,-2.751194069,-5.117793011,-22.052436
5840,2015-12-28,0.0,,,0.0,0.0,-36.77,-50.64,-294.15,,5.6,7.7,-0.346878252,-2.895993757,-5.387150538,-23.21309053
5841,2015-12-29,0.0,,,0.0,0.0,-36.77,-50.64,-294.18,,4.65,4.35,-0.346878252,-2.895993757,-5.387150538,-23.21309053
5842,2015-12-30,0.0,,,0.0,0.0,-36.77,-50.65,-294.21,,3.9,4.3,-0.346878252,-2.895993757,-5.387150538,-23.21309053
5843,2015-12-31,0.0,,0.0,0.0,0.0,-36.77,-50.65,-294.23,,2.55,1.65,-0.346878252,-2.895993757,-5.387150538,-23.21309053
5844,2016-01-01,0.0,,0.0,0.0,0.0,-36.78,-50.65,-294.26,,4.45,3.3,-0.327773153,-2.872341311,-5.035053763,-21.50494277
5845,2016-01-02,0.2,,0.6,0.8,0.8,-36.77,-50.65,-294.29,,7.05,5.7,-0.327773153,-2.872341311,-5.035053763,-21.50494277
5846,2016-01-03,20.2,,,,,-36.76,-50.64,-294.29,,5.85,4.95,-0.311384495,-2.728724246,-4.783301075,-20.42969563
5847,2016-01-04,1.6,,3.0,7.8,3.6,-36.76,-50.64,-294.3,,5.75,4.65,-0.327773153,-2.872341311,-5.035053763,-21.50494277
5848,2016-01-05,2.4,,2.6,6.6,2.6,-36.77,-50.64,-294.31,,5.3,5.4,-0.327773153,-2.872341311,-5.035053763,-21.50494277
5849,2016-01-06,13.8,,1.2,8.6,7.2,-36.77,-50.65,-294.33,,3.6,3.3,-0.327773153,-2.872341311,-5.035053763,-21.50494277
5850,2016-01-07,12.0,,9.2,9.4,9.2,-36.77,-50.65,-294.35,,5.95,4.85,-0.327773153,-2.872341311,-5.035053763,-21.50494277
5851,2016-01-08,0.2,,0.6,1.4,0.0,-36.78,-50.66,-294.37,,8.65,8.05,-0.327773153,-2.872341311,-5.035053763,-21.50494277
5852,2016-01-09,0.0,,0.6,2.0,1.6,-36.79,-50.66,-294.4,,9.65,8.65,-0.327773153,-2.872341311,-5.035053763,-21.50494277
5853,2016-01-10,1.4,,6.4,12.0,10.0,-36.79,-50.67,-294.43,,8.85,8.05,-0.311384495,-2.728724246,-4.783301075,-20.42969563
5854,2016-01-11,0.6,,3.2,6.6,6.4,-36.79,-50.67,-294.46,,8.2,7.4,-0.327773153,-2.872341311,-5.035053763,-21.50494277
5855,2016-01-12,11.2,,10.8,14.0,14.0,-36.79,-50.67,-294.48,,6.45,5.75,-0.327773153,-2.872341311,-5.035053763,-21.50494277
5856,2016-01-13,1.0,,0.4,3.4,1.4,-36.8,-50.68,-294.5,,4.0,2.9,-0.327773153,-2.872341311,-5.035053763,-21.50494277
5857,2016-01-14,0.0,,0.0,0.0,0.0,-36.8,-50.68,-294.54,,2.8,2.5,-0.327773153,-2.872341311,-5.035053763,-21.50494277
5858,2016-01-15,,,,,,-36.79,-50.67,-294.56,,1.85,2.05,-0.327773153,-2.872341311,-5.035053763,-21.50494277
5859,2016-01-16,0.0,,0.0,0.0,0.0,-36.79,-50.67,-294.58,,0.15,0.25,-0.327773153,-2.872341311,-5.035053763,-21.50494277
5860,2016-01-17,0.0,,0.0,0.0,0.0,-36.8,-50.68,-294.6,,,,-0.311384495,-2.728724246,-4.783301075,-20.42969563
5861,2016-01-18,0.0,,0.0,0.0,0.0,-36.81,-50.68,-294.64,,,,-0.327773153,-2.872341311,-5.035053763,-21.50494277
5862,2016-01-19,0.0,,0.0,0.0,0.0,-36.81,-50.69,-294.67,,,,-0.327773153,-2.872341311,-5.035053763,-21.50494277
5863,2016-01-20,0.0,,0.0,0.0,0.0,-36.82,-50.69,-294.7,,,,-0.327773153,-2.872341311,-5.035053763,-21.50494277
5864,2016-01-21,0.6,,1.4,2.4,1.2,-36.83,-50.7,-294.72,,1.65,1.1,-0.327773153,-2.872341311,-5.035053763,-21.50494277
5865,2016-01-22,0.0,,0.0,0.0,0.0,-36.84,-50.71,-294.77,,1.35,0.85,-0.327773153,-2.872341311,-5.035053763,-21.50494277
5866,2016-01-23,0.0,,0.0,0.0,0.4,-36.85,-50.72,-294.82,,2.2,1.35,-0.327773153,-2.872341311,-5.035053763,-21.50494277
5867,2016-01-24,0.0,,0.0,0.0,0.0,-36.86,-50.72,-294.86,,4.75,4.35,-0.311384495,-2.728724246,-4.783301075,-20.42969563
5868,2016-01-25,0.0,,0.0,0.0,0.0,-36.86,-50.73,-294.9,2.7,4.35,3.5,-0.327773153,-2.872341311,-5.035053763,-21.50494277
5869,2016-01-26,0.0,0.0,0.0,0.0,0.0,-36.87,-50.73,-294.94,7.05,7.6,4.65,-0.327773153,-2.872341311,-5.035053763,-21.50494277
5870,2016-01-27,0.0,0.0,0.2,0.0,0.0,-36.87,-50.74,-294.98,7.55,8.1,6.7,-0.327773153,-2.872341311,-5.035053763,-21.50494277
5871,2016-01-28,0.0,0.0,0.0,0.0,0.0,-36.88,-50.74,-295.02,6.85,5.8,5.55,-0.327773153,-2.872341311,-5.035053763,-21.50494277
5872,2016-01-29,0.0,0.0,0.0,0.0,0.0,-36.88,-50.74,-295.06,6.75,7.8,5.05,-0.327773153,-2.872341311,-5.035053763,-21.50494277
5873,2016-01-30,0.0,0.0,0.0,0.0,0.0,-36.89,-50.75,-295.09,6.35,5.95,4.6,-0.327773153,-2.872341311,-5.035053763,-21.50494277
5874,2016-01-31,0.0,0.0,0.0,0.0,0.0,-36.89,-50.75,-295.12,8.5,7.95,6.95,-0.311384495,-2.728724246,-4.783301075,-20.42969563
5875,2016-02-01,0.0,0.0,0.0,0.2,0.0,-36.89,-50.75,-295.15,9.25,8.6,8.05,-0.348571429,,0.0,-24.64413793
5876,2016-02-02,0.0,0.0,0.2,0.2,0.0,-36.9,-50.76,-295.19,7.5,7.05,6.0,-0.348571429,,0.0,-24.64413793
5877,2016-02-03,0.0,0.8,2.4,1.2,0.6,-36.9,-50.75,-295.22,5.5,5.4,5.25,-0.348571429,,0.0,-24.64413793
5878,2016-02-04,0.0,5.0,3.2,6.4,0.0,-36.9,-50.76,-295.24,2.8,2.7,2.5,-0.348571429,,0.0,-24.64413793
5879,2016-02-05,0.0,2.8,0.0,0.0,1.0,-36.91,-50.76,-295.28,5.4,4.85,4.45,-0.348571429,,0.0,-24.64413793
5880,2016-02-06,0.0,0.0,0.0,0.0,0.0,-36.91,-50.77,-295.32,6.05,3.7,4.0,-0.348571429,,0.0,-24.64413793
5881,2016-02-07,0.0,1.0,0.0,1.2,0.6,-36.91,-50.77,-295.35,5.6,5.8,5.05,-0.331142857,-2.851134852,0.0,-23.41193103
5882,2016-02-08,0.0,16.2,28.2,19.2,19.4,,-50.77,-295.37,6.55,6.8,5.4,-0.348571429,,0.0,-24.64413793
5883,2016-02-09,0.0,0.0,0.0,0.0,0.0,-36.91,-50.77,-295.41,6.55,6.95,5.45,-0.348571429,,0.0,-24.64413793
5884,2016-02-10,24.8,,,,,-36.9,-50.76,-295.42,5.0,5.2,4.4,-0.348571429,,0.0,-24.64413793
5885,2016-02-11,4.4,20.5,8.0,10.0,6.4,-36.9,-50.76,-295.44,3.35,4.1,3.4,-0.348571429,,0.0,-24.64413793
5886,2016-02-12,0.0,0.0,0.0,0.0,2.8,-36.9,-50.76,-295.46,6.9,7.25,5.25,-0.348571429,,0.0,-24.64413793
5887,2016-02-13,6.4,15.5,11.2,16.8,10.6,-36.9,-50.76,-295.47,7.3,7.6,6.7,-0.348571429,,0.0,-24.64413793
5888,2016-02-14,8.2,8.2,12.4,11.0,7.8,-36.9,-50.76,-295.49,8.15,8.85,7.3,-0.331142857,-2.851134852,0.0,-23.41193103
5889,2016-02-15,12.8,12.0,17.2,15.4,15.2,-36.9,-50.77,-295.49,5.45,5.45,4.55,-0.348571429,,0.0,-24.64413793
5890,2016-02-16,,,,,,-36.88,-50.75,-295.52,7.15,8.25,6.6,-0.348571429,,0.0,-24.64413793
5891,2016-02-17,15.2,13.2,11.4,13.8,24.0,-36.87,-50.75,-295.55,5.55,5.65,5.05,-0.348571429,,0.0,-24.64413793
5892,2016-02-18,19.4,14.8,19.8,18.2,20.2,-36.87,-50.74,-295.58,4.85,4.9,5.1,-0.348571429,,0.0,-24.64413793
5893,2016-02-19,0.0,0.0,0.0,0.0,0.0,-36.88,-50.75,-295.59,5.2,4.05,3.8,-0.348571429,,0.0,-24.64413793
5894,2016-02-20,0.6,2.3,0.2,1.6,0.2,-36.89,-50.76,-295.6,4.1,5.0,4.1,-0.348571429,,0.0,-24.64413793
5895,2016-02-21,0.0,0.0,0.0,0.0,0.0,-36.9,-50.77,-295.63,6.65,6.2,5.5,-0.331142857,-2.851134852,0.0,-23.41193103
5896,2016-02-22,0.0,0.0,0.0,0.0,0.0,-36.91,-50.78,-295.66,8.6,7.75,8.6,-0.348571429,,0.0,-24.64413793
5897,2016-02-23,1.4,2.4,3.0,3.2,2.2,-36.92,-50.78,-295.68,8.0,8.2,7.3,-0.348571429,,0.0,-24.64413793
5898,2016-02-24,0.4,0.2,0.2,0.6,0.0,-36.93,-50.79,-295.66,7.35,7.05,6.45,-0.348571429,,0.0,-24.64413793
5899,2016-02-25,0.0,0.0,0.0,0.0,0.0,-36.93,-50.79,-295.68,7.05,6.45,5.5,-0.348571429,,0.0,-24.64413793
5900,2016-02-26,3.4,11.2,10.0,12.4,11.0,-36.94,-50.8,-295.68,5.7,5.95,5.45,-0.348571429,,0.0,-24.64413793
5901,2016-02-27,23.0,,,,10.4,-36.93,-50.79,-295.7,5.0,5.65,4.65,-0.348571429,,0.0,-24.64413793
5902,2016-02-28,,,,,,-36.88,-50.76,-295.71,6.35,7.1,5.5,-0.331142857,-2.851134852,0.0,-23.41193103
5903,2016-02-29,,,,,,-36.82,-50.71,-295.67,5.0,5.4,4.4,-0.348571429,,0.0,-24.64413793
5904,2016-03-01,14.0,11.0,13.6,14.4,0.4,-36.79,-50.69,-295.66,6.5,5.5,5.25,-0.338895782,-2.858858561,-5.151645161,-21.64075963
5905,2016-03-02,1.0,0.0,1.0,0.0,10.0,-36.79,-50.69,-295.68,7.7,6.3,5.45,-0.338895782,-2.858858561,-5.151645161,-21.64075963
5906,2016-03-03,4.0,4.8,4.2,6.8,,-36.8,-50.69,-295.65,3.25,3.3,2.6,-0.338895782,-2.858858561,-5.151645161,-21.64075963
5907,2016-03-04,0.0,1.6,0.0,0.0,5.2,-36.82,-50.71,-295.58,4.5,3.45,3.9,-0.338895782,-2.858858561,-5.151645161,-21.64075963
5908,2016-03-05,0.0,0.0,0.0,0.0,0.2,-36.84,-50.72,-295.59,4.45,4.05,4.15,-0.338895782,-2.858858561,-5.151645161,-21.64075963
5909,2016-03-06,,24.1,16.0,29.6,20.0,-36.85,-50.73,-295.56,3.85,3.25,2.45,-0.321950993,-2.715915633,-4.894062903,-20.55872164
5910,2016-03-07,6.0,7.4,9.8,7.2,0.0,-36.86,-50.74,-295.54,3.45,2.3,2.35,-0.338895782,-2.858858561,-5.151645161,-21.64075963
5911,2016-03-08,0.8,0.4,0.8,0.2,0.0,-36.87,-50.75,-295.51,2.6,1.6,1.45,-0.338895782,-2.858858561,-5.151645161,-21.64075963
5912,2016-03-09,11.2,5.6,7.8,15.8,17.2,-36.88,-50.75,-295.51,1.35,2.4,1.25,-0.338895782,-2.858858561,-5.151645161,-21.64075963
5913,2016-03-10,2.8,18.8,0.6,6.6,,-36.89,-50.76,-295.49,3.9,5.15,3.45,-0.338895782,-2.858858561,-5.151645161,-21.64075963
5914,2016-03-11,1.2,1.4,0.0,1.0,10.6,-36.9,-50.77,-295.48,5.35,6.2,4.7,-0.338895782,-2.858858561,-5.151645161,-21.64075963
5915,2016-03-12,0.0,0.0,0.0,0.0,0.2,-36.91,-50.78,-295.48,5.0,5.55,4.35,-0.338895782,-2.858858561,-5.151645161,-21.64075963
5916,2016-03-13,0.0,0.0,0.0,0.0,0.0,-36.92,-50.79,-295.46,4.75,6.15,3.85,-0.321950993,-2.715915633,-4.894062903,-20.55872164
5917,2016-03-14,0.0,0.0,0.0,0.0,0.0,-36.93,-50.79,-295.44,4.1,4.2,2.95,-0.338895782,-2.858858561,-5.151645161,-21.64075963
5918,2016-03-15,0.0,0.0,0.0,0.0,0.0,-36.94,-50.8,-295.46,4.4,3.45,2.95,-0.338895782,-2.858858561,-5.151645161,-21.64075963
5919,2016-03-16,0.0,0.0,0.0,0.0,0.0,-36.95,-50.8,-295.47,5.05,3.5,3.2,-0.338895782,-2.858858561,-5.151645161,-21.64075963
5920,2016-03-17,3.2,4.4,4.4,4.4,5.4,-36.96,-50.81,-295.44,5.6,6.2,4.85,-0.338895782,-2.858858561,-5.151645161,-21.64075963
5921,2016-03-18,0.0,0.0,0.0,0.0,0.0,-36.96,-50.81,-295.49,8.2,6.75,6.75,-0.338895782,-2.858858561,-5.151645161,-21.64075963
5922,2016-03-19,0.0,0.4,0.0,0.0,0.0,-36.97,-50.82,-295.49,8.3,7.05,5.85,-0.338895782,-2.858858561,-5.151645161,-21.64075963
5923,2016-03-20,0.0,0.0,0.0,0.0,0.0,-36.97,-50.83,-295.5,7.65,5.5,5.6,-0.321950993,-2.715915633,-4.894062903,-20.55872164
5924,2016-03-21,0.2,0.0,0.0,0.0,0.0,-36.98,-50.83,-295.55,10.55,10.35,8.95,-0.338895782,-2.858858561,-5.151645161,-21.64075963
5925,2016-03-22,0.0,0.0,0.0,0.0,0.0,-36.97,-50.83,-295.64,9.85,10.1,8.2,-0.338895782,-2.858858561,-5.151645161,-21.64075963
5926,2016-03-23,16.0,22.4,20.6,30.0,12.6,-36.97,-50.82,-295.72,3.8,5.55,3.5,-0.338895782,-2.858858561,-5.151645161,-21.64075963
5927,2016-03-24,3.0,1.2,2.0,1.2,4.6,-36.98,-50.83,-295.61,5.4,5.25,4.25,-0.338895782,-2.858858561,-5.151645161,-21.64075963
5928,2016-03-25,0.0,0.0,0.0,0.0,0.4,-36.99,-50.84,-295.51,7.2,5.4,5.2,-0.338895782,-2.858858561,-5.151645161,-21.64075963
5929,2016-03-26,0.0,0.0,0.0,0.0,0.0,-36.99,-50.84,-295.52,7.35,7.0,6.35,-0.338895782,-2.858858561,-5.151645161,-21.64075963
5930,2016-03-27,0.0,0.0,0.0,0.0,0.0,-37.0,-50.85,-295.53,9.5,8.05,7.35,-0.321950993,-2.715915633,-4.894062903,-20.55872164
5931,2016-03-28,0.2,2.8,3.6,5.4,1.8,-37.01,-50.85,-295.57,8.15,7.75,6.6,-0.338895782,-2.858858561,-5.151645161,-21.64075963
5932,2016-03-29,0.0,2.2,1.2,3.0,1.2,-37.02,-50.86,-295.57,10.25,10.75,8.65,-0.338895782,-2.858858561,-5.151645161,-21.64075963
5933,2016-03-30,0.0,0.0,0.0,0.0,0.0,-37.02,-50.87,-295.55,11.45,11.0,9.95,-0.338895782,-2.858858561,-5.151645161,-21.64075963
5934,2016-03-31,0.0,0.0,0.0,0.0,0.0,-37.03,-50.87,-295.59,13.7,13.25,12.55,-0.338895782,-2.858858561,-5.151645161,-21.64075963
5935,2016-04-01,0.0,0.0,0.0,0.0,0.0,-37.03,-50.87,-295.64,14.45,12.95,12.35,-0.359876543,-2.960901235,-5.404655556,-21.63775556
5936,2016-04-02,0.0,0.0,0.0,0.0,0.0,-37.03,-50.88,-295.65,16.25,14.65,14.2,-0.359876543,-2.960901235,-5.404655556,-21.63775556
5937,2016-04-03,0.0,0.0,0.0,0.0,0.0,-37.04,-50.88,-295.65,14.9,13.05,12.85,-0.341882716,-2.812856173,-5.134422778,-20.55586778
5938,2016-04-04,0.0,0.0,0.0,0.0,0.0,-37.04,-50.88,-295.69,14.9,13.75,13.8,-0.359876543,-2.960901235,-5.404655556,-21.63775556
5939,2016-04-05,0.0,0.0,0.0,0.0,0.0,-37.04,-50.88,-295.73,16.25,13.35,14.0,-0.359876543,-2.960901235,-5.404655556,-21.63775556
5940,2016-04-06,0.0,0.0,0.0,0.0,0.0,-37.05,-50.88,-295.77,17.15,14.6,14.4,-0.359876543,-2.960901235,-5.404655556,-21.63775556
5941,2016-04-07,0.0,0.4,0.0,0.2,0.0,-37.05,-50.88,-295.8,17.15,14.95,14.4,-0.359876543,-2.960901235,-5.404655556,-21.63775556
5942,2016-04-08,1.2,0.4,0.6,0.6,2.2,-37.05,-50.88,-295.86,11.15,9.95,9.65,-0.359876543,-2.960901235,-5.404655556,-21.63775556
5943,2016-04-09,2.8,3.6,4.2,4.0,6.0,-37.05,-50.89,-295.88,8.5,7.45,6.35,-0.359876543,-2.960901235,-5.404655556,-21.63775556
5944,2016-04-10,0.0,0.0,0.0,0.0,0.0,-37.06,-50.89,-295.84,9.25,9.35,7.35,-0.341882716,-2.812856173,-5.134422778,-20.55586778
5945,2016-04-11,0.0,0.0,0.0,0.0,0.0,-37.06,-50.9,-295.81,11.85,9.3,9.05,-0.359876543,-2.960901235,-5.404655556,-21.63775556
5946,2016-04-12,0.0,0.0,0.0,0.0,0.0,-37.07,-50.9,-295.82,13.25,12.35,12.45,-0.359876543,-2.960901235,-5.404655556,-21.63775556
5947,2016-04-13,0.0,0.0,0.0,0.0,0.0,-37.07,-50.9,-295.86,14.5,12.55,12.55,-0.359876543,-2.960901235,-5.404655556,-21.63775556
5948,2016-04-14,0.0,0.0,0.0,0.0,0.0,-37.07,-50.91,-295.89,12.05,11.0,10.45,-0.359876543,-2.960901235,-5.404655556,-21.63775556
5949,2016-04-15,0.0,0.0,0.0,0.0,0.0,-37.08,-50.91,-295.88,12.8,11.65,10.4,-0.359876543,-2.960901235,-5.404655556,-21.63775556
5950,2016-04-16,0.0,0.0,0.0,0.0,0.0,-37.08,-50.91,-295.9,12.35,11.75,11.75,-0.359876543,-2.960901235,-5.404655556,-21.63775556
5951,2016-04-17,0.0,0.0,0.0,0.0,0.0,-37.09,-50.92,-295.93,14.65,13.45,13.0,-0.341882716,-2.812856173,-5.134422778,-20.55586778
5952,2016-04-18,0.0,0.0,0.0,0.0,0.0,-37.09,-50.92,-295.95,12.9,11.55,11.2,-0.359876543,-2.960901235,-5.404655556,-21.63775556
5953,2016-04-19,0.0,0.0,0.0,0.0,0.0,-37.1,-50.93,-295.98,9.95,10.45,9.05,-0.359876543,-2.960901235,-5.404655556,-21.63775556
5954,2016-04-20,0.0,0.0,0.0,0.0,0.0,-37.11,-50.93,-295.96,12.5,11.1,11.55,-0.359876543,-2.960901235,-5.404655556,-21.63775556
5955,2016-04-21,0.0,0.0,0.0,0.0,0.0,-37.11,-50.94,-295.97,12.75,10.85,10.85,-0.359876543,-2.960901235,-5.404655556,-21.63775556
5956,2016-04-22,0.0,0.8,0.4,0.8,1.0,-37.11,-50.94,-296.04,11.75,10.9,10.2,-0.359876543,-2.960901235,-5.404655556,-21.63775556
5957,2016-04-23,12.8,11.6,17.2,14.0,15.0,-37.1,-50.93,-296.15,11.1,10.95,9.6,-0.359876543,-2.960901235,-5.404655556,-21.63775556
5958,2016-04-24,11.8,25.3,12.8,26.4,20.0,-37.1,-50.93,-296.22,8.2,8.35,7.0,-0.341882716,-2.812856173,-5.134422778,-20.55586778
5959,2016-04-25,,20.6,26.2,20.2,22.6,-37.1,-50.93,-296.2,3.15,4.1,3.45,-0.359876543,-2.960901235,-5.404655556,-21.63775556
5960,2016-04-26,0.2,1.4,1.2,1.0,4.6,-37.11,-50.93,-296.17,8.15,6.15,5.6,-0.359876543,-2.960901235,-5.404655556,-21.63775556
5961,2016-04-27,0.0,0.0,0.0,0.0,0.0,-37.12,-50.94,-296.19,10.1,10.25,8.9,-0.359876543,-2.960901235,-5.404655556,-21.63775556
5962,2016-04-28,0.2,1.4,0.2,1.6,0.8,-37.12,-50.94,-296.18,8.6,8.95,7.1,-0.359876543,-2.960901235,-5.404655556,-21.63775556
5963,2016-04-29,7.2,11.8,21.4,15.0,18.2,-37.12,-50.95,-296.18,11.0,10.8,10.0,-0.359876543,-2.960901235,-5.404655556,-21.63775556
5964,2016-04-30,0.0,0.0,0.0,0.2,0.0,-37.12,-50.95,-296.2,12.0,10.05,9.8,-0.359876543,-2.960901235,-5.404655556,-21.63775556
5965,2016-05-01,9.2,7.4,11.4,10.2,10.4,-37.12,-50.95,-296.28,8.7,8.85,7.45,-0.33573257,-2.724404266,-4.969468783,-21.76851353
5966,2016-05-02,11.0,11.0,11.4,13.2,9.8,-37.12,-50.95,-296.3,8.3,9.45,7.6,-0.353402706,-2.867793965,-5.231019771,-22.91422477
5967,2016-05-03,0.6,0.0,0.4,0.0,2.2,-37.13,-50.95,-296.29,11.85,12.1,10.95,-0.353402706,-2.867793965,-5.231019771,-22.91422477
5968,2016-05-04,2.4,0.4,0.4,0.8,1.0,-37.13,-50.96,-296.28,11.55,10.7,10.45,-0.353402706,-2.867793965,-5.231019771,-22.91422477
5969,2016-05-05,0.0,0.0,0.0,0.0,0.0,-37.14,-50.96,-296.28,10.15,9.65,9.1,-0.353402706,-2.867793965,-5.231019771,-22.91422477
5970,2016-05-06,0.0,0.0,0.0,0.2,0.0,-37.14,-50.96,-296.31,12.15,10.65,10.45,-0.353402706,-2.867793965,-5.231019771,-22.91422477
5971,2016-05-07,0.0,0.0,0.0,0.0,0.0,-37.14,-50.96,-296.36,13.7,11.2,11.4,-0.353402706,-2.867793965,-5.231019771,-22.91422477
5972,2016-05-08,0.0,0.0,0.2,0.0,0.2,-37.14,-50.97,-296.38,13.45,10.95,12.0,-0.33573257,-2.724404266,-4.969468783,-21.76851353
5973,2016-05-09,0.0,0.0,0.0,0.0,0.0,-37.15,-50.97,-296.37,15.0,13.25,13.05,-0.353402706,-2.867793965,-5.231019771,-22.91422477
5974,2016-05-10,0.0,0.0,0.0,0.0,0.0,-37.15,-50.97,-296.41,15.75,14.4,14.2,-0.353402706,-2.867793965,-5.231019771,-22.91422477
5975,2016-05-11,0.0,0.2,0.2,0.4,0.4,-37.15,-50.97,-296.5,15.0,13.85,13.25,-0.353402706,-2.867793965,-5.231019771,-22.91422477
5976,2016-05-12,4.2,8.5,8.8,10.4,17.2,-37.15,-50.97,-296.56,12.65,11.85,11.95,-0.353402706,-2.867793965,-5.231019771,-22.91422477
5977,2016-05-13,2.0,0.0,0.2,0.2,0.6,-37.15,-50.97,-296.56,11.7,11.2,10.65,-0.353402706,-2.867793965,-5.231019771,-22.91422477
5978,2016-05-14,3.4,2.8,2.4,4.8,3.2,-37.15,-50.97,-296.56,12.9,12.25,11.0,-0.353402706,-2.867793965,-5.231019771,-22.91422477
5979,2016-05-15,2.0,6.0,1.8,4.8,2.0,,-50.98,-296.53,11.65,11.45,10.45,-0.33573257,-2.724404266,-4.969468783,-21.76851353
5980,2016-05-16,9.2,3.6,7.6,3.6,4.6,,-50.98,-296.5,10.8,10.75,9.35,-0.353402706,-2.867793965,-5.231019771,-22.91422477
5981,2016-05-17,,17.1,26.8,19.4,,,-50.98,-296.53,11.0,10.55,10.05,-0.353402706,-2.867793965,-5.231019771,-22.91422477
5982,2016-05-18,9.6,0.0,4.4,0.2,1.0,,-50.98,-296.55,11.85,10.1,9.9,-0.353402706,-2.867793965,-5.231019771,-22.91422477
5983,2016-05-19,0.2,0.0,0.2,0.0,0.2,,-50.98,-296.62,11.55,8.8,9.3,-0.353402706,-2.867793965,-5.231019771,-22.91422477
5984,2016-05-20,8.4,20.9,10.4,16.4,13.6,,-50.98,-296.62,9.55,10.0,9.15,-0.353402706,-2.867793965,-5.231019771,-22.91422477
5985,2016-05-21,0.2,0.0,0.0,0.0,0.2,,-50.99,-296.58,15.1,13.55,14.75,-0.353402706,-2.867793965,-5.231019771,-22.91422477
5986,2016-05-22,0.0,0.0,0.0,0.0,0.0,,-50.99,-296.61,17.45,15.0,15.05,-0.33573257,-2.724404266,-4.969468783,-21.76851353
5987,2016-05-23,0.0,0.0,0.0,0.0,0.0,,-50.99,-296.69,12.55,11.5,11.1,-0.353402706,-2.867793965,-5.231019771,-22.91422477
5988,2016-05-24,2.0,3.0,3.2,4.2,4.0,,-50.99,-296.72,12.15,11.7,11.35,-0.353402706,-2.867793965,-5.231019771,-22.91422477
